Urad za delo,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 ali več,Skupaj,month,year
UD Nova Gorica,65.0,103.0,207.0,257.0,102.0,328.0,1062.0,AVG,2022
UD Tolmin,11.0,16.0,41.0,24.0,27.0,120.0,239.0,AVG,2022
OS Novo mesto,340.0,319.0,640.0,577.0,256.0,863.0,2995.0,AVG,2022
UD Črnomelj,95.0,68.0,146.0,117.0,52.0,207.0,685.0,AVG,2022
UD Metlika,42.0,34.0,55.0,76.0,38.0,84.0,329.0,AVG,2022
UD Novo mesto,180.0,176.0,350.0,305.0,137.0,463.0,1611.0,AVG,2022
UD Trebnje,23.0,41.0,89.0,79.0,29.0,109.0,370.0,AVG,2022
OS Ptuj,203.0,210.0,382.0,390.0,243.0,627.0,2055.0,AVG,2022
UD Ormož,49.0,27.0,74.0,74.0,44.0,136.0,404.0,AVG,2022
UD Ptuj,154.0,183.0,308.0,316.0,199.0,491.0,1651.0,AVG,2022
OS Sevnica,266.0,213.0,463.0,465.0,255.0,735.0,2397.0,AVG,2022
UD Brežice,81.0,63.0,143.0,151.0,92.0,282.0,812.0,AVG,2022
UD Krško,143.0,105.0,228.0,234.0,120.0,346.0,1176.0,AVG,2022
UD Sevnica,42.0,45.0,92.0,80.0,43.0,107.0,409.0,AVG,2022
OS Trbovlje,150.0,181.0,406.0,408.0,157.0,471.0,1773.0,AVG,2022
UD Hrastnik,37.0,35.0,75.0,61.0,43.0,87.0,338.0,AVG,2022
UD Litija,30.0,48.0,91.0,100.0,25.0,108.0,402.0,AVG,2022
UD Trbovlje,52.0,69.0,145.0,167.0,61.0,178.0,672.0,AVG,2022
UD Zagorje,31.0,29.0,95.0,80.0,28.0,98.0,361.0,AVG,2022
OS Velenje,282.0,327.0,653.0,603.0,303.0,1178.0,3346.0,AVG,2022
UD Dravograd,10.0,13.0,26.0,25.0,13.0,65.0,152.0,AVG,2022
UD Mozirje,32.0,36.0,89.0,69.0,25.0,114.0,365.0,AVG,2022
UD Radlje ob Dravi,28.0,34.0,71.0,81.0,52.0,131.0,397.0,AVG,2022
UD Ravne na Koroškem,56.0,68.0,122.0,89.0,47.0,164.0,546.0,AVG,2022
UD Slovenj Gradec,49.0,59.0,88.0,93.0,58.0,191.0,538.0,AVG,2022
UD Velenje,107.0,117.0,257.0,246.0,108.0,513.0,1348.0,AVG,2022
OS Celje,463.0,484.0,1124.0,1272.0,643.0,1915.0,5901.0,SEP,2022
UD Celje,156.0,150.0,401.0,453.0,185.0,472.0,1817.0,SEP,2022
UD Laško,24.0,35.0,86.0,72.0,44.0,149.0,410.0,SEP,2022
UD Slovenske Konjice,68.0,81.0,141.0,164.0,84.0,344.0,882.0,SEP,2022
UD Šentjur,43.0,57.0,120.0,140.0,73.0,189.0,622.0,SEP,2022
UD Šmarje pri Jelšah,82.0,84.0,184.0,212.0,151.0,402.0,1115.0,SEP,2022
UD Žalec,90.0,77.0,192.0,231.0,106.0,359.0,1055.0,SEP,2022
OS Koper,225.0,315.0,767.0,854.0,368.0,989.0,3518.0,SEP,2022
UD Ilirska Bistrica,13.0,16.0,42.0,56.0,30.0,73.0,230.0,SEP,2022
UD Izola,25.0,29.0,65.0,82.0,31.0,91.0,323.0,SEP,2022
UD Koper,97.0,138.0,383.0,367.0,160.0,426.0,1571.0,SEP,2022
UD Piran,20.0,39.0,94.0,128.0,47.0,140.0,468.0,SEP,2022
UD Postojna,38.0,50.0,88.0,95.0,49.0,121.0,441.0,SEP,2022
UD Sežana,32.0,43.0,95.0,126.0,51.0,138.0,485.0,SEP,2022
OS Kranj,263.0,316.0,672.0,635.0,267.0,1008.0,3161.0,SEP,2022
UD Jesenice,43.0,53.0,98.0,107.0,37.0,88.0,426.0,SEP,2022
UD Kranj,122.0,139.0,325.0,328.0,140.0,470.0,1524.0,SEP,2022
UD Radovljica,32.0,55.0,111.0,85.0,41.0,180.0,504.0,SEP,2022
UD Škofja Loka,44.0,43.0,88.0,78.0,32.0,192.0,477.0,SEP,2022
UD Tržič,22.0,26.0,50.0,37.0,17.0,78.0,230.0,SEP,2022
OS Ljubljana,1016.0,1518.0,3531.0,3484.0,1433.0,4200.0,15182.0,SEP,2022
UD Cerknica,17.0,24.0,50.0,54.0,16.0,79.0,240.0,SEP,2022
UD Domžale,98.0,118.0,290.0,277.0,140.0,369.0,1292.0,SEP,2022
UD Grosuplje,92.0,74.0,176.0,171.0,43.0,211.0,767.0,SEP,2022
UD Kamnik,59.0,64.0,132.0,133.0,79.0,214.0,681.0,SEP,2022
UD Kočevje,97.0,83.0,191.0,158.0,60.0,127.0,716.0,SEP,2022
UD Ljubljana,545.0,1042.0,2468.0,2468.0,1009.0,2900.0,10432.0,SEP,2022
UD Logatec,21.0,22.0,61.0,68.0,23.0,85.0,280.0,SEP,2022
UD Ribnica,46.0,41.0,50.0,34.0,11.0,40.0,222.0,SEP,2022
UD Vrhnika,41.0,50.0,113.0,121.0,52.0,175.0,552.0,SEP,2022
OS Maribor,591.0,703.0,1483.0,1485.0,716.0,2052.0,7030.0,SEP,2022
UD Lenart,21.0,29.0,44.0,36.0,22.0,86.0,238.0,SEP,2022
UD Maribor,450.0,524.0,1169.0,1152.0,562.0,1533.0,5390.0,SEP,2022
UD Pesnica,34.0,38.0,79.0,78.0,46.0,158.0,433.0,SEP,2022
UD Ruše,27.0,33.0,56.0,61.0,28.0,80.0,285.0,SEP,2022
UD Slovenska Bistrica,59.0,79.0,135.0,158.0,58.0,195.0,684.0,SEP,2022
OS Murska Sobota,365.0,287.0,588.0,612.0,346.0,1002.0,3200.0,SEP,2022
UD Gornja Radgona,42.0,29.0,94.0,91.0,52.0,163.0,471.0,SEP,2022
UD Lendava,85.0,74.0,126.0,142.0,90.0,291.0,808.0,SEP,2022
UD Ljutomer,34.0,35.0,67.0,63.0,41.0,128.0,368.0,SEP,2022
UD Murska Sobota,204.0,149.0,301.0,316.0,163.0,420.0,1553.0,SEP,2022
OS Nova Gorica,129.0,149.0,359.0,408.0,188.0,653.0,1886.0,SEP,2022
UD Ajdovščina,33.0,39.0,85.0,112.0,55.0,177.0,501.0,SEP,2022
UD Idrija,9.0,13.0,40.0,40.0,11.0,51.0,164.0,SEP,2022
UD Nova Gorica,79.0,87.0,195.0,231.0,96.0,310.0,998.0,SEP,2022
UD Tolmin,8.0,10.0,39.0,25.0,26.0,115.0,223.0,SEP,2022
OS Novo mesto,377.0,297.0,608.0,575.0,252.0,834.0,2943.0,SEP,2022
UD Črnomelj,98.0,68.0,138.0,121.0,53.0,197.0,675.0,SEP,2022
UD Metlika,46.0,35.0,46.0,75.0,37.0,77.0,316.0,SEP,2022
UD Novo mesto,204.0,157.0,333.0,300.0,136.0,452.0,1582.0,SEP,2022
UD Trebnje,29.0,37.0,91.0,79.0,26.0,108.0,370.0,SEP,2022
OS Ptuj,197.0,208.0,343.0,361.0,230.0,626.0,1965.0,SEP,2022
UD Ormož,50.0,30.0,62.0,61.0,44.0,135.0,382.0,SEP,2022
UD Ptuj,147.0,178.0,281.0,300.0,186.0,491.0,1583.0,SEP,2022
OS Sevnica,273.0,191.0,453.0,452.0,247.0,730.0,2346.0,SEP,2022
UD Brežice,86.0,52.0,144.0,150.0,89.0,285.0,806.0,SEP,2022
UD Krško,145.0,96.0,214.0,223.0,117.0,342.0,1137.0,SEP,2022
UD Sevnica,42.0,43.0,95.0,79.0,41.0,103.0,403.0,SEP,2022
OS Trbovlje,142.0,161.0,396.0,370.0,152.0,452.0,1673.0,SEP,2022
UD Hrastnik,36.0,29.0,73.0,58.0,42.0,85.0,323.0,SEP,2022
UD Litija,27.0,38.0,90.0,81.0,25.0,103.0,364.0,SEP,2022
UD Trbovlje,48.0,63.0,137.0,160.0,58.0,170.0,636.0,SEP,2022
UD Zagorje,31.0,31.0,96.0,71.0,27.0,94.0,350.0,SEP,2022
OS Velenje,288.0,291.0,606.0,593.0,297.0,1163.0,3238.0,SEP,2022
UD Dravograd,18.0,12.0,29.0,26.0,14.0,62.0,161.0,SEP,2022
UD Mozirje,36.0,34.0,93.0,67.0,26.0,117.0,373.0,SEP,2022
UD Radlje ob Dravi,24.0,26.0,65.0,79.0,50.0,128.0,372.0,SEP,2022
UD Ravne na Koroškem,58.0,63.0,110.0,87.0,51.0,160.0,529.0,SEP,2022
UD Slovenj Gradec,48.0,55.0,77.0,89.0,53.0,195.0,517.0,SEP,2022
UD Velenje,104.0,101.0,232.0,245.0,103.0,501.0,1286.0,SEP,2022
OS Celje,622.0,542.0,1121.0,1243.0,651.0,1912.0,6091.0,OKT,2022
UD Celje,210.0,181.0,410.0,438.0,184.0,479.0,1902.0,OKT,2022
UD Laško,33.0,33.0,82.0,69.0,42.0,147.0,406.0,OKT,2022
UD Slovenske Konjice,88.0,88.0,134.0,164.0,86.0,334.0,894.0,OKT,2022
UD Šentjur,64.0,59.0,121.0,139.0,72.0,198.0,653.0,OKT,2022
UD Šmarje pri Jelšah,113.0,96.0,176.0,212.0,156.0,400.0,1153.0,OKT,2022
UD Žalec,114.0,85.0,198.0,221.0,111.0,354.0,1083.0,OKT,2022
OS Koper,301.0,329.0,751.0,855.0,358.0,989.0,3583.0,OKT,2022
UD Ilirska Bistrica,17.0,20.0,35.0,57.0,29.0,73.0,231.0,OKT,2022
UD Izola,27.0,35.0,73.0,87.0,28.0,90.0,340.0,OKT,2022
UD Koper,134.0,145.0,369.0,366.0,158.0,423.0,1595.0,OKT,2022
UD Piran,35.0,40.0,96.0,139.0,50.0,147.0,507.0,OKT,2022
UD Postojna,52.0,49.0,88.0,98.0,49.0,124.0,460.0,OKT,2022
UD Sežana,36.0,40.0,90.0,108.0,44.0,132.0,450.0,OKT,2022
OS Kranj,332.0,348.0,642.0,643.0,262.0,967.0,3194.0,OKT,2022
UD Jesenice,60.0,52.0,91.0,114.0,36.0,85.0,438.0,OKT,2022
UD Kranj,135.0,155.0,315.0,329.0,138.0,445.0,1517.0,OKT,2022
UD Radovljica,48.0,66.0,111.0,86.0,43.0,181.0,535.0,OKT,2022
UD Škofja Loka,61.0,48.0,79.0,78.0,30.0,183.0,479.0,OKT,2022
UD Tržič,28.0,27.0,46.0,36.0,15.0,73.0,225.0,OKT,2022
OS Ljubljana,1216.0,1696.0,3493.0,3455.0,1396.0,4133.0,15389.0,OKT,2022
UD Cerknica,24.0,30.0,50.0,52.0,15.0,78.0,249.0,OKT,2022
UD Domžale,115.0,134.0,285.0,273.0,140.0,373.0,1320.0,OKT,2022
UD Grosuplje,111.0,83.0,176.0,165.0,36.0,204.0,775.0,OKT,2022
UD Kamnik,70.0,67.0,129.0,130.0,73.0,213.0,682.0,OKT,2022
UD Kočevje,106.0,90.0,190.0,164.0,57.0,127.0,734.0,OKT,2022
UD Ljubljana,654.0,1172.0,2441.0,2460.0,988.0,2831.0,10546.0,OKT,2022
UD Logatec,41.0,23.0,57.0,62.0,24.0,86.0,293.0,OKT,2022
UD Ribnica,38.0,41.0,51.0,36.0,8.0,43.0,217.0,OKT,2022
UD Vrhnika,57.0,56.0,114.0,113.0,55.0,178.0,573.0,OKT,2022
OS Maribor,791.0,794.0,1454.0,1432.0,696.0,2007.0,7174.0,OKT,2022
UD Lenart,44.0,30.0,37.0,34.0,21.0,83.0,249.0,OKT,2022
UD Maribor,544.0,598.0,1157.0,1111.0,551.0,1508.0,5469.0,OKT,2022
UD Pesnica,66.0,46.0,72.0,79.0,44.0,149.0,456.0,OKT,2022
UD Ruše,43.0,30.0,49.0,64.0,25.0,80.0,291.0,OKT,2022
UD Slovenska Bistrica,94.0,90.0,139.0,144.0,55.0,187.0,709.0,OKT,2022
OS Murska Sobota,503.0,311.0,564.0,619.0,342.0,991.0,3330.0,OKT,2022
UD Gornja Radgona,64.0,28.0,93.0,89.0,49.0,157.0,480.0,OKT,2022
UD Lendava,108.0,73.0,107.0,144.0,90.0,288.0,810.0,OKT,2022
UD Ljutomer,53.0,38.0,64.0,63.0,43.0,129.0,390.0,OKT,2022
UD Murska Sobota,278.0,172.0,300.0,323.0,160.0,417.0,1650.0,OKT,2022
OS Nova Gorica,161.0,164.0,335.0,399.0,188.0,646.0,1893.0,OKT,2022
UD Ajdovščina,35.0,39.0,83.0,112.0,55.0,183.0,507.0,OKT,2022
UD Idrija,20.0,17.0,38.0,37.0,12.0,51.0,175.0,OKT,2022
UD Nova Gorica,95.0,91.0,174.0,221.0,92.0,292.0,965.0,OKT,2022
UD Tolmin,11.0,17.0,40.0,29.0,29.0,120.0,246.0,OKT,2022
OS Novo mesto,403.0,298.0,606.0,560.0,246.0,800.0,2913.0,OKT,2022
UD Črnomelj,103.0,68.0,131.0,123.0,49.0,190.0,664.0,OKT,2022
UD Metlika,49.0,37.0,49.0,74.0,36.0,77.0,322.0,OKT,2022
UD Novo mesto,217.0,161.0,337.0,284.0,134.0,434.0,1567.0,OKT,2022
UD Trebnje,34.0,32.0,89.0,79.0,27.0,99.0,360.0,OKT,2022
OS Ptuj,259.0,222.0,331.0,362.0,224.0,623.0,2021.0,OKT,2022
UD Ormož,69.0,41.0,59.0,64.0,46.0,138.0,417.0,OKT,2022
UD Ptuj,190.0,181.0,272.0,298.0,178.0,485.0,1604.0,OKT,2022
OS Sevnica,335.0,202.0,466.0,454.0,241.0,723.0,2421.0,OKT,2022
UD Brežice,101.0,63.0,142.0,148.0,86.0,282.0,822.0,OKT,2022
UD Krško,166.0,97.0,229.0,229.0,115.0,344.0,1180.0,OKT,2022
UD Sevnica,68.0,42.0,95.0,77.0,40.0,97.0,419.0,OKT,2022
OS Trbovlje,157.0,169.0,373.0,347.0,150.0,451.0,1647.0,OKT,2022
UD Hrastnik,31.0,31.0,68.0,57.0,39.0,86.0,312.0,OKT,2022
UD Litija,40.0,40.0,84.0,71.0,28.0,101.0,364.0,OKT,2022
UD Trbovlje,56.0,61.0,132.0,152.0,57.0,171.0,629.0,OKT,2022
UD Zagorje,30.0,37.0,89.0,67.0,26.0,93.0,342.0,OKT,2022
OS Velenje,379.0,359.0,593.0,571.0,299.0,1134.0,3335.0,OKT,2022
UD Dravograd,19.0,19.0,32.0,25.0,15.0,57.0,167.0,OKT,2022
UD Mozirje,58.0,44.0,91.0,74.0,29.0,117.0,413.0,OKT,2022
UD Radlje ob Dravi,36.0,38.0,65.0,77.0,51.0,130.0,397.0,OKT,2022
UD Ravne na Koroškem,68.0,76.0,104.0,85.0,49.0,152.0,534.0,OKT,2022
UD Slovenj Gradec,70.0,65.0,74.0,87.0,55.0,195.0,546.0,OKT,2022
UD Velenje,128.0,117.0,227.0,223.0,100.0,483.0,1278.0,OKT,2022
OS Celje,580.0,540.0,1106.0,1209.0,643.0,1909.0,5987.0,NOV,2022
UD Celje,195.0,188.0,390.0,400.0,176.0,476.0,1825.0,NOV,2022
UD Laško,33.0,30.0,85.0,76.0,44.0,143.0,411.0,NOV,2022
UD Slovenske Konjice,83.0,84.0,136.0,165.0,86.0,324.0,878.0,NOV,2022
UD Šentjur,66.0,62.0,118.0,141.0,71.0,201.0,659.0,NOV,2022
UD Šmarje pri Jelšah,99.0,95.0,178.0,213.0,160.0,414.0,1159.0,NOV,2022
UD Žalec,104.0,81.0,199.0,214.0,106.0,351.0,1055.0,NOV,2022
OS Koper,306.0,340.0,778.0,871.0,369.0,999.0,3663.0,NOV,2022
UD Ilirska Bistrica,18.0,20.0,40.0,53.0,25.0,71.0,227.0,NOV,2022
UD Izola,25.0,39.0,86.0,85.0,28.0,97.0,360.0,NOV,2022
UD Koper,130.0,152.0,366.0,367.0,164.0,419.0,1598.0,NOV,2022
UD Piran,41.0,45.0,106.0,156.0,56.0,159.0,563.0,NOV,2022
UD Postojna,53.0,42.0,86.0,100.0,53.0,124.0,458.0,NOV,2022
UD Sežana,39.0,42.0,94.0,110.0,43.0,129.0,457.0,NOV,2022
OS Kranj,303.0,353.0,664.0,644.0,254.0,963.0,3181.0,NOV,2022
UD Jesenice,56.0,50.0,94.0,108.0,30.0,91.0,429.0,NOV,2022
UD Kranj,127.0,160.0,321.0,333.0,140.0,440.0,1521.0,NOV,2022
UD Radovljica,50.0,64.0,118.0,91.0,38.0,179.0,540.0,NOV,2022
UD Škofja Loka,42.0,52.0,88.0,75.0,28.0,180.0,465.0,NOV,2022
UD Tržič,28.0,27.0,43.0,37.0,18.0,73.0,226.0,NOV,2022
OS Ljubljana,1131.0,1660.0,3468.0,3427.0,1382.0,4013.0,15081.0,NOV,2022
UD Cerknica,25.0,33.0,51.0,54.0,14.0,74.0,251.0,NOV,2022
UD Domžale,102.0,119.0,281.0,274.0,142.0,351.0,1269.0,NOV,2022
UD Grosuplje,101.0,77.0,185.0,167.0,39.0,202.0,771.0,NOV,2022
UD Kamnik,62.0,55.0,125.0,132.0,68.0,203.0,645.0,NOV,2022
UD Kočevje,104.0,90.0,190.0,160.0,53.0,115.0,712.0,NOV,2022
UD Ljubljana,610.0,1166.0,2416.0,2437.0,982.0,2784.0,10395.0,NOV,2022
UD Logatec,37.0,26.0,58.0,59.0,24.0,77.0,281.0,NOV,2022
UD Ribnica,40.0,39.0,48.0,35.0,7.0,46.0,215.0,NOV,2022
UD Vrhnika,50.0,55.0,114.0,109.0,53.0,161.0,542.0,NOV,2022
OS Maribor,733.0,779.0,1411.0,1416.0,704.0,2003.0,7046.0,NOV,2022
UD Lenart,42.0,30.0,39.0,39.0,23.0,86.0,259.0,NOV,2022
UD Maribor,515.0,591.0,1102.0,1091.0,546.0,1503.0,5348.0,NOV,2022
UD Pesnica,65.0,43.0,74.0,83.0,55.0,155.0,475.0,NOV,2022
UD Ruše,33.0,33.0,51.0,57.0,25.0,80.0,279.0,NOV,2022
UD Slovenska Bistrica,78.0,82.0,145.0,146.0,55.0,179.0,685.0,NOV,2022
OS Murska Sobota,496.0,331.0,579.0,642.0,360.0,1000.0,3408.0,NOV,2022
UD Gornja Radgona,60.0,34.0,97.0,92.0,47.0,162.0,492.0,NOV,2022
UD Lendava,112.0,77.0,110.0,148.0,105.0,287.0,839.0,NOV,2022
UD Ljutomer,54.0,39.0,64.0,71.0,41.0,130.0,399.0,NOV,2022
UD Murska Sobota,270.0,181.0,308.0,331.0,167.0,421.0,1678.0,NOV,2022
OS Nova Gorica,167.0,169.0,346.0,411.0,189.0,649.0,1931.0,NOV,2022
UD Ajdovščina,38.0,40.0,83.0,109.0,52.0,187.0,509.0,NOV,2022
UD Idrija,18.0,18.0,41.0,41.0,14.0,52.0,184.0,NOV,2022
UD Nova Gorica,100.0,96.0,180.0,224.0,97.0,289.0,986.0,NOV,2022
UD Tolmin,11.0,15.0,42.0,37.0,26.0,121.0,252.0,NOV,2022
OS Novo mesto,386.0,307.0,589.0,560.0,240.0,766.0,2848.0,NOV,2022
UD Črnomelj,97.0,75.0,133.0,124.0,47.0,180.0,656.0,NOV,2022
UD Metlika,50.0,40.0,49.0,77.0,37.0,75.0,328.0,NOV,2022
UD Novo mesto,206.0,160.0,325.0,280.0,132.0,417.0,1520.0,NOV,2022
UD Trebnje,33.0,32.0,82.0,79.0,24.0,94.0,344.0,NOV,2022
OS Ptuj,264.0,202.0,360.0,373.0,226.0,626.0,2051.0,NOV,2022
UD Ormož,72.0,40.0,70.0,74.0,45.0,140.0,441.0,NOV,2022
UD Ptuj,192.0,162.0,290.0,299.0,181.0,486.0,1610.0,NOV,2022
OS Sevnica,324.0,206.0,477.0,468.0,249.0,716.0,2440.0,NOV,2022
UD Brežice,99.0,68.0,153.0,155.0,87.0,282.0,844.0,NOV,2022
UD Krško,163.0,103.0,240.0,235.0,123.0,344.0,1208.0,NOV,2022
UD Sevnica,62.0,35.0,84.0,78.0,39.0,90.0,388.0,NOV,2022
OS Trbovlje,146.0,159.0,351.0,341.0,150.0,433.0,1580.0,NOV,2022
UD Hrastnik,26.0,30.0,65.0,58.0,39.0,86.0,304.0,NOV,2022
UD Litija,34.0,39.0,76.0,70.0,28.0,95.0,342.0,NOV,2022
UD Trbovlje,56.0,52.0,124.0,150.0,60.0,168.0,610.0,NOV,2022
UD Zagorje,30.0,38.0,86.0,63.0,23.0,84.0,324.0,NOV,2022
OS Velenje,376.0,325.0,611.0,581.0,294.0,1138.0,3325.0,NOV,2022
UD Dravograd,19.0,17.0,39.0,29.0,13.0,59.0,176.0,NOV,2022
UD Mozirje,49.0,46.0,90.0,79.0,26.0,120.0,410.0,NOV,2022
UD Radlje ob Dravi,37.0,33.0,66.0,75.0,54.0,130.0,395.0,NOV,2022
UD Ravne na Koroškem,70.0,65.0,109.0,88.0,46.0,156.0,534.0,NOV,2022
UD Slovenj Gradec,68.0,52.0,77.0,87.0,53.0,188.0,525.0,NOV,2022
UD Velenje,133.0,112.0,230.0,223.0,102.0,485.0,1285.0,NOV,2022
OS Celje,574.0,551.0,1132.0,1232.0,674.0,1921.0,6084.0,DEC,2022
UD Celje,190.0,190.0,397.0,411.0,184.0,482.0,1854.0,DEC,2022
UD Laško,33.0,30.0,95.0,74.0,45.0,139.0,416.0,DEC,2022
UD Slovenske Konjice,88.0,85.0,140.0,169.0,93.0,324.0,899.0,DEC,2022
UD Šentjur,67.0,65.0,116.0,145.0,73.0,202.0,668.0,DEC,2022
UD Šmarje pri Jelšah,103.0,94.0,183.0,215.0,164.0,419.0,1178.0,DEC,2022
UD Žalec,93.0,87.0,201.0,218.0,115.0,355.0,1069.0,DEC,2022
OS Koper,287.0,341.0,805.0,919.0,391.0,1007.0,3750.0,DEC,2022
UD Ilirska Bistrica,18.0,19.0,44.0,59.0,25.0,73.0,238.0,DEC,2022
UD Izola,27.0,40.0,95.0,94.0,34.0,100.0,390.0,DEC,2022
UD Koper,125.0,153.0,366.0,371.0,172.0,426.0,1613.0,DEC,2022
UD Piran,36.0,47.0,113.0,175.0,60.0,159.0,590.0,DEC,2022
UD Postojna,47.0,40.0,93.0,107.0,52.0,123.0,462.0,DEC,2022
UD Sežana,34.0,42.0,94.0,113.0,48.0,126.0,457.0,DEC,2022
OS Kranj,297.0,384.0,722.0,668.0,264.0,956.0,3291.0,DEC,2022
UD Jesenice,56.0,53.0,92.0,115.0,35.0,86.0,437.0,DEC,2022
UD Kranj,125.0,176.0,361.0,338.0,151.0,448.0,1599.0,DEC,2022
UD Radovljica,50.0,68.0,122.0,102.0,37.0,176.0,555.0,DEC,2022
UD Škofja Loka,39.0,61.0,101.0,79.0,23.0,175.0,478.0,DEC,2022
UD Tržič,27.0,26.0,46.0,34.0,18.0,71.0,222.0,DEC,2022
OS Ljubljana,1092.0,1632.0,3457.0,3437.0,1384.0,4000.0,15002.0,DEC,2022
UD Cerknica,25.0,34.0,47.0,56.0,17.0,74.0,253.0,DEC,2022
UD Domžale,92.0,111.0,283.0,279.0,142.0,353.0,1260.0,DEC,2022
UD Grosuplje,98.0,79.0,185.0,178.0,44.0,200.0,784.0,DEC,2022
UD Kamnik,64.0,58.0,125.0,127.0,67.0,199.0,640.0,DEC,2022
UD Kočevje,104.0,89.0,193.0,152.0,48.0,113.0,699.0,DEC,2022
UD Ljubljana,581.0,1141.0,2403.0,2440.0,981.0,2796.0,10342.0,DEC,2022
UD Logatec,37.0,27.0,59.0,58.0,23.0,68.0,272.0,DEC,2022
UD Ribnica,44.0,39.0,46.0,35.0,7.0,41.0,212.0,DEC,2022
UD Vrhnika,47.0,54.0,116.0,112.0,55.0,156.0,540.0,DEC,2022
OS Maribor,719.0,783.0,1481.0,1469.0,732.0,2008.0,7192.0,DEC,2022
UD Lenart,40.0,40.0,48.0,41.0,33.0,87.0,289.0,DEC,2022
UD Maribor,514.0,582.0,1144.0,1130.0,553.0,1501.0,5424.0,DEC,2022
UD Pesnica,62.0,42.0,78.0,96.0,60.0,160.0,498.0,DEC,2022
UD Ruše,30.0,33.0,52.0,52.0,24.0,77.0,268.0,DEC,2022
UD Slovenska Bistrica,73.0,86.0,159.0,150.0,62.0,183.0,713.0,DEC,2022
OS Murska Sobota,499.0,330.0,614.0,712.0,399.0,1040.0,3594.0,DEC,2022
UD Gornja Radgona,61.0,36.0,102.0,115.0,51.0,157.0,522.0,DEC,2022
UD Lendava,109.0,79.0,117.0,153.0,106.0,289.0,853.0,DEC,2022
UD Ljutomer,63.0,41.0,69.0,73.0,48.0,135.0,429.0,DEC,2022
UD Murska Sobota,266.0,174.0,326.0,371.0,194.0,459.0,1790.0,DEC,2022
OS Nova Gorica,153.0,167.0,368.0,419.0,197.0,627.0,1931.0,DEC,2022
UD Ajdovščina,36.0,39.0,92.0,114.0,54.0,184.0,519.0,DEC,2022
UD Idrija,17.0,17.0,38.0,38.0,15.0,49.0,174.0,DEC,2022
UD Nova Gorica,87.0,97.0,198.0,226.0,99.0,278.0,985.0,DEC,2022
UD Tolmin,13.0,14.0,40.0,41.0,29.0,116.0,253.0,DEC,2022
OS Novo mesto,375.0,295.0,588.0,567.0,246.0,766.0,2837.0,DEC,2022
UD Črnomelj,103.0,73.0,133.0,129.0,45.0,179.0,662.0,DEC,2022
UD Metlika,47.0,46.0,53.0,72.0,34.0,74.0,326.0,DEC,2022
UD Novo mesto,198.0,143.0,324.0,279.0,135.0,413.0,1492.0,DEC,2022
UD Trebnje,27.0,33.0,78.0,87.0,32.0,100.0,357.0,DEC,2022
OS Ptuj,240.0,194.0,372.0,379.0,231.0,637.0,2053.0,DEC,2022
UD Ormož,67.0,42.0,77.0,74.0,45.0,132.0,437.0,DEC,2022
UD Ptuj,173.0,152.0,295.0,305.0,186.0,505.0,1616.0,DEC,2022
OS Sevnica,299.0,202.0,480.0,489.0,254.0,726.0,2450.0,DEC,2022
UD Brežice,87.0,65.0,159.0,167.0,91.0,286.0,855.0,DEC,2022
UD Krško,155.0,102.0,240.0,244.0,123.0,354.0,1218.0,DEC,2022
UD Sevnica,57.0,35.0,81.0,78.0,40.0,86.0,377.0,DEC,2022
OS Trbovlje,142.0,156.0,346.0,348.0,152.0,415.0,1559.0,DEC,2022
UD Hrastnik,24.0,29.0,67.0,63.0,37.0,82.0,302.0,DEC,2022
UD Litija,31.0,39.0,72.0,74.0,30.0,91.0,337.0,DEC,2022
UD Trbovlje,57.0,53.0,125.0,149.0,61.0,164.0,609.0,DEC,2022
UD Zagorje,30.0,35.0,82.0,62.0,24.0,78.0,311.0,DEC,2022
OS Velenje,380.0,337.0,625.0,646.0,318.0,1132.0,3438.0,DEC,2022
UD Dravograd,18.0,18.0,41.0,36.0,16.0,57.0,186.0,DEC,2022
UD Mozirje,52.0,45.0,94.0,84.0,28.0,119.0,422.0,DEC,2022
UD Radlje ob Dravi,40.0,34.0,68.0,89.0,59.0,130.0,420.0,DEC,2022
UD Ravne na Koroškem,67.0,67.0,103.0,99.0,47.0,153.0,536.0,DEC,2022
UD Slovenj Gradec,65.0,55.0,82.0,92.0,56.0,189.0,539.0,DEC,2022
UD Velenje,138.0,118.0,237.0,246.0,112.0,484.0,1335.0,DEC,2022
OS Celje,583.0,564.0,1197.0,1317.0,706.0,1958.0,6325.0,JAN,2023
UD Celje,190.0,210.0,426.0,465.0,199.0,503.0,1993.0,JAN,2023
UD Laško,30.0,33.0,85.0,76.0,48.0,142.0,414.0,JAN,2023
UD Slovenske Konjice,89.0,81.0,153.0,169.0,91.0,329.0,912.0,JAN,2023
UD Šentjur,67.0,59.0,121.0,147.0,75.0,195.0,664.0,JAN,2023
UD Šmarje pri Jelšah,111.0,87.0,197.0,234.0,167.0,424.0,1220.0,JAN,2023
UD Žalec,96.0,94.0,215.0,226.0,126.0,365.0,1122.0,JAN,2023
OS Koper,298.0,360.0,845.0,1006.0,391.0,1035.0,3935.0,JAN,2023
UD Ilirska Bistrica,16.0,15.0,49.0,58.0,25.0,71.0,234.0,JAN,2023
UD Izola,25.0,47.0,85.0,101.0,40.0,108.0,406.0,JAN,2023
