Urad za delo,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 ali več,Skupaj,month,year
UD Kočevje,113.0,105.0,229.0,193.0,80.0,226.0,946.0,MAJ,2021
UD Ljubljana,913.0,1671.0,3864.0,3573.0,1484.0,4001.0,15506.0,MAJ,2021
UD Logatec,24.0,36.0,71.0,66.0,38.0,84.0,319.0,MAJ,2021
UD Ribnica,55.0,52.0,77.0,42.0,16.0,58.0,300.0,MAJ,2021
UD Vrhnika,66.0,76.0,183.0,189.0,65.0,217.0,796.0,MAJ,2021
OS Maribor,1016.0,1179.0,2268.0,2151.0,1082.0,2637.0,10333.0,MAJ,2021
UD Lenart,55.0,52.0,84.0,59.0,40.0,99.0,389.0,MAJ,2021
UD Maribor,715.0,872.0,1697.0,1593.0,797.0,1937.0,7611.0,MAJ,2021
UD Pesnica,70.0,73.0,134.0,140.0,74.0,183.0,674.0,MAJ,2021
UD Ruše,57.0,58.0,119.0,134.0,58.0,139.0,565.0,MAJ,2021
UD Slovenska Bistrica,119.0,124.0,234.0,225.0,113.0,279.0,1094.0,MAJ,2021
OS Murska Sobota,584.0,465.0,854.0,969.0,573.0,1347.0,4792.0,MAJ,2021
UD Gornja Radgona,64.0,56.0,139.0,134.0,84.0,202.0,679.0,MAJ,2021
UD Lendava,105.0,97.0,174.0,223.0,142.0,359.0,1100.0,MAJ,2021
UD Ljutomer,61.0,60.0,88.0,105.0,62.0,173.0,549.0,MAJ,2021
UD Murska Sobota,354.0,252.0,453.0,507.0,285.0,613.0,2464.0,MAJ,2021
OS Nova Gorica,188.0,294.0,627.0,621.0,320.0,952.0,3002.0,MAJ,2021
UD Ajdovščina,42.0,60.0,121.0,135.0,75.0,220.0,653.0,MAJ,2021
UD Idrija,26.0,37.0,58.0,69.0,35.0,69.0,294.0,MAJ,2021
UD Nova Gorica,103.0,177.0,372.0,373.0,163.0,488.0,1676.0,MAJ,2021
UD Tolmin,17.0,20.0,76.0,44.0,47.0,175.0,379.0,MAJ,2021
OS Novo mesto,372.0,318.0,773.0,691.0,333.0,1053.0,3540.0,MAJ,2021
UD Črnomelj,108.0,65.0,155.0,137.0,76.0,293.0,834.0,MAJ,2021
UD Metlika,60.0,35.0,72.0,88.0,49.0,104.0,408.0,MAJ,2021
UD Novo mesto,167.0,167.0,444.0,359.0,166.0,502.0,1805.0,MAJ,2021
UD Trebnje,37.0,51.0,102.0,107.0,42.0,154.0,493.0,MAJ,2021
OS Ptuj,312.0,346.0,562.0,538.0,387.0,727.0,2872.0,MAJ,2021
UD Ormož,72.0,63.0,107.0,91.0,64.0,134.0,531.0,MAJ,2021
UD Ptuj,240.0,283.0,455.0,447.0,323.0,593.0,2341.0,MAJ,2021
OS Sevnica,324.0,297.0,604.0,595.0,360.0,1026.0,3206.0,MAJ,2021
UD Brežice,102.0,100.0,182.0,213.0,115.0,367.0,1079.0,MAJ,2021
UD Krško,177.0,136.0,297.0,256.0,157.0,426.0,1449.0,MAJ,2021
UD Sevnica,45.0,61.0,125.0,126.0,88.0,233.0,678.0,MAJ,2021
OS Trbovlje,184.0,188.0,534.0,525.0,236.0,649.0,2316.0,MAJ,2021
UD Hrastnik,38.0,39.0,92.0,94.0,51.0,116.0,430.0,MAJ,2021
UD Litija,58.0,40.0,127.0,114.0,49.0,155.0,543.0,MAJ,2021
UD Trbovlje,58.0,65.0,215.0,210.0,90.0,233.0,871.0,MAJ,2021
UD Zagorje,30.0,44.0,100.0,107.0,46.0,145.0,472.0,MAJ,2021
OS Velenje,342.0,408.0,816.0,739.0,424.0,1420.0,4149.0,MAJ,2021
UD Dravograd,18.0,17.0,45.0,39.0,27.0,84.0,230.0,MAJ,2021
UD Mozirje,24.0,46.0,87.0,71.0,36.0,133.0,397.0,MAJ,2021
UD Radlje ob Dravi,56.0,42.0,91.0,114.0,82.0,149.0,534.0,MAJ,2021
UD Ravne na Koroškem,78.0,82.0,131.0,97.0,73.0,218.0,679.0,MAJ,2021
UD Slovenj Gradec,53.0,62.0,110.0,129.0,61.0,190.0,605.0,MAJ,2021
UD Velenje,113.0,159.0,352.0,289.0,145.0,646.0,1704.0,MAJ,2021
OS Celje,588.0,712.0,1587.0,1585.0,850.0,2383.0,7705.0,JUN,2021
UD Celje,191.0,263.0,576.0,554.0,247.0,658.0,2489.0,JUN,2021
UD Laško,31.0,34.0,111.0,103.0,56.0,182.0,517.0,JUN,2021
UD Slovenske Konjice,89.0,105.0,214.0,206.0,127.0,388.0,1129.0,JUN,2021
UD Šentjur,54.0,72.0,135.0,160.0,79.0,217.0,717.0,JUN,2021
UD Šmarje pri Jelšah,110.0,108.0,270.0,277.0,215.0,487.0,1467.0,JUN,2021
UD Žalec,113.0,130.0,281.0,285.0,126.0,451.0,1386.0,JUN,2021
OS Koper,320.0,451.0,1119.0,1156.0,549.0,1449.0,5044.0,JUN,2021
UD Ilirska Bistrica,18.0,24.0,60.0,77.0,38.0,107.0,324.0,JUN,2021
UD Izola,34.0,62.0,119.0,125.0,55.0,144.0,539.0,JUN,2021
UD Koper,140.0,166.0,502.0,454.0,220.0,562.0,2044.0,JUN,2021
UD Piran,36.0,59.0,153.0,195.0,89.0,194.0,726.0,JUN,2021
UD Postojna,57.0,71.0,140.0,140.0,61.0,216.0,685.0,JUN,2021
UD Sežana,35.0,69.0,145.0,165.0,86.0,226.0,726.0,JUN,2021
OS Kranj,395.0,507.0,1073.0,1000.0,418.0,1352.0,4745.0,JUN,2021
UD Jesenice,80.0,83.0,187.0,172.0,60.0,168.0,750.0,JUN,2021
UD Kranj,156.0,233.0,489.0,454.0,181.0,642.0,2155.0,JUN,2021
UD Radovljica,60.0,93.0,186.0,174.0,90.0,241.0,844.0,JUN,2021
UD Škofja Loka,67.0,73.0,140.0,141.0,64.0,232.0,717.0,JUN,2021
UD Tržič,32.0,25.0,71.0,59.0,23.0,69.0,279.0,JUN,2021
OS Ljubljana,1465.0,2232.0,5197.0,4760.0,2056.0,5579.0,21289.0,JUN,2021
UD Cerknica,28.0,24.0,73.0,49.0,26.0,115.0,315.0,JUN,2021
UD Domžale,124.0,159.0,397.0,360.0,201.0,418.0,1659.0,JUN,2021
UD Grosuplje,148.0,125.0,254.0,239.0,81.0,254.0,1101.0,JUN,2021
UD Kamnik,64.0,86.0,217.0,176.0,98.0,291.0,932.0,JUN,2021
UD Kočevje,107.0,98.0,221.0,177.0,81.0,223.0,907.0,JUN,2021
UD Ljubljana,865.0,1582.0,3721.0,3477.0,1449.0,3925.0,15019.0,JUN,2021
UD Logatec,18.0,36.0,71.0,58.0,36.0,84.0,303.0,JUN,2021
UD Ribnica,52.0,51.0,78.0,40.0,17.0,54.0,292.0,JUN,2021
UD Vrhnika,59.0,71.0,165.0,184.0,67.0,215.0,761.0,JUN,2021
OS Maribor,919.0,1113.0,2142.0,2048.0,1030.0,2570.0,9822.0,JUN,2021
UD Lenart,50.0,44.0,72.0,56.0,27.0,100.0,349.0,JUN,2021
UD Maribor,650.0,829.0,1607.0,1516.0,764.0,1891.0,7257.0,JUN,2021
UD Pesnica,57.0,67.0,125.0,131.0,70.0,179.0,629.0,JUN,2021
UD Ruše,55.0,60.0,115.0,130.0,59.0,136.0,555.0,JUN,2021
UD Slovenska Bistrica,107.0,113.0,223.0,215.0,110.0,264.0,1032.0,JUN,2021
OS Murska Sobota,490.0,435.0,785.0,881.0,528.0,1314.0,4433.0,JUN,2021
UD Gornja Radgona,48.0,55.0,131.0,123.0,74.0,192.0,623.0,JUN,2021
UD Lendava,85.0,83.0,166.0,209.0,136.0,355.0,1034.0,JUN,2021
UD Ljutomer,56.0,50.0,79.0,88.0,59.0,169.0,501.0,JUN,2021
UD Murska Sobota,301.0,247.0,409.0,461.0,259.0,598.0,2275.0,JUN,2021
OS Nova Gorica,161.0,251.0,560.0,580.0,286.0,940.0,2778.0,JUN,2021
UD Ajdovščina,33.0,53.0,111.0,127.0,70.0,220.0,614.0,JUN,2021
UD Idrija,25.0,33.0,59.0,61.0,29.0,69.0,276.0,JUN,2021
UD Nova Gorica,91.0,147.0,336.0,356.0,147.0,486.0,1563.0,JUN,2021
UD Tolmin,12.0,18.0,54.0,36.0,40.0,165.0,325.0,JUN,2021
OS Novo mesto,356.0,304.0,716.0,661.0,315.0,1017.0,3369.0,JUN,2021
UD Črnomelj,102.0,62.0,146.0,136.0,72.0,275.0,793.0,JUN,2021
UD Metlika,61.0,34.0,66.0,87.0,44.0,97.0,389.0,JUN,2021
UD Novo mesto,158.0,158.0,413.0,340.0,162.0,492.0,1723.0,JUN,2021
UD Trebnje,35.0,50.0,91.0,98.0,37.0,153.0,464.0,JUN,2021
OS Ptuj,280.0,302.0,528.0,502.0,348.0,712.0,2672.0,JUN,2021
UD Ormož,67.0,58.0,95.0,83.0,54.0,134.0,491.0,JUN,2021
UD Ptuj,213.0,244.0,433.0,419.0,294.0,578.0,2181.0,JUN,2021
OS Sevnica,295.0,273.0,568.0,573.0,337.0,1016.0,3062.0,JUN,2021
UD Brežice,81.0,94.0,165.0,201.0,111.0,362.0,1014.0,JUN,2021
UD Krško,166.0,127.0,285.0,248.0,148.0,422.0,1396.0,JUN,2021
UD Sevnica,48.0,52.0,118.0,124.0,78.0,232.0,652.0,JUN,2021
OS Trbovlje,174.0,187.0,511.0,490.0,225.0,641.0,2228.0,JUN,2021
UD Hrastnik,34.0,36.0,90.0,88.0,49.0,118.0,415.0,JUN,2021
UD Litija,51.0,43.0,120.0,107.0,47.0,152.0,520.0,JUN,2021
UD Trbovlje,60.0,63.0,206.0,194.0,85.0,231.0,839.0,JUN,2021
UD Zagorje,29.0,45.0,95.0,101.0,44.0,140.0,454.0,JUN,2021
OS Velenje,327.0,373.0,763.0,689.0,403.0,1392.0,3947.0,JUN,2021
UD Dravograd,18.0,18.0,47.0,37.0,24.0,76.0,220.0,JUN,2021
UD Mozirje,20.0,45.0,86.0,62.0,31.0,134.0,378.0,JUN,2021
UD Radlje ob Dravi,52.0,40.0,85.0,108.0,78.0,149.0,512.0,JUN,2021
UD Ravne na Koroškem,75.0,74.0,120.0,107.0,70.0,206.0,652.0,JUN,2021
UD Slovenj Gradec,47.0,55.0,98.0,111.0,59.0,192.0,562.0,JUN,2021
UD Velenje,115.0,141.0,327.0,264.0,141.0,635.0,1623.0,JUN,2021
OS Celje,552.0,710.0,1598.0,1612.0,854.0,2342.0,7668.0,JUL,2021
UD Celje,185.0,258.0,578.0,556.0,252.0,631.0,2460.0,JUL,2021
UD Laško,26.0,38.0,104.0,108.0,59.0,183.0,518.0,JUL,2021
UD Slovenske Konjice,85.0,101.0,219.0,213.0,122.0,389.0,1129.0,JUL,2021
UD Šentjur,52.0,70.0,138.0,168.0,83.0,216.0,727.0,JUL,2021
UD Šmarje pri Jelšah,99.0,109.0,279.0,274.0,209.0,485.0,1455.0,JUL,2021
UD Žalec,105.0,134.0,280.0,293.0,129.0,438.0,1379.0,JUL,2021
OS Koper,287.0,440.0,1074.0,1122.0,515.0,1423.0,4861.0,JUL,2021
UD Ilirska Bistrica,14.0,25.0,59.0,79.0,34.0,105.0,316.0,JUL,2021
UD Izola,30.0,54.0,117.0,115.0,52.0,135.0,503.0,JUL,2021
UD Koper,128.0,167.0,482.0,452.0,207.0,555.0,1991.0,JUL,2021
UD Piran,34.0,52.0,141.0,188.0,78.0,190.0,683.0,JUL,2021
UD Postojna,51.0,69.0,133.0,131.0,60.0,212.0,656.0,JUL,2021
UD Sežana,30.0,73.0,142.0,157.0,84.0,226.0,712.0,JUL,2021
OS Kranj,353.0,510.0,1091.0,1007.0,423.0,1319.0,4703.0,JUL,2021
UD Jesenice,71.0,75.0,183.0,169.0,56.0,163.0,717.0,JUL,2021
UD Kranj,142.0,234.0,516.0,463.0,194.0,637.0,2186.0,JUL,2021
UD Radovljica,50.0,81.0,172.0,164.0,83.0,234.0,784.0,JUL,2021
UD Škofja Loka,60.0,89.0,152.0,148.0,64.0,219.0,732.0,JUL,2021
UD Tržič,30.0,31.0,68.0,63.0,26.0,66.0,284.0,JUL,2021
OS Ljubljana,1385.0,2211.0,5120.0,4729.0,2027.0,5573.0,21045.0,JUL,2021
UD Cerknica,25.0,28.0,69.0,52.0,25.0,111.0,310.0,JUL,2021
UD Domžale,123.0,157.0,392.0,368.0,202.0,420.0,1662.0,JUL,2021
UD Grosuplje,134.0,131.0,263.0,239.0,75.0,244.0,1086.0,JUL,2021
UD Kamnik,57.0,81.0,221.0,179.0,91.0,287.0,916.0,JUL,2021
UD Kočevje,110.0,98.0,210.0,183.0,78.0,223.0,902.0,JUL,2021
UD Ljubljana,813.0,1565.0,3649.0,3416.0,1430.0,3934.0,14807.0,JUL,2021
UD Logatec,17.0,31.0,67.0,59.0,34.0,85.0,293.0,JUL,2021
UD Ribnica,49.0,49.0,76.0,46.0,18.0,58.0,296.0,JUL,2021
UD Vrhnika,57.0,71.0,173.0,187.0,74.0,211.0,773.0,JUL,2021
OS Maribor,842.0,1059.0,2156.0,2053.0,1029.0,2571.0,9710.0,JUL,2021
UD Lenart,39.0,43.0,73.0,53.0,28.0,86.0,322.0,JUL,2021
UD Maribor,599.0,798.0,1613.0,1494.0,762.0,1911.0,7177.0,JUL,2021
UD Pesnica,55.0,62.0,116.0,138.0,66.0,175.0,612.0,JUL,2021
UD Ruše,51.0,51.0,113.0,131.0,60.0,134.0,540.0,JUL,2021
UD Slovenska Bistrica,98.0,105.0,241.0,237.0,113.0,265.0,1059.0,JUL,2021
OS Murska Sobota,458.0,419.0,803.0,892.0,548.0,1306.0,4426.0,JUL,2021
UD Gornja Radgona,43.0,49.0,133.0,144.0,93.0,204.0,666.0,JUL,2021
UD Lendava,80.0,84.0,168.0,194.0,129.0,344.0,999.0,JUL,2021
