Urad za delo,1+2 - OŠ ali manj,"3+4 - nižje, srednje poklicno izobr.","5 - srednje tehniško, strokovno, splošno izobr.","6+7+8 - visokošolsko izobr. prve, druge, tretje stopnje",Skupaj,month,year
UD Črnomelj,384.0,163.0,106.0,42.0,695.0,MAJ,2022
UD Metlika,172.0,77.0,67.0,18.0,334.0,MAJ,2022
UD Novo mesto,748.0,331.0,306.0,211.0,1596.0,MAJ,2022
UD Trebnje,190.0,67.0,67.0,52.0,376.0,MAJ,2022
OS Ptuj,525.0,689.0,648.0,282.0,2144.0,MAJ,2022
UD Ormož,117.0,175.0,128.0,40.0,460.0,MAJ,2022
UD Ptuj,408.0,514.0,520.0,242.0,1684.0,MAJ,2022
OS Sevnica,977.0,733.0,529.0,258.0,2497.0,MAJ,2022
UD Brežice,247.0,275.0,224.0,105.0,851.0,MAJ,2022
UD Krško,581.0,313.0,206.0,89.0,1189.0,MAJ,2022
UD Sevnica,149.0,145.0,99.0,64.0,457.0,MAJ,2022
OS Trbovlje,660.0,529.0,452.0,215.0,1856.0,MAJ,2022
UD Hrastnik,126.0,102.0,82.0,32.0,342.0,MAJ,2022
UD Litija,161.0,123.0,93.0,49.0,426.0,MAJ,2022
UD Trbovlje,251.0,200.0,171.0,84.0,706.0,MAJ,2022
UD Zagorje,122.0,104.0,106.0,50.0,382.0,MAJ,2022
OS Velenje,974.0,1020.0,910.0,496.0,3400.0,MAJ,2022
UD Dravograd,41.0,50.0,52.0,30.0,173.0,MAJ,2022
UD Mozirje,103.0,105.0,109.0,46.0,363.0,MAJ,2022
UD Radlje ob Dravi,100.0,154.0,117.0,47.0,418.0,MAJ,2022
UD Ravne na Koroškem,121.0,170.0,161.0,87.0,539.0,MAJ,2022
UD Slovenj Gradec,160.0,206.0,117.0,87.0,570.0,MAJ,2022
UD Velenje,449.0,335.0,354.0,199.0,1337.0,MAJ,2022
OS Celje,1692.0,1720.0,1611.0,985.0,6008.0,JUN,2022
UD Celje,476.0,486.0,536.0,379.0,1877.0,JUN,2022
UD Laško,140.0,120.0,110.0,53.0,423.0,JUN,2022
UD Slovenske Konjice,253.0,287.0,225.0,111.0,876.0,JUN,2022
UD Šentjur,153.0,198.0,152.0,109.0,612.0,JUN,2022
