Urad za delo,Moški,Ženske,Skupaj,month,year,moški,ženske
UD Radovljica,,,719.0,NOV,2021,389.0,330.0
UD Škofja Loka,,,638.0,NOV,2021,299.0,339.0
UD Tržič,,,251.0,NOV,2021,117.0,134.0
OS Ljubljana,,,19239.0,NOV,2021,9914.0,9325.0
UD Cerknica,,,299.0,NOV,2021,160.0,139.0
UD Domžale,,,1561.0,NOV,2021,797.0,764.0
UD Grosuplje,,,963.0,NOV,2021,476.0,487.0
UD Kamnik,,,826.0,NOV,2021,425.0,401.0
UD Kočevje,,,832.0,NOV,2021,399.0,433.0
UD Ljubljana,,,13510.0,NOV,2021,7033.0,6477.0
UD Logatec,,,281.0,NOV,2021,132.0,149.0
UD Ribnica,,,257.0,NOV,2021,121.0,136.0
UD Vrhnika,,,710.0,NOV,2021,371.0,339.0
OS Maribor,,,9033.0,NOV,2021,4252.0,4781.0
UD Lenart,,,327.0,NOV,2021,151.0,176.0
UD Maribor,,,6669.0,NOV,2021,3172.0,3497.0
UD Pesnica,,,580.0,NOV,2021,253.0,327.0
UD Ruše,,,471.0,NOV,2021,220.0,251.0
UD Slovenska Bistrica,,,986.0,NOV,2021,456.0,530.0
OS Murska Sobota,,,4016.0,NOV,2021,1892.0,2124.0
UD Gornja Radgona,,,591.0,NOV,2021,265.0,326.0
UD Lendava,,,927.0,NOV,2021,435.0,492.0
UD Ljutomer,,,471.0,NOV,2021,183.0,288.0
UD Murska Sobota,,,2027.0,NOV,2021,1009.0,1018.0
OS Nova Gorica,,,2445.0,NOV,2021,1211.0,1234.0
UD Ajdovščina,,,553.0,NOV,2021,264.0,289.0
UD Idrija,,,210.0,NOV,2021,114.0,96.0
UD Nova Gorica,,,1394.0,NOV,2021,673.0,721.0
UD Tolmin,,,288.0,NOV,2021,160.0,128.0
OS Novo mesto,,,3204.0,NOV,2021,1616.0,1588.0
UD Črnomelj,,,763.0,NOV,2021,380.0,383.0
UD Metlika,,,371.0,NOV,2021,213.0,158.0
UD Novo mesto,,,1636.0,NOV,2021,809.0,827.0
UD Trebnje,,,434.0,NOV,2021,214.0,220.0
OS Ptuj,,,2660.0,NOV,2021,1106.0,1554.0
UD Ormož,,,649.0,NOV,2021,247.0,402.0
UD Ptuj,,,2011.0,NOV,2021,859.0,1152.0
OS Sevnica,,,2881.0,NOV,2021,1470.0,1411.0
UD Brežice,,,971.0,NOV,2021,511.0,460.0
UD Krško,,,1298.0,NOV,2021,662.0,636.0
UD Sevnica,,,612.0,NOV,2021,297.0,315.0
OS Trbovlje,,,2146.0,NOV,2021,1076.0,1070.0
UD Hrastnik,,,406.0,NOV,2021,196.0,210.0
UD Litija,,,471.0,NOV,2021,240.0,231.0
UD Trbovlje,,,779.0,NOV,2021,404.0,375.0
UD Zagorje,,,490.0,NOV,2021,236.0,254.0
OS Velenje,,,3842.0,NOV,2021,1701.0,2141.0
UD Dravograd,,,233.0,NOV,2021,108.0,125.0
UD Mozirje,,,382.0,NOV,2021,173.0,209.0
UD Radlje ob Dravi,,,495.0,NOV,2021,222.0,273.0
UD Ravne na Koroškem,,,616.0,NOV,2021,274.0,342.0
UD Slovenj Gradec,,,606.0,NOV,2021,282.0,324.0
UD Velenje,,,1510.0,NOV,2021,642.0,868.0
OS Celje,,,7118.0,DEC,2021,3491.0,3627.0
UD Celje,,,2232.0,DEC,2021,1090.0,1142.0
UD Laško,,,477.0,DEC,2021,239.0,238.0
UD Slovenske Konjice,,,1041.0,DEC,2021,524.0,517.0
UD Šentjur,,,708.0,DEC,2021,348.0,360.0
UD Šmarje pri Jelšah,,,1337.0,DEC,2021,637.0,700.0
UD Žalec,,,1323.0,DEC,2021,653.0,670.0
OS Koper,,,4583.0,DEC,2021,2269.0,2314.0
UD Ilirska Bistrica,,,278.0,DEC,2021,131.0,147.0
UD Izola,,,486.0,DEC,2021,239.0,247.0
UD Koper,,,1928.0,DEC,2021,932.0,996.0
UD Piran,,,732.0,DEC,2021,384.0,348.0
UD Postojna,,,553.0,DEC,2021,265.0,288.0
UD Sežana,,,606.0,DEC,2021,318.0,288.0
OS Kranj,,,4292.0,DEC,2021,2244.0,2048.0
UD Jesenice,,,657.0,DEC,2021,355.0,302.0
UD Kranj,,,2030.0,DEC,2021,1065.0,965.0
UD Radovljica,,,729.0,DEC,2021,403.0,326.0
UD Škofja Loka,,,616.0,DEC,2021,292.0,324.0
UD Tržič,,,260.0,DEC,2021,129.0,131.0
OS Ljubljana,,,19165.0,DEC,2021,10047.0,9118.0
UD Cerknica,,,301.0,DEC,2021,164.0,137.0
UD Domžale,,,1568.0,DEC,2021,816.0,752.0
UD Grosuplje,,,980.0,DEC,2021,508.0,472.0
UD Kamnik,,,833.0,DEC,2021,439.0,394.0
UD Kočevje,,,816.0,DEC,2021,393.0,423.0
UD Ljubljana,,,13431.0,DEC,2021,7099.0,6332.0
UD Logatec,,,280.0,DEC,2021,128.0,152.0
UD Ribnica,,,257.0,DEC,2021,127.0,130.0
UD Vrhnika,,,699.0,DEC,2021,373.0,326.0
OS Maribor,,,9235.0,DEC,2021,4473.0,4762.0
UD Lenart,,,364.0,DEC,2021,176.0,188.0
UD Maribor,,,6770.0,DEC,2021,3312.0,3458.0
UD Pesnica,,,626.0,DEC,2021,277.0,349.0
UD Ruše,,,472.0,DEC,2021,229.0,243.0
UD Slovenska Bistrica,,,1003.0,DEC,2021,479.0,524.0
OS Murska Sobota,,,4225.0,DEC,2021,2113.0,2112.0
UD Gornja Radgona,,,603.0,DEC,2021,277.0,326.0
UD Lendava,,,979.0,DEC,2021,476.0,503.0
UD Ljutomer,,,508.0,DEC,2021,225.0,283.0
UD Murska Sobota,,,2135.0,DEC,2021,1135.0,1000.0
OS Nova Gorica,,,2443.0,DEC,2021,1220.0,1223.0
UD Ajdovščina,,,559.0,DEC,2021,268.0,291.0
UD Idrija,,,210.0,DEC,2021,117.0,93.0
UD Nova Gorica,,,1376.0,DEC,2021,668.0,708.0
UD Tolmin,,,298.0,DEC,2021,167.0,131.0
OS Novo mesto,,,3176.0,DEC,2021,1614.0,1562.0
UD Črnomelj,,,754.0,DEC,2021,377.0,377.0
UD Metlika,,,373.0,DEC,2021,217.0,156.0
UD Novo mesto,,,1619.0,DEC,2021,807.0,812.0
UD Trebnje,,,430.0,DEC,2021,213.0,217.0
OS Ptuj,,,2692.0,DEC,2021,1155.0,1537.0
UD Ormož,,,644.0,DEC,2021,256.0,388.0
UD Ptuj,,,2048.0,DEC,2021,899.0,1149.0
OS Sevnica,,,2896.0,DEC,2021,1510.0,1386.0
UD Brežice,,,938.0,DEC,2021,506.0,432.0
UD Krško,,,1333.0,DEC,2021,690.0,643.0
UD Sevnica,,,625.0,DEC,2021,314.0,311.0
OS Trbovlje,,,2102.0,DEC,2021,1063.0,1039.0
UD Hrastnik,,,395.0,DEC,2021,194.0,201.0
UD Litija,,,484.0,DEC,2021,247.0,237.0
UD Trbovlje,,,768.0,DEC,2021,405.0,363.0
UD Zagorje,,,455.0,DEC,2021,217.0,238.0
OS Velenje,,,4042.0,DEC,2021,1809.0,2233.0
UD Dravograd,,,250.0,DEC,2021,110.0,140.0
UD Mozirje,,,383.0,DEC,2021,173.0,210.0
UD Radlje ob Dravi,,,521.0,DEC,2021,225.0,296.0
UD Ravne na Koroškem,,,694.0,DEC,2021,314.0,380.0
UD Slovenj Gradec,,,644.0,DEC,2021,294.0,350.0
UD Velenje,,,1550.0,DEC,2021,693.0,857.0
OS Celje,,,7350.0,JAN,2022,3634.0,3716.0
UD Celje,,,2334.0,JAN,2022,1156.0,1178.0
UD Laško,,,495.0,JAN,2022,242.0,253.0
UD Slovenske Konjice,,,1044.0,JAN,2022,518.0,526.0
UD Šentjur,,,728.0,JAN,2022,359.0,369.0
UD Šmarje pri Jelšah,,,1367.0,JAN,2022,663.0,704.0
UD Žalec,,,1382.0,JAN,2022,696.0,686.0
OS Koper,,,4735.0,JAN,2022,2305.0,2430.0
UD Ilirska Bistrica,,,286.0,JAN,2022,138.0,148.0
UD Izola,,,507.0,JAN,2022,256.0,251.0
UD Koper,,,1994.0,JAN,2022,950.0,1044.0
UD Piran,,,754.0,JAN,2022,386.0,368.0
UD Postojna,,,575.0,JAN,2022,267.0,308.0
UD Sežana,,,619.0,JAN,2022,308.0,311.0
OS Kranj,,,4372.0,JAN,2022,2328.0,2044.0
UD Jesenice,,,659.0,JAN,2022,362.0,297.0
UD Kranj,,,2075.0,JAN,2022,1122.0,953.0
UD Radovljica,,,745.0,JAN,2022,407.0,338.0
UD Škofja Loka,,,626.0,JAN,2022,302.0,324.0
UD Tržič,,,267.0,JAN,2022,135.0,132.0
OS Ljubljana,,,19590.0,JAN,2022,10329.0,9261.0
UD Cerknica,,,318.0,JAN,2022,177.0,141.0
UD Domžale,,,1601.0,JAN,2022,830.0,771.0
UD Grosuplje,,,999.0,JAN,2022,511.0,488.0
UD Kamnik,,,859.0,JAN,2022,454.0,405.0
UD Kočevje,,,900.0,JAN,2022,435.0,465.0
UD Ljubljana,,,13631.0,JAN,2022,7265.0,6366.0
UD Logatec,,,280.0,JAN,2022,127.0,153.0
UD Ribnica,,,274.0,JAN,2022,140.0,134.0
UD Vrhnika,,,728.0,JAN,2022,390.0,338.0
OS Maribor,,,9494.0,JAN,2022,4730.0,4764.0
UD Lenart,,,384.0,JAN,2022,208.0,176.0
UD Maribor,,,6932.0,JAN,2022,3457.0,3475.0
UD Pesnica,,,643.0,JAN,2022,303.0,340.0
UD Ruše,,,471.0,JAN,2022,232.0,239.0
UD Slovenska Bistrica,,,1064.0,JAN,2022,530.0,534.0
OS Murska Sobota,,,4615.0,JAN,2022,2328.0,2287.0
UD Gornja Radgona,,,637.0,JAN,2022,300.0,337.0
UD Lendava,,,1066.0,JAN,2022,524.0,542.0
UD Ljutomer,,,536.0,JAN,2022,238.0,298.0
UD Murska Sobota,,,2376.0,JAN,2022,1266.0,1110.0
OS Nova Gorica,,,2437.0,JAN,2022,1226.0,1211.0
UD Ajdovščina,,,550.0,JAN,2022,269.0,281.0
UD Idrija,,,211.0,JAN,2022,120.0,91.0
UD Nova Gorica,,,1372.0,JAN,2022,674.0,698.0
UD Tolmin,,,304.0,JAN,2022,163.0,141.0
OS Novo mesto,,,3311.0,JAN,2022,1707.0,1604.0
UD Črnomelj,,,766.0,JAN,2022,384.0,382.0
UD Metlika,,,367.0,JAN,2022,218.0,149.0
UD Novo mesto,,,1745.0,JAN,2022,891.0,854.0
UD Trebnje,,,433.0,JAN,2022,214.0,219.0
OS Ptuj,,,2706.0,JAN,2022,1208.0,1498.0
UD Ormož,,,640.0,JAN,2022,268.0,372.0
UD Ptuj,,,2066.0,JAN,2022,940.0,1126.0
OS Sevnica,,,2914.0,JAN,2022,1520.0,1394.0
UD Brežice,,,961.0,JAN,2022,525.0,436.0
UD Krško,,,1336.0,JAN,2022,685.0,651.0
UD Sevnica,,,617.0,JAN,2022,310.0,307.0
OS Trbovlje,,,2146.0,JAN,2022,1087.0,1059.0
UD Hrastnik,,,400.0,JAN,2022,194.0,206.0
UD Litija,,,486.0,JAN,2022,258.0,228.0
UD Trbovlje,,,789.0,JAN,2022,415.0,374.0
UD Zagorje,,,471.0,JAN,2022,220.0,251.0
OS Velenje,,,4164.0,JAN,2022,1924.0,2240.0
UD Dravograd,,,249.0,JAN,2022,121.0,128.0
UD Mozirje,,,407.0,JAN,2022,192.0,215.0
UD Radlje ob Dravi,,,539.0,JAN,2022,243.0,296.0
UD Ravne na Koroškem,,,682.0,JAN,2022,316.0,366.0
UD Slovenj Gradec,,,686.0,JAN,2022,341.0,345.0
UD Velenje,,,1601.0,JAN,2022,711.0,890.0
OS Celje,,,7043.0,FEB,2022,3435.0,3608.0
UD Celje,,,2209.0,FEB,2022,1091.0,1118.0
UD Laško,,,488.0,FEB,2022,238.0,250.0
UD Slovenske Konjice,,,995.0,FEB,2022,493.0,502.0
UD Šentjur,,,709.0,FEB,2022,341.0,368.0
UD Šmarje pri Jelšah,,,1332.0,FEB,2022,638.0,694.0
UD Žalec,,,1310.0,FEB,2022,634.0,676.0
OS Koper,,,4556.0,FEB,2022,2219.0,2337.0
UD Ilirska Bistrica,,,268.0,FEB,2022,129.0,139.0
UD Izola,,,473.0,FEB,2022,245.0,228.0
UD Koper,,,1938.0,FEB,2022,927.0,1011.0
UD Piran,,,723.0,FEB,2022,366.0,357.0
UD Postojna,,,566.0,FEB,2022,261.0,305.0
UD Sežana,,,588.0,FEB,2022,291.0,297.0
OS Kranj,,,4128.0,FEB,2022,2173.0,1955.0
UD Jesenice,,,611.0,FEB,2022,334.0,277.0
UD Kranj,,,1975.0,FEB,2022,1064.0,911.0
UD Radovljica,,,694.0,FEB,2022,373.0,321.0
UD Škofja Loka,,,583.0,FEB,2022,270.0,313.0
UD Tržič,,,265.0,FEB,2022,132.0,133.0
OS Ljubljana,,,18806.0,FEB,2022,9836.0,8970.0
UD Cerknica,,,301.0,FEB,2022,166.0,135.0
UD Domžale,,,1572.0,FEB,2022,809.0,763.0
UD Grosuplje,,,955.0,FEB,2022,486.0,469.0
UD Kamnik,,,820.0,FEB,2022,423.0,397.0
UD Kočevje,,,843.0,FEB,2022,417.0,426.0
UD Ljubljana,,,13080.0,FEB,2022,6893.0,6187.0
UD Logatec,,,271.0,FEB,2022,120.0,151.0
UD Ribnica,,,259.0,FEB,2022,136.0,123.0
UD Vrhnika,,,705.0,FEB,2022,386.0,319.0
OS Maribor,,,8994.0,FEB,2022,4411.0,4583.0
UD Lenart,,,327.0,FEB,2022,168.0,159.0
UD Maribor,,,6614.0,FEB,2022,3247.0,3367.0
UD Pesnica,,,595.0,FEB,2022,269.0,326.0
UD Ruše,,,426.0,FEB,2022,216.0,210.0
UD Slovenska Bistrica,,,1032.0,FEB,2022,511.0,521.0
OS Murska Sobota,,,4341.0,FEB,2022,2123.0,2218.0
UD Gornja Radgona,,,601.0,FEB,2022,291.0,310.0
UD Lendava,,,1023.0,FEB,2022,482.0,541.0
UD Ljutomer,,,495.0,FEB,2022,213.0,282.0
UD Murska Sobota,,,2222.0,FEB,2022,1137.0,1085.0
OS Nova Gorica,,,2367.0,FEB,2022,1195.0,1172.0
UD Ajdovščina,,,537.0,FEB,2022,260.0,277.0
UD Idrija,,,207.0,FEB,2022,122.0,85.0
UD Nova Gorica,,,1327.0,FEB,2022,663.0,664.0
UD Tolmin,,,296.0,FEB,2022,150.0,146.0
OS Novo mesto,,,3197.0,FEB,2022,1642.0,1555.0
UD Črnomelj,,,751.0,FEB,2022,374.0,377.0
UD Metlika,,,352.0,FEB,2022,204.0,148.0
UD Novo mesto,,,1683.0,FEB,2022,861.0,822.0
UD Trebnje,,,411.0,FEB,2022,203.0,208.0
OS Ptuj,,,2552.0,FEB,2022,1137.0,1415.0
UD Ormož,,,587.0,FEB,2022,238.0,349.0
UD Ptuj,,,1965.0,FEB,2022,899.0,1066.0
OS Sevnica,,,2811.0,FEB,2022,1437.0,1374.0
UD Brežice,,,921.0,FEB,2022,494.0,427.0
UD Krško,,,1302.0,FEB,2022,658.0,644.0
UD Sevnica,,,588.0,FEB,2022,285.0,303.0
OS Trbovlje,,,2083.0,FEB,2022,1070.0,1013.0
UD Hrastnik,,,389.0,FEB,2022,184.0,205.0
UD Litija,,,478.0,FEB,2022,258.0,220.0
UD Trbovlje,,,773.0,FEB,2022,415.0,358.0
UD Zagorje,,,443.0,FEB,2022,213.0,230.0
OS Velenje,,,3905.0,FEB,2022,1789.0,2116.0
UD Dravograd,,,224.0,FEB,2022,110.0,114.0
UD Mozirje,,,387.0,FEB,2022,179.0,208.0
UD Radlje ob Dravi,,,494.0,FEB,2022,219.0,275.0
UD Ravne na Koroškem,,,636.0,FEB,2022,296.0,340.0
UD Slovenj Gradec,,,625.0,FEB,2022,309.0,316.0
UD Velenje,,,1539.0,FEB,2022,676.0,863.0
OS Celje,,,6613.0,MAR,2022,3169.0,3444.0
UD Celje,,,2064.0,MAR,2022,1002.0,1062.0
UD Laško,,,453.0,MAR,2022,220.0,233.0
UD Slovenske Konjice,,,945.0,MAR,2022,456.0,489.0
UD Šentjur,,,665.0,MAR,2022,314.0,351.0
UD Šmarje pri Jelšah,,,1258.0,MAR,2022,594.0,664.0
UD Žalec,,,1228.0,MAR,2022,583.0,645.0
OS Koper,,,4305.0,MAR,2022,2108.0,2197.0
UD Ilirska Bistrica,,,256.0,MAR,2022,122.0,134.0
UD Izola,,,447.0,MAR,2022,235.0,212.0
UD Koper,,,1845.0,MAR,2022,886.0,959.0
UD Piran,,,675.0,MAR,2022,337.0,338.0
UD Postojna,,,523.0,MAR,2022,248.0,275.0
UD Sežana,,,559.0,MAR,2022,280.0,279.0
OS Kranj,,,3764.0,MAR,2022,1940.0,1824.0
UD Jesenice,,,532.0,MAR,2022,277.0,255.0
UD Kranj,,,1781.0,MAR,2022,935.0,846.0
UD Radovljica,,,652.0,MAR,2022,351.0,301.0
UD Škofja Loka,,,553.0,MAR,2022,257.0,296.0
UD Tržič,,,246.0,MAR,2022,120.0,126.0
OS Ljubljana,,,17712.0,MAR,2022,9219.0,8493.0
UD Cerknica,,,280.0,MAR,2022,155.0,125.0
UD Domžale,,,1496.0,MAR,2022,767.0,729.0
UD Grosuplje,,,897.0,MAR,2022,459.0,438.0
UD Kamnik,,,776.0,MAR,2022,403.0,373.0
UD Kočevje,,,765.0,MAR,2022,371.0,394.0
UD Ljubljana,,,12333.0,MAR,2022,6471.0,5862.0
UD Logatec,,,274.0,MAR,2022,119.0,155.0
UD Ribnica,,,242.0,MAR,2022,128.0,114.0
UD Vrhnika,,,649.0,MAR,2022,346.0,303.0
OS Maribor,,,8320.0,MAR,2022,4002.0,4318.0
UD Lenart,,,285.0,MAR,2022,143.0,142.0
UD Maribor,,,6208.0,MAR,2022,3005.0,3203.0
UD Pesnica,,,540.0,MAR,2022,244.0,296.0
UD Ruše,,,384.0,MAR,2022,192.0,192.0
UD Slovenska Bistrica,,,903.0,MAR,2022,418.0,485.0
OS Murska Sobota,,,3897.0,MAR,2022,1864.0,2033.0
UD Gornja Radgona,,,534.0,MAR,2022,250.0,284.0
UD Lendava,,,945.0,MAR,2022,439.0,506.0
UD Ljutomer,,,440.0,MAR,2022,185.0,255.0
UD Murska Sobota,,,1978.0,MAR,2022,990.0,988.0
OS Nova Gorica,,,2248.0,MAR,2022,1137.0,1111.0
UD Ajdovščina,,,518.0,MAR,2022,251.0,267.0
UD Idrija,,,194.0,MAR,2022,112.0,82.0
UD Nova Gorica,,,1250.0,MAR,2022,630.0,620.0
UD Tolmin,,,286.0,MAR,2022,144.0,142.0
OS Novo mesto,,,3043.0,MAR,2022,1579.0,1464.0
UD Črnomelj,,,711.0,MAR,2022,355.0,356.0
UD Metlika,,,332.0,MAR,2022,192.0,140.0
UD Novo mesto,,,1616.0,MAR,2022,839.0,777.0
UD Trebnje,,,384.0,MAR,2022,193.0,191.0
OS Ptuj,,,2301.0,MAR,2022,994.0,1307.0
UD Ormož,,,496.0,MAR,2022,202.0,294.0
UD Ptuj,,,1805.0,MAR,2022,792.0,1013.0
OS Sevnica,,,2705.0,MAR,2022,1377.0,1328.0
UD Brežice,,,907.0,MAR,2022,487.0,420.0
UD Krško,,,1270.0,MAR,2022,632.0,638.0
UD Sevnica,,,528.0,MAR,2022,258.0,270.0
OS Trbovlje,,,1995.0,MAR,2022,1027.0,968.0
UD Hrastnik,,,370.0,MAR,2022,174.0,196.0
UD Litija,,,466.0,MAR,2022,253.0,213.0
UD Trbovlje,,,749.0,MAR,2022,402.0,347.0
UD Zagorje,,,410.0,MAR,2022,198.0,212.0
OS Velenje,,,3631.0,MAR,2022,1629.0,2002.0
UD Dravograd,,,200.0,MAR,2022,93.0,107.0
UD Mozirje,,,376.0,MAR,2022,178.0,198.0
UD Radlje ob Dravi,,,441.0,MAR,2022,184.0,257.0
UD Ravne na Koroškem,,,581.0,MAR,2022,265.0,316.0
UD Slovenj Gradec,,,603.0,MAR,2022,299.0,304.0
UD Velenje,,,1430.0,MAR,2022,610.0,820.0
OS Celje,,,6393.0,APR,2022,3073.0,3320.0
UD Celje,,,2021.0,APR,2022,988.0,1033.0
UD Laško,,,439.0,APR,2022,208.0,231.0
UD Slovenske Konjice,,,908.0,APR,2022,449.0,459.0
UD Šentjur,,,646.0,APR,2022,305.0,341.0
UD Šmarje pri Jelšah,,,1199.0,APR,2022,565.0,634.0
UD Žalec,,,1180.0,APR,2022,558.0,622.0
OS Koper,,,3950.0,APR,2022,1947.0,2003.0
UD Ilirska Bistrica,,,240.0,APR,2022,118.0,122.0
UD Izola,,,391.0,APR,2022,210.0,181.0
UD Koper,,,1751.0,APR,2022,848.0,903.0
UD Piran,,,573.0,APR,2022,282.0,291.0
UD Postojna,,,478.0,APR,2022,224.0,254.0
UD Sežana,,,517.0,APR,2022,265.0,252.0
OS Kranj,,,3521.0,APR,2022,1800.0,1721.0
UD Jesenice,,,502.0,APR,2022,255.0,247.0
UD Kranj,,,1656.0,APR,2022,870.0,786.0
UD Radovljica,,,601.0,APR,2022,312.0,289.0
UD Škofja Loka,,,530.0,APR,2022,250.0,280.0
UD Tržič,,,232.0,APR,2022,113.0,119.0
OS Ljubljana,,,17058.0,APR,2022,8834.0,8224.0
UD Cerknica,,,261.0,APR,2022,150.0,111.0
UD Domžale,,,1443.0,APR,2022,739.0,704.0
UD Grosuplje,,,852.0,APR,2022,438.0,414.0
UD Kamnik,,,752.0,APR,2022,383.0,369.0
UD Kočevje,,,748.0,APR,2022,369.0,379.0
UD Ljubljana,,,11868.0,APR,2022,6182.0,5686.0
UD Logatec,,,275.0,APR,2022,121.0,154.0
UD Ribnica,,,245.0,APR,2022,125.0,120.0
UD Vrhnika,,,614.0,APR,2022,327.0,287.0
OS Maribor,,,8010.0,APR,2022,3801.0,4209.0
UD Lenart,,,267.0,APR,2022,128.0,139.0
UD Maribor,,,6014.0,APR,2022,2888.0,3126.0
UD Pesnica,,,519.0,APR,2022,234.0,285.0
UD Ruše,,,369.0,APR,2022,176.0,193.0
UD Slovenska Bistrica,,,841.0,APR,2022,375.0,466.0
OS Murska Sobota,,,3645.0,APR,2022,1721.0,1924.0
UD Gornja Radgona,,,494.0,APR,2022,235.0,259.0
UD Lendava,,,897.0,APR,2022,414.0,483.0
UD Ljutomer,,,413.0,APR,2022,167.0,246.0
UD Murska Sobota,,,1841.0,APR,2022,905.0,936.0
OS Nova Gorica,,,2149.0,APR,2022,1080.0,1069.0
UD Ajdovščina,,,500.0,APR,2022,244.0,256.0
UD Idrija,,,189.0,APR,2022,102.0,87.0
UD Nova Gorica,,,1197.0,APR,2022,598.0,599.0
UD Tolmin,,,263.0,APR,2022,136.0,127.0
OS Novo mesto,,,3071.0,APR,2022,1600.0,1471.0
UD Črnomelj,,,722.0,APR,2022,368.0,354.0
UD Metlika,,,334.0,APR,2022,193.0,141.0
UD Novo mesto,,,1635.0,APR,2022,853.0,782.0
UD Trebnje,,,380.0,APR,2022,186.0,194.0
OS Ptuj,,,2224.0,APR,2022,961.0,1263.0
UD Ormož,,,488.0,APR,2022,192.0,296.0
UD Ptuj,,,1736.0,APR,2022,769.0,967.0
OS Sevnica,,,2605.0,APR,2022,1335.0,1270.0
UD Brežice,,,881.0,APR,2022,470.0,411.0
UD Krško,,,1239.0,APR,2022,624.0,615.0
UD Sevnica,,,485.0,APR,2022,241.0,244.0
OS Trbovlje,,,1925.0,APR,2022,983.0,942.0
UD Hrastnik,,,363.0,APR,2022,171.0,192.0
UD Litija,,,427.0,APR,2022,232.0,195.0
UD Trbovlje,,,733.0,APR,2022,381.0,352.0
UD Zagorje,,,402.0,APR,2022,199.0,203.0
OS Velenje,,,3530.0,APR,2022,1564.0,1966.0
UD Dravograd,,,190.0,APR,2022,83.0,107.0
UD Mozirje,,,383.0,APR,2022,177.0,206.0
UD Radlje ob Dravi,,,428.0,APR,2022,181.0,247.0
UD Ravne na Koroškem,,,561.0,APR,2022,252.0,309.0
UD Slovenj Gradec,,,585.0,APR,2022,288.0,297.0
UD Velenje,,,1383.0,APR,2022,583.0,800.0
OS Celje,,,6204.0,MAJ,2022,3000.0,3204.0
UD Celje,,,1969.0,MAJ,2022,957.0,1012.0
UD Laško,,,433.0,MAJ,2022,208.0,225.0
UD Slovenske Konjice,,,896.0,MAJ,2022,456.0,440.0
UD Šentjur,,,618.0,MAJ,2022,288.0,330.0
UD Šmarje pri Jelšah,,,1158.0,MAJ,2022,552.0,606.0
UD Žalec,,,1130.0,MAJ,2022,539.0,591.0
OS Koper,,,3757.0,MAJ,2022,1848.0,1909.0
UD Ilirska Bistrica,,,216.0,MAJ,2022,110.0,106.0
UD Izola,,,370.0,MAJ,2022,195.0,175.0
UD Koper,,,1676.0,MAJ,2022,806.0,870.0
UD Piran,,,537.0,MAJ,2022,263.0,274.0
UD Postojna,,,454.0,MAJ,2022,219.0,235.0
UD Sežana,,,504.0,MAJ,2022,255.0,249.0
OS Kranj,,,3277.0,MAJ,2022,1659.0,1618.0
UD Jesenice,,,445.0,MAJ,2022,227.0,218.0
UD Kranj,,,1556.0,MAJ,2022,806.0,750.0
UD Radovljica,,,554.0,MAJ,2022,281.0,273.0
UD Škofja Loka,,,492.0,MAJ,2022,232.0,260.0
UD Tržič,,,230.0,MAJ,2022,113.0,117.0
OS Ljubljana,,,16421.0,MAJ,2022,8507.0,7914.0
UD Cerknica,,,263.0,MAJ,2022,152.0,111.0
UD Domžale,,,1387.0,MAJ,2022,716.0,671.0
UD Grosuplje,,,781.0,MAJ,2022,410.0,371.0
UD Kamnik,,,735.0,MAJ,2022,374.0,361.0
UD Kočevje,,,733.0,MAJ,2022,357.0,376.0
UD Ljubljana,,,11424.0,MAJ,2022,5948.0,5476.0
UD Logatec,,,282.0,MAJ,2022,115.0,167.0
UD Ribnica,,,235.0,MAJ,2022,124.0,111.0
UD Vrhnika,,,581.0,MAJ,2022,311.0,270.0
OS Maribor,,,7741.0,MAJ,2022,3670.0,4071.0
UD Lenart,,,267.0,MAJ,2022,131.0,136.0
UD Maribor,,,5820.0,MAJ,2022,2787.0,3033.0
UD Pesnica,,,510.0,MAJ,2022,227.0,283.0
UD Ruše,,,341.0,MAJ,2022,169.0,172.0
UD Slovenska Bistrica,,,803.0,MAJ,2022,356.0,447.0
OS Murska Sobota,,,3503.0,MAJ,2022,1659.0,1844.0
UD Gornja Radgona,,,496.0,MAJ,2022,235.0,261.0
UD Lendava,,,852.0,MAJ,2022,398.0,454.0
UD Ljutomer,,,390.0,MAJ,2022,161.0,229.0
UD Murska Sobota,,,1765.0,MAJ,2022,865.0,900.0
OS Nova Gorica,,,2053.0,MAJ,2022,1039.0,1014.0
UD Ajdovščina,,,497.0,MAJ,2022,243.0,254.0
UD Idrija,,,181.0,MAJ,2022,96.0,85.0
UD Nova Gorica,,,1138.0,MAJ,2022,574.0,564.0
UD Tolmin,,,237.0,MAJ,2022,126.0,111.0
OS Novo mesto,,,3001.0,MAJ,2022,1564.0,1437.0
UD Črnomelj,,,695.0,MAJ,2022,353.0,342.0
UD Metlika,,,334.0,MAJ,2022,198.0,136.0
UD Novo mesto,,,1596.0,MAJ,2022,835.0,761.0
UD Trebnje,,,376.0,MAJ,2022,178.0,198.0
OS Ptuj,,,2144.0,MAJ,2022,925.0,1219.0
UD Ormož,,,460.0,MAJ,2022,180.0,280.0
UD Ptuj,,,1684.0,MAJ,2022,745.0,939.0
OS Sevnica,,,2497.0,MAJ,2022,1297.0,1200.0
UD Brežice,,,851.0,MAJ,2022,464.0,387.0
UD Krško,,,1189.0,MAJ,2022,607.0,582.0
UD Sevnica,,,457.0,MAJ,2022,226.0,231.0
OS Trbovlje,,,1856.0,MAJ,2022,950.0,906.0
UD Hrastnik,,,342.0,MAJ,2022,165.0,177.0
