Občina,OŠ ali manj,srednje poklicno izobraževanje,"strokovno, splošno izobraževanje","izobraževanje prve, druge, tretje stopnje",Skupaj,month,year,"OŠ
ali manj","nižje, srednje poklicno izob.","srednje tehniško, strokovno,
splošno izob.","visokošolsko
izob. prve, druge,
tretje stopnje"
Štore,,,,,106.0,MAR,2022,26.0,36,27,17
Tabor,,,,,49.0,MAR,2022,12.0,16,7,14
Tišina,,,,,150.0,MAR,2022,63.0,40,32,15
Tolmin,,,,,194.0,MAR,2022,58.0,48,51,37
Trbovlje,,,,,753.0,MAR,2022,283.0,201,171,98
Trebnje,,,,,281.0,MAR,2022,156.0,47,45,33
Trnovska vas,,,,,31.0,MAR,2022,3.0,13,8,7
Trzin,,,,,84.0,MAR,2022,30.0,16,20,18
Tržič,,,,,260.0,MAR,2022,73.0,60,82,45
Turnišče,,,,,114.0,MAR,2022,39.0,45,20,10
Velenje,,,,,1088.0,MAR,2022,359.0,277,286,166
Velika Polana,,,,,38.0,MAR,2022,8.0,17,9,4
Velike Lašče,,,,,87.0,MAR,2022,29.0,25,22,11
Veržej,,,,,26.0,MAR,2022,6.0,6,6,8
Videm,,,,,154.0,MAR,2022,44.0,54,39,17
Vipava,,,,,99.0,MAR,2022,22.0,23,27,27
Vitanje,,,,,67.0,MAR,2022,23.0,23,11,10
Vodice,,,,,102.0,MAR,2022,25.0,27,30,20
Vojnik,,,,,220.0,MAR,2022,43.0,56,73,48
Vransko,,,,,55.0,MAR,2022,10.0,18,13,14
Vrhnika,,,,,470.0,MAR,2022,159.0,105,122,84
Vuzenica,,,,,71.0,MAR,2022,14.0,26,21,10
Zagorje ob Savi,,,,,432.0,MAR,2022,130.0,112,137,53
Zavrč,,,,,54.0,MAR,2022,16.0,21,14,3
Zreče,,,,,230.0,MAR,2022,68.0,70,66,26
Žalec,,,,,733.0,MAR,2022,205.0,193,207,128
Železniki,,,,,54.0,MAR,2022,13.0,17,10,14
Žetale,,,,,23.0,MAR,2022,8.0,6,3,6
Žiri,,,,,80.0,MAR,2022,13.0,18,22,27
Žirovnica,,,,,58.0,MAR,2022,10.0,13,20,15
Žužemberk,,,,,86.0,MAR,2022,32.0,28,16,10
Občina izven RS,,,,,478.0,MAR,2022,379.0,28,23,48
Ajdovščina,,,,,418.0,APR,2022,139.0,111,97,71
Ankaran,,,,,80.0,APR,2022,25.0,16,22,17
Apače,,,,,94.0,APR,2022,42.0,30,14,8
Beltinci,,,,,226.0,APR,2022,84.0,49,61,32
Benedikt,,,,,43.0,APR,2022,15.0,9,15,4
Bistrica ob Sotli,,,,,48.0,APR,2022,19.0,10,7,12
Bled,,,,,145.0,APR,2022,16.0,30,56,43
Bloke,,,,,27.0,APR,2022,4.0,8,9,6
Bohinj,,,,,81.0,APR,2022,20.0,26,20,15
Borovnica,,,,,117.0,APR,2022,33.0,36,23,25
Bovec,,,,,52.0,APR,2022,13.0,13,18,8
Braslovče,,,,,134.0,APR,2022,28.0,30,50,26
Brda,,,,,85.0,APR,2022,26.0,15,25,19
Brezovica,,,,,275.0,APR,2022,55.0,70,100,50
Brežice,,,,,893.0,APR,2022,249.0,287,244,113
Cankova,,,,,71.0,APR,2022,35.0,16,18,2
Celje,,,,,1687.0,APR,2022,458.0,420,473,336
Cerklje na Gorenjskem,,,,,117.0,APR,2022,32.0,22,38,25
Cerknica,,,,,220.0,APR,2022,51.0,64,63,42
Cerkno,,,,,52.0,APR,2022,16.0,9,12,15
Cerkvenjak,,,,,30.0,APR,2022,10.0,14,3,3
Cirkulane,,,,,65.0,APR,2022,16.0,27,14,8
Črenšovci,,,,,180.0,APR,2022,95.0,45,25,15
Črna na Koroškem,,,,,60.0,APR,2022,18.0,17,16,9
Črnomelj,,,,,623.0,APR,2022,336.0,151,97,39
Destrnik,,,,,59.0,APR,2022,15.0,15,22,7
Divača,,,,,89.0,APR,2022,25.0,23,25,16
Dobje,,,,,18.0,APR,2022,5.0,7,3,3
Dobrepolje,,,,,68.0,APR,2022,22.0,22,13,11
Dobrna,,,,,52.0,APR,2022,11.0,14,17,10
Dobrova - Polhov Gradec,,,,,121.0,APR,2022,22.0,41,33,25
Dobrovnik,,,,,54.0,APR,2022,22.0,17,12,3
Dol pri Ljubljani,,,,,138.0,APR,2022,31.0,43,28,36
Dolenjske Toplice,,,,,79.0,APR,2022,20.0,25,17,17
Domžale,,,,,906.0,APR,2022,253.0,221,244,188
Dornava,,,,,49.0,APR,2022,12.0,22,7,8
Dravograd,,,,,198.0,APR,2022,43.0,65,57,33
Duplek,,,,,205.0,APR,2022,56.0,66,46,37
Gorenja vas - Poljane,,,,,90.0,APR,2022,21.0,34,25,10
Gorišnica,,,,,89.0,APR,2022,11.0,30,35,13
Gorje,,,,,55.0,APR,2022,9.0,19,14,13
Gornja Radgona,,,,,225.0,APR,2022,60.0,71,55,39
Gornji Grad,,,,,55.0,APR,2022,8.0,20,19,8
Gornji Petrovci,,,,,58.0,APR,2022,21.0,19,12,6
Grad,,,,,48.0,APR,2022,19.0,13,11,5
Grosuplje,,,,,484.0,APR,2022,183.0,110,118,73
Hajdina,,,,,89.0,APR,2022,15.0,24,33,17
Hoče - Slivnica,,,,,389.0,APR,2022,99.0,107,108,75
Hodoš,,,,,9.0,APR,2022,2.0,4,1,2
Horjul,,,,,47.0,APR,2022,5.0,14,17,11
Hrastnik,,,,,367.0,APR,2022,128.0,109,90,40
Hrpelje - Kozina,,,,,100.0,APR,2022,24.0,34,26,16
Idrija,,,,,170.0,APR,2022,65.0,36,34,35
Ig,,,,,156.0,APR,2022,36.0,49,50,21
Ilirska Bistrica,,,,,240.0,APR,2022,71.0,77,61,31
Ivančna Gorica,,,,,300.0,APR,2022,79.0,84,87,50
Izola,,,,,403.0,APR,2022,125.0,105,120,53
Jesenice,,,,,421.0,APR,2022,167.0,107,105,42
Jezersko,,,,,5.0,APR,2022,2.0,0,2,1
Juršinci,,,,,42.0,APR,2022,13.0,16,11,2
Kamnik,,,,,699.0,APR,2022,214.0,192,191,102
Kanal,,,,,101.0,APR,2022,34.0,27,21,19
Kidričevo,,,,,156.0,APR,2022,28.0,48,58,22
Kobarid,,,,,64.0,APR,2022,18.0,19,11,16
Kobilje,,,,,14.0,APR,2022,5.0,7,2,0
Kočevje,,,,,728.0,APR,2022,347.0,198,129,54
Komen,,,,,68.0,APR,2022,19.0,12,24,13
Komenda,,,,,108.0,APR,2022,29.0,28,30,21
Koper,,,,,1563.0,APR,2022,504.0,378,419,262
Kostanjevica na Krki,,,,,74.0,APR,2022,25.0,24,18,7
Kostel,,,,,23.0,APR,2022,7.0,8,6,2
Kozje,,,,,123.0,APR,2022,41.0,43,27,12
Kranj,,,,,1209.0,APR,2022,411.0,252,307,239
Kranjska Gora,,,,,79.0,APR,2022,14.0,18,31,16
Križevci,,,,,72.0,APR,2022,14.0,20,24,14
Krško,,,,,1103.0,APR,2022,506.0,297,201,99
Kungota,,,,,153.0,APR,2022,46.0,44,42,21
Kuzma,,,,,50.0,APR,2022,25.0,10,8,7
Laško,,,,,378.0,APR,2022,127.0,110,93,48
Lenart,,,,,131.0,APR,2022,32.0,36,37,26
Lendava,,,,,524.0,APR,2022,191.0,132,132,69
Litija,,,,,355.0,APR,2022,133.0,93,77,52
Ljubljana,,,,,9314.0,APR,2022,2869.0,1823,2613,2009
Ljubno,,,,,55.0,APR,2022,12.0,13,21,9
Ljutomer,,,,,301.0,APR,2022,89.0,80,80,52
Log - Dragomer,,,,,81.0,APR,2022,19.0,21,23,18
Logatec,,,,,271.0,APR,2022,69.0,72,83,47
Loška dolina,,,,,55.0,APR,2022,20.0,12,16,7
Loški Potok,,,,,33.0,APR,2022,9.0,10,7,7
Lovrenc na Pohorju,,,,,75.0,APR,2022,16.0,24,20,15
Luče,,,,,39.0,APR,2022,14.0,14,7,4
Lukovica,,,,,131.0,APR,2022,33.0,46,32,20
Majšperk,,,,,103.0,APR,2022,29.0,29,27,18
Makole,,,,,49.0,APR,2022,19.0,11,10,9
Maribor,,,,,4535.0,APR,2022,1314.0,1116,1231,874
Markovci,,,,,87.0,APR,2022,18.0,34,27,8
Medvode,,,,,387.0,APR,2022,90.0,94,122,81
Mengeš,,,,,207.0,APR,2022,56.0,51,72,28
Metlika,,,,,339.0,APR,2022,166.0,77,65,31
Mežica,,,,,68.0,APR,2022,17.0,20,18,13
Miklavž na Dravskem polju,,,,,192.0,APR,2022,54.0,59,58,21
Miren - Kostanjevica,,,,,77.0,APR,2022,23.0,15,19,20
Mirna,,,,,33.0,APR,2022,10.0,5,10,8
Mirna Peč,,,,,66.0,APR,2022,24.0,22,15,5
Mislinja,,,,,130.0,APR,2022,29.0,52,31,18
Mokronog - Trebelno,,,,,50.0,APR,2022,15.0,12,13,10
Moravče,,,,,105.0,APR,2022,20.0,33,33,19
Moravske Toplice,,,,,165.0,APR,2022,49.0,42,41,33
Mozirje,,,,,113.0,APR,2022,36.0,25,30,22
Murska Sobota,,,,,711.0,APR,2022,243.0,177,185,106
Muta,,,,,75.0,APR,2022,23.0,29,15,8
Naklo,,,,,93.0,APR,2022,21.0,18,35,19
Nazarje,,,,,64.0,APR,2022,16.0,16,22,10
Nova Gorica,,,,,693.0,APR,2022,219.0,146,167,161
Novo mesto,,,,,1054.0,APR,2022,515.0,164,219,156
Odranci,,,,,41.0,APR,2022,16.0,8,12,5
Oplotnica,,,,,85.0,APR,2022,25.0,26,19,15
Ormož,,,,,370.0,APR,2022,77.0,150,104,39
Osilnica,,,,,8.0,APR,2022,4.0,3,1,0
Pesnica,,,,,183.0,APR,2022,59.0,41,59,24
Piran,,,,,569.0,APR,2022,135.0,145,173,116
Pivka,,,,,128.0,APR,2022,47.0,35,29,17
Podčetrtek,,,,,111.0,APR,2022,41.0,30,28,12
Podlehnik,,,,,57.0,APR,2022,23.0,12,13,9
Podvelka,,,,,62.0,APR,2022,14.0,21,21,6
Poljčane,,,,,99.0,APR,2022,21.0,36,27,15
Polzela,,,,,168.0,APR,2022,43.0,32,61,32
Postojna,,,,,373.0,APR,2022,156.0,81,79,57
Prebold,,,,,148.0,APR,2022,44.0,39,34,31
Preddvor,,,,,54.0,APR,2022,13.0,9,17,15
Prevalje,,,,,151.0,APR,2022,36.0,48,42,25
Ptuj,,,,,715.0,APR,2022,162.0,174,249,130
Puconci,,,,,189.0,APR,2022,91.0,42,27,29
Rače - Fram,,,,,226.0,APR,2022,56.0,71,65,34
Radeče,,,,,124.0,APR,2022,39.0,30,41,14
Radenci,,,,,125.0,APR,2022,21.0,42,41,21
Radlje ob Dravi,,,,,186.0,APR,2022,41.0,66,55,24
Radovljica,,,,,341.0,APR,2022,80.0,75,118,68
Ravne na Koroškem,,,,,309.0,APR,2022,56.0,98,97,58
Razkrižje,,,,,21.0,APR,2022,7.0,10,2,2
Rečica ob Savinji,,,,,47.0,APR,2022,12.0,12,17,6
Renče - Vogrsko,,,,,85.0,APR,2022,31.0,17,18,19
Ribnica,,,,,187.0,APR,2022,76.0,48,42,21
Ribnica na Pohorju,,,,,45.0,APR,2022,12.0,20,11,2
Rogaška Slatina,,,,,458.0,APR,2022,128.0,151,115,64
Rogašovci,,,,,138.0,APR,2022,86.0,31,9,12
Rogatec,,,,,142.0,APR,2022,49.0,43,39,11
Ruše,,,,,232.0,APR,2022,60.0,75,57,40
Selnica ob Dravi,,,,,97.0,APR,2022,20.0,34,29,14
Semič,,,,,126.0,APR,2022,59.0,36,24,7
Sevnica,,,,,455.0,APR,2022,127.0,148,109,71
Sežana,,,,,300.0,APR,2022,90.0,76,81,53
Slovenj Gradec,,,,,480.0,APR,2022,133.0,154,111,82
Slovenska Bistrica,,,,,636.0,APR,2022,183.0,153,176,124
Slovenske Konjice,,,,,538.0,APR,2022,155.0,174,131,78
Sodražica,,,,,40.0,APR,2022,10.0,10,14,6
Solčava,,,,,8.0,APR,2022,1.0,3,2,2
Središče ob Dravi,,,,,88.0,APR,2022,29.0,20,28,11
Starše,,,,,140.0,APR,2022,35.0,40,39,26
Straža,,,,,64.0,APR,2022,26.0,18,10,10
Sveta Ana,,,,,45.0,APR,2022,15.0,17,8,5
Sveta Trojica v Slovenskih goricah,,,,,33.0,APR,2022,6.0,7,13,7
Sveti Andraž v Slovenskih goricah,,,,,21.0,APR,2022,6.0,5,7,3
Sveti Jurij ob Ščavnici,,,,,74.0,APR,2022,25.0,19,15,15
Sveti Jurij v Slovenskih goricah,,,,,28.0,APR,2022,7.0,11,5,5
Sveti Tomaž,,,,,57.0,APR,2022,16.0,24,12,5
Šalovci,,,,,37.0,APR,2022,17.0,11,6,3
Šempeter - Vrtojba,,,,,120.0,APR,2022,39.0,20,27,34
Šenčur,,,,,138.0,APR,2022,36.0,34,47,21
Šentilj,,,,,274.0,APR,2022,75.0,91,69,39
Šentjernej,,,,,195.0,APR,2022,112.0,42,21,20
Šentjur,,,,,592.0,APR,2022,133.0,189,163,107
Šentrupert,,,,,35.0,APR,2022,10.0,8,15,2
Škocjan,,,,,149.0,APR,2022,101.0,24,14,10
Škofja Loka,,,,,339.0,APR,2022,81.0,78,95,85
Škofljica,,,,,252.0,APR,2022,70.0,62,64,56
Šmarje pri Jelšah,,,,,389.0,APR,2022,123.0,109,105,52
Šmarješke Toplice,,,,,58.0,APR,2022,13.0,20,15,10
Šmartno ob Paki,,,,,85.0,APR,2022,22.0,30,24,9
Šmartno pri Litiji,,,,,112.0,APR,2022,27.0,37,33,15
Šoštanj,,,,,221.0,APR,2022,71.0,59,49,42
Štore,,,,,102.0,APR,2022,25.0,35,24,18
Tabor,,,,,50.0,APR,2022,11.0,16,7,16
Tišina,,,,,132.0,APR,2022,55.0,40,24,13
Tolmin,,,,,181.0,APR,2022,58.0,36,49,38
Trbovlje,,,,,738.0,APR,2022,266.0,203,176,93
Trebnje,,,,,280.0,APR,2022,155.0,45,44,36
Trnovska vas,,,,,29.0,APR,2022,3.0,11,7,8
Trzin,,,,,84.0,APR,2022,28.0,17,22,17
Tržič,,,,,242.0,APR,2022,68.0,59,74,41
Turnišče,,,,,108.0,APR,2022,37.0,42,20,9
Velenje,,,,,1052.0,APR,2022,353.0,261,277,161
Velika Polana,,,,,37.0,APR,2022,8.0,16,8,5
Velike Lašče,,,,,86.0,APR,2022,29.0,21,22,14
Veržej,,,,,26.0,APR,2022,6.0,5,6,9
Videm,,,,,148.0,APR,2022,45.0,55,34,14
Vipava,,,,,92.0,APR,2022,22.0,22,26,22
Vitanje,,,,,62.0,APR,2022,25.0,20,10,7
Vodice,,,,,103.0,APR,2022,28.0,28,29,18
Vojnik,,,,,197.0,APR,2022,40.0,49,67,41
Vransko,,,,,54.0,APR,2022,9.0,18,13,14
Vrhnika,,,,,436.0,APR,2022,140.0,101,117,78
Vuzenica,,,,,70.0,APR,2022,15.0,24,21,10
Zagorje ob Savi,,,,,423.0,APR,2022,130.0,110,130,53
Zavrč,,,,,48.0,APR,2022,16.0,18,12,2
Zreče,,,,,218.0,APR,2022,66.0,67,59,26
Žalec,,,,,708.0,APR,2022,199.0,179,200,130
Železniki,,,,,47.0,APR,2022,7.0,15,12,13
Žetale,,,,,24.0,APR,2022,9.0,5,3,7
Žiri,,,,,75.0,APR,2022,12.0,16,22,25
Žirovnica,,,,,49.0,APR,2022,9.0,8,18,14
Žužemberk,,,,,89.0,APR,2022,31.0,31,16,11
Občina izven RS,,,,,461.0,APR,2022,363.0,22,29,47
Ajdovščina,,,,,404.0,MAJ,2022,131.0,114,92,67
Ankaran,,,,,78.0,MAJ,2022,24.0,15,23,16
Apače,,,,,95.0,MAJ,2022,44.0,31,11,9
Beltinci,,,,,215.0,MAJ,2022,84.0,43,62,26
Benedikt,,,,,43.0,MAJ,2022,16.0,10,14,3
Bistrica ob Sotli,,,,,49.0,MAJ,2022,19.0,9,9,12
Bled,,,,,130.0,MAJ,2022,16.0,28,47,39
Bloke,,,,,29.0,MAJ,2022,6.0,9,8,6
Bohinj,,,,,74.0,MAJ,2022,16.0,25,17,16
Borovnica,,,,,101.0,MAJ,2022,32.0,28,21,20
Bovec,,,,,47.0,MAJ,2022,10.0,11,17,9
Braslovče,,,,,129.0,MAJ,2022,30.0,30,44,25
Brda,,,,,88.0,MAJ,2022,26.0,15,25,22
Brezovica,,,,,271.0,MAJ,2022,57.0,70,97,47
Brežice,,,,,856.0,MAJ,2022,249.0,267,230,110
Cankova,,,,,69.0,MAJ,2022,32.0,17,16,4
Celje,,,,,1653.0,MAJ,2022,451.0,411,459,332
Cerklje na Gorenjskem,,,,,116.0,MAJ,2022,33.0,21,39,23
Cerknica,,,,,218.0,MAJ,2022,48.0,65,66,39
Cerkno,,,,,52.0,MAJ,2022,16.0,9,13,14
Cerkvenjak,,,,,28.0,MAJ,2022,10.0,15,2,1
Cirkulane,,,,,64.0,MAJ,2022,17.0,25,15,7
Črenšovci,,,,,173.0,MAJ,2022,95.0,44,23,11
Črna na Koroškem,,,,,59.0,MAJ,2022,18.0,17,14,10
Črnomelj,,,,,602.0,MAJ,2022,334.0,139,93,36
Destrnik,,,,,57.0,MAJ,2022,15.0,16,20,6
Divača,,,,,86.0,MAJ,2022,26.0,21,24,15
Dobje,,,,,18.0,MAJ,2022,6.0,7,2,3
Dobrepolje,,,,,63.0,MAJ,2022,21.0,20,14,8
Dobrna,,,,,49.0,MAJ,2022,11.0,12,18,8
Dobrova - Polhov Gradec,,,,,113.0,MAJ,2022,22.0,38,31,22
Dobrovnik,,,,,53.0,MAJ,2022,22.0,16,12,3
Dol pri Ljubljani,,,,,135.0,MAJ,2022,28.0,41,31,35
Dolenjske Toplice,,,,,75.0,MAJ,2022,18.0,22,16,19
Domžale,,,,,880.0,MAJ,2022,245.0,213,243,179
Dornava,,,,,50.0,MAJ,2022,10.0,23,7,10
Dravograd,,,,,180.0,MAJ,2022,41.0,55,52,32
Duplek,,,,,196.0,MAJ,2022,53.0,64,45,34
Gorenja vas - Poljane,,,,,76.0,MAJ,2022,21.0,29,20,6
Gorišnica,,,,,85.0,MAJ,2022,11.0,29,32,13
Gorje,,,,,47.0,MAJ,2022,9.0,11,13,14
Gornja Radgona,,,,,225.0,MAJ,2022,60.0,71,57,37
Gornji Grad,,,,,48.0,MAJ,2022,8.0,17,18,5
Gornji Petrovci,,,,,56.0,MAJ,2022,22.0,16,12,6
Grad,,,,,46.0,MAJ,2022,18.0,11,10,7
Grosuplje,,,,,444.0,MAJ,2022,172.0,99,102,71
Hajdina,,,,,90.0,MAJ,2022,14.0,27,35,14
Hoče - Slivnica,,,,,361.0,MAJ,2022,95.0,98,100,68
Hodoš,,,,,9.0,MAJ,2022,2.0,4,1,2
Horjul,,,,,45.0,MAJ,2022,3.0,13,17,12
Hrastnik,,,,,349.0,MAJ,2022,124.0,103,85,37
Hrpelje - Kozina,,,,,95.0,MAJ,2022,24.0,31,25,15
Idrija,,,,,159.0,MAJ,2022,56.0,36,32,35
Ig,,,,,142.0,MAJ,2022,36.0,39,50,17
Ilirska Bistrica,,,,,225.0,MAJ,2022,67.0,70,57,31
Ivančna Gorica,,,,,281.0,MAJ,2022,74.0,82,82,43
Izola,,,,,380.0,MAJ,2022,124.0,103,110,43
Jesenice,,,,,373.0,MAJ,2022,145.0,102,89,37
Jezersko,,,,,6.0,MAJ,2022,2.0,0,2,2
Juršinci,,,,,41.0,MAJ,2022,12.0,18,9,2
Kamnik,,,,,691.0,MAJ,2022,210.0,195,182,104
Kanal,,,,,97.0,MAJ,2022,36.0,25,15,21
Kidričevo,,,,,159.0,MAJ,2022,29.0,49,58,23
Kobarid,,,,,55.0,MAJ,2022,15.0,17,10,13
Kobilje,,,,,14.0,MAJ,2022,5.0,7,2,0
Kočevje,,,,,713.0,MAJ,2022,340.0,195,123,55
Komen,,,,,69.0,MAJ,2022,19.0,13,22,15
Komenda,,,,,100.0,MAJ,2022,28.0,27,27,18
Koper,,,,,1473.0,MAJ,2022,470.0,358,397,248
Kostanjevica na Krki,,,,,73.0,MAJ,2022,23.0,26,16,8
Kostel,,,,,23.0,MAJ,2022,8.0,7,6,2
Kozje,,,,,114.0,MAJ,2022,38.0,41,23,12
Kranj,,,,,1128.0,MAJ,2022,359.0,253,289,227
Kranjska Gora,,,,,78.0,MAJ,2022,12.0,20,27,19
Križevci,,,,,62.0,MAJ,2022,9.0,17,22,14
Krško,,,,,1061.0,MAJ,2022,489.0,286,190,96
Kungota,,,,,140.0,MAJ,2022,39.0,42,39,20
Kuzma,,,,,49.0,MAJ,2022,23.0,10,8,8
Laško,,,,,377.0,MAJ,2022,125.0,112,91,49
Lenart,,,,,131.0,MAJ,2022,34.0,35,39,23
Lendava,,,,,498.0,MAJ,2022,175.0,135,124,64
Litija,,,,,355.0,MAJ,2022,137.0,93,76,49
Ljubljana,,,,,8949.0,MAJ,2022,2722.0,1747,2540,1940
Ljubno,,,,,55.0,MAJ,2022,12.0,14,21,8
Ljutomer,,,,,284.0,MAJ,2022,80.0,79,73,52
Log - Dragomer,,,,,73.0,MAJ,2022,17.0,20,23,13
Logatec,,,,,270.0,MAJ,2022,78.0,65,76,51
Loška dolina,,,,,60.0,MAJ,2022,21.0,13,17,9
Loški Potok,,,,,33.0,MAJ,2022,10.0,10,6,7
Lovrenc na Pohorju,,,,,65.0,MAJ,2022,15.0,22,18,10
Luče,,,,,36.0,MAJ,2022,12.0,14,6,4
Lukovica,,,,,121.0,MAJ,2022,33.0,39,31,18
Majšperk,,,,,99.0,MAJ,2022,26.0,27,29,17
Makole,,,,,47.0,MAJ,2022,19.0,11,9,8
Maribor,,,,,4412.0,MAJ,2022,1270.0,1090,1194,858
Markovci,,,,,84.0,MAJ,2022,18.0,31,25,10
Medvode,,,,,373.0,MAJ,2022,87.0,92,120,74
Mengeš,,,,,197.0,MAJ,2022,53.0,48,68,28
Metlika,,,,,337.0,MAJ,2022,170.0,74,65,28
Mežica,,,,,65.0,MAJ,2022,16.0,20,17,12
Miklavž na Dravskem polju,,,,,180.0,MAJ,2022,50.0,51,56,23
Miren - Kostanjevica,,,,,81.0,MAJ,2022,22.0,20,22,17
Mirna,,,,,31.0,MAJ,2022,10.0,4,9,8
Mirna Peč,,,,,65.0,MAJ,2022,22.0,22,13,8
Mislinja,,,,,114.0,MAJ,2022,24.0,46,28,16
Mokronog - Trebelno,,,,,52.0,MAJ,2022,15.0,15,12,10
Moravče,,,,,99.0,MAJ,2022,20.0,31,32,16
Moravske Toplice,,,,,164.0,MAJ,2022,49.0,44,38,33
Mozirje,,,,,108.0,MAJ,2022,33.0,28,28,19
Murska Sobota,,,,,674.0,MAJ,2022,232.0,164,176,102
Muta,,,,,69.0,MAJ,2022,24.0,25,12,8
Naklo,,,,,94.0,MAJ,2022,20.0,17,36,21
Nazarje,,,,,62.0,MAJ,2022,16.0,16,22,8
Nova Gorica,,,,,652.0,MAJ,2022,199.0,141,154,158
Novo mesto,,,,,1020.0,MAJ,2022,500.0,159,207,154
Odranci,,,,,34.0,MAJ,2022,13.0,7,10,4
Oplotnica,,,,,84.0,MAJ,2022,25.0,26,19,14
Ormož,,,,,344.0,MAJ,2022,76.0,138,98,32
Osilnica,,,,,9.0,MAJ,2022,5.0,3,1,0
Pesnica,,,,,194.0,MAJ,2022,61.0,44,65,24
Piran,,,,,533.0,MAJ,2022,135.0,140,157,101
Pivka,,,,,118.0,MAJ,2022,43.0,31,28,16
Podčetrtek,,,,,112.0,MAJ,2022,39.0,30,31,12
Podlehnik,,,,,52.0,MAJ,2022,21.0,13,11,7
Podvelka,,,,,60.0,MAJ,2022,12.0,20,21,7
Poljčane,,,,,91.0,MAJ,2022,17.0,33,25,16
Polzela,,,,,163.0,MAJ,2022,44.0,28,58,33
Postojna,,,,,354.0,MAJ,2022,144.0,81,76,53
Prebold,,,,,140.0,MAJ,2022,42.0,38,31,29
Preddvor,,,,,48.0,MAJ,2022,10.0,8,16,14
Prevalje,,,,,142.0,MAJ,2022,31.0,43,44,24
Ptuj,,,,,696.0,MAJ,2022,153.0,171,241,131
Puconci,,,,,181.0,MAJ,2022,91.0,36,25,29
Rače - Fram,,,,,219.0,MAJ,2022,51.0,65,64,39
Radeče,,,,,116.0,MAJ,2022,38.0,25,39,14
Radenci,,,,,130.0,MAJ,2022,27.0,44,40,19
Radlje ob Dravi,,,,,179.0,MAJ,2022,36.0,65,56,22
Radovljica,,,,,316.0,MAJ,2022,72.0,76,102,66
Ravne na Koroškem,,,,,292.0,MAJ,2022,54.0,92,92,54
Razkrižje,,,,,19.0,MAJ,2022,6.0,9,2,2
Rečica ob Savinji,,,,,46.0,MAJ,2022,13.0,12,15,6
Renče - Vogrsko,,,,,84.0,MAJ,2022,30.0,18,18,18
Ribnica,,,,,174.0,MAJ,2022,72.0,45,37,20
Ribnica na Pohorju,,,,,43.0,MAJ,2022,13.0,20,9,1
Rogaška Slatina,,,,,438.0,MAJ,2022,127.0,146,105,60
Rogašovci,,,,,131.0,MAJ,2022,83.0,29,8,11
Rogatec,,,,,140.0,MAJ,2022,48.0,43,38,11
Ruše,,,,,223.0,MAJ,2022,55.0,69,55,44
Selnica ob Dravi,,,,,90.0,MAJ,2022,17.0,29,29,15
Semič,,,,,124.0,MAJ,2022,58.0,34,25,7
Sevnica,,,,,431.0,MAJ,2022,123.0,136,103,69
Sežana,,,,,295.0,MAJ,2022,90.0,72,79,54
Slovenj Gradec,,,,,481.0,MAJ,2022,136.0,157,106,82
Slovenska Bistrica,,,,,602.0,MAJ,2022,169.0,146,170,117
Slovenske Konjice,,,,,524.0,MAJ,2022,149.0,178,128,69
Sodražica,,,,,39.0,MAJ,2022,9.0,9,14,7
Solčava,,,,,6.0,MAJ,2022,1.0,1,2,2
Središče ob Dravi,,,,,81.0,MAJ,2022,26.0,19,26,10
Starše,,,,,124.0,MAJ,2022,28.0,34,35,27
Straža,,,,,61.0,MAJ,2022,24.0,21,7,9
Sveta Ana,,,,,43.0,MAJ,2022,15.0,17,6,5
Sveta Trojica v Slovenskih goricah,,,,,29.0,MAJ,2022,6.0,6,9,8
Sveti Andraž v Slovenskih goricah,,,,,22.0,MAJ,2022,6.0,5,8,3
Sveti Jurij ob Ščavnici,,,,,72.0,MAJ,2022,21.0,20,15,16
Sveti Jurij v Slovenskih goricah,,,,,30.0,MAJ,2022,7.0,12,6,5
Sveti Tomaž,,,,,57.0,MAJ,2022,15.0,25,13,4
Šalovci,,,,,36.0,MAJ,2022,16.0,9,8,3
Šempeter - Vrtojba,,,,,105.0,MAJ,2022,37.0,15,22,31
Šenčur,,,,,130.0,MAJ,2022,32.0,35,47,16
Šentilj,,,,,272.0,MAJ,2022,74.0,91,64,43
Šentjernej,,,,,193.0,MAJ,2022,111.0,43,22,17
Šentjur,,,,,565.0,MAJ,2022,128.0,176,155,106
Šentrupert,,,,,32.0,MAJ,2022,9.0,8,12,3
Škocjan,,,,,144.0,MAJ,2022,99.0,24,13,8
Škofja Loka,,,,,322.0,MAJ,2022,72.0,76,89,85
Škofljica,,,,,241.0,MAJ,2022,68.0,59,61,53
Šmarje pri Jelšah,,,,,373.0,MAJ,2022,121.0,105,97,50
Šmarješke Toplice,,,,,58.0,MAJ,2022,15.0,19,15,9
Šmartno ob Paki,,,,,81.0,MAJ,2022,21.0,28,22,10
Šmartno pri Litiji,,,,,105.0,MAJ,2022,23.0,33,32,17
Šoštanj,,,,,219.0,MAJ,2022,68.0,60,48,43
Štore,,,,,97.0,MAJ,2022,19.0,37,22,19
Tabor,,,,,42.0,MAJ,2022,10.0,11,7,14
Tišina,,,,,123.0,MAJ,2022,49.0,38,22,14
Tolmin,,,,,161.0,MAJ,2022,49.0,36,45,31
Trbovlje,,,,,707.0,MAJ,2022,254.0,196,170,87
Trebnje,,,,,274.0,MAJ,2022,153.0,45,43,33
Trnovska vas,,,,,27.0,MAJ,2022,3.0,8,8,8
