Urad za delo,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 ali več,Skupaj,month,year,"15-24
let","25-29
let","30-39
let","40-49
let","50-54
let","55 let
ali več"
UD Mozirje,,,,,,,506.0,FEB,2021,47.0,64.0,107.0,100.0,49.0,139.0
UD Radlje ob Dravi,,,,,,,625.0,FEB,2021,54.0,55.0,125.0,134.0,91.0,166.0
UD Ravne na Koroškem,,,,,,,790.0,FEB,2021,95.0,100.0,165.0,124.0,83.0,223.0
UD Slovenj Gradec,,,,,,,718.0,FEB,2021,67.0,89.0,146.0,147.0,70.0,199.0
UD Velenje,,,,,,,1990.0,FEB,2021,151.0,173.0,441.0,353.0,178.0,694.0
OS Celje,,,,,,,8765.0,MAR,2021,785.0,911.0,1883.0,1769.0,948.0,2469.0
UD Celje,,,,,,,2886.0,MAR,2021,266.0,338.0,696.0,617.0,266.0,703.0
UD Laško,,,,,,,599.0,MAR,2021,43.0,50.0,143.0,114.0,62.0,187.0
UD Slovenske Konjice,,,,,,,1244.0,MAR,2021,121.0,124.0,241.0,224.0,142.0,392.0
UD Šentjur,,,,,,,805.0,MAR,2021,68.0,93.0,175.0,166.0,88.0,215.0
UD Šmarje pri Jelšah,,,,,,,1680.0,MAR,2021,148.0,139.0,307.0,331.0,243.0,512.0
UD Žalec,,,,,,,1551.0,MAR,2021,139.0,167.0,321.0,317.0,147.0,460.0
OS Koper,,,,,,,6385.0,MAR,2021,476.0,626.0,1458.0,1485.0,666.0,1674.0
UD Ilirska Bistrica,,,,,,,384.0,MAR,2021,28.0,30.0,75.0,87.0,41.0,123.0
UD Izola,,,,,,,753.0,MAR,2021,63.0,79.0,169.0,174.0,73.0,195.0
UD Koper,,,,,,,2519.0,MAR,2021,189.0,238.0,600.0,587.0,266.0,639.0
UD Piran,,,,,,,1049.0,MAR,2021,63.0,105.0,243.0,281.0,119.0,238.0
UD Postojna,,,,,,,812.0,MAR,2021,80.0,81.0,186.0,167.0,70.0,228.0
UD Sežana,,,,,,,868.0,MAR,2021,53.0,93.0,185.0,189.0,97.0,251.0
OS Kranj,,,,,,,5853.0,MAR,2021,539.0,634.0,1380.0,1229.0,556.0,1515.0
UD Jesenice,,,,,,,934.0,MAR,2021,113.0,95.0,231.0,215.0,74.0,206.0
UD Kranj,,,,,,,2602.0,MAR,2021,201.0,272.0,637.0,546.0,235.0,711.0
UD Radovljica,,,,,,,1076.0,MAR,2021,93.0,128.0,227.0,243.0,123.0,262.0
UD Škofja Loka,,,,,,,853.0,MAR,2021,87.0,102.0,186.0,143.0,84.0,251.0
UD Tržič,,,,,,,388.0,MAR,2021,45.0,37.0,99.0,82.0,40.0,85.0
OS Ljubljana,,,,,,,23792.0,MAR,2021,1788.0,2637.0,5946.0,5258.0,2278.0,5885.0
UD Cerknica,,,,,,,386.0,MAR,2021,37.0,33.0,89.0,58.0,38.0,131.0
UD Domžale,,,,,,,1826.0,MAR,2021,152.0,192.0,426.0,409.0,226.0,421.0
UD Grosuplje,,,,,,,1274.0,MAR,2021,170.0,139.0,308.0,273.0,113.0,271.0
UD Kamnik,,,,,,,1020.0,MAR,2021,80.0,94.0,228.0,213.0,104.0,301.0
UD Kočevje,,,,,,,1069.0,MAR,2021,132.0,115.0,255.0,219.0,86.0,262.0
UD Ljubljana,,,,,,,16622.0,MAR,2021,1050.0,1878.0,4245.0,3746.0,1569.0,4134.0
UD Logatec,,,,,,,366.0,MAR,2021,35.0,40.0,81.0,82.0,40.0,88.0
UD Ribnica,,,,,,,359.0,MAR,2021,57.0,55.0,97.0,62.0,26.0,62.0
UD Vrhnika,,,,,,,870.0,MAR,2021,75.0,91.0,217.0,196.0,76.0,215.0
OS Maribor,,,,,,,11431.0,MAR,2021,1192.0,1365.0,2570.0,2370.0,1187.0,2747.0
UD Lenart,,,,,,,469.0,MAR,2021,79.0,67.0,101.0,74.0,43.0,105.0
UD Maribor,,,,,,,8362.0,MAR,2021,817.0,991.0,1931.0,1732.0,871.0,2020.0
UD Pesnica,,,,,,,750.0,MAR,2021,88.0,91.0,143.0,162.0,82.0,184.0
UD Ruše,,,,,,,641.0,MAR,2021,74.0,65.0,129.0,154.0,67.0,152.0
UD Slovenska Bistrica,,,,,,,1209.0,MAR,2021,134.0,151.0,266.0,248.0,124.0,286.0
OS Murska Sobota,,,,,,,5600.0,MAR,2021,703.0,580.0,1042.0,1117.0,659.0,1499.0
UD Gornja Radgona,,,,,,,819.0,MAR,2021,81.0,71.0,179.0,155.0,101.0,232.0
UD Lendava,,,,,,,1243.0,MAR,2021,119.0,120.0,209.0,252.0,154.0,389.0
UD Ljutomer,,,,,,,649.0,MAR,2021,80.0,72.0,106.0,129.0,80.0,182.0
UD Murska Sobota,,,,,,,2889.0,MAR,2021,423.0,317.0,548.0,581.0,324.0,696.0
OS Nova Gorica,,,,,,,3354.0,MAR,2021,238.0,354.0,712.0,705.0,353.0,992.0
UD Ajdovščina,,,,,,,703.0,MAR,2021,53.0,67.0,130.0,151.0,84.0,218.0
UD Idrija,,,,,,,334.0,MAR,2021,30.0,42.0,64.0,81.0,42.0,75.0
UD Nova Gorica,,,,,,,1888.0,MAR,2021,131.0,216.0,430.0,417.0,176.0,518.0
UD Tolmin,,,,,,,429.0,MAR,2021,24.0,29.0,88.0,56.0,51.0,181.0
OS Novo mesto,,,,,,,3743.0,MAR,2021,400.0,362.0,819.0,731.0,358.0,1073.0
UD Črnomelj,,,,,,,884.0,MAR,2021,115.0,78.0,168.0,146.0,83.0,294.0
UD Metlika,,,,,,,440.0,MAR,2021,62.0,37.0,84.0,93.0,52.0,112.0
UD Novo mesto,,,,,,,1901.0,MAR,2021,178.0,184.0,465.0,378.0,176.0,520.0
UD Trebnje,,,,,,,518.0,MAR,2021,45.0,63.0,102.0,114.0,47.0,147.0
OS Ptuj,,,,,,,3309.0,MAR,2021,391.0,406.0,659.0,644.0,437.0,772.0
UD Ormož,,,,,,,624.0,MAR,2021,96.0,78.0,126.0,100.0,73.0,151.0
UD Ptuj,,,,,,,2685.0,MAR,2021,295.0,328.0,533.0,544.0,364.0,621.0
OS Sevnica,,,,,,,3343.0,MAR,2021,340.0,320.0,624.0,636.0,374.0,1049.0
UD Brežice,,,,,,,1124.0,MAR,2021,106.0,108.0,193.0,222.0,127.0,368.0
UD Krško,,,,,,,1500.0,MAR,2021,180.0,142.0,301.0,277.0,159.0,441.0
UD Sevnica,,,,,,,719.0,MAR,2021,54.0,70.0,130.0,137.0,88.0,240.0
OS Trbovlje,,,,,,,2509.0,MAR,2021,242.0,223.0,583.0,556.0,247.0,658.0
UD Hrastnik,,,,,,,457.0,MAR,2021,50.0,44.0,104.0,97.0,52.0,110.0
UD Litija,,,,,,,591.0,MAR,2021,77.0,47.0,133.0,130.0,50.0,154.0
UD Trbovlje,,,,,,,934.0,MAR,2021,70.0,73.0,242.0,213.0,96.0,240.0
UD Zagorje,,,,,,,527.0,MAR,2021,45.0,59.0,104.0,116.0,49.0,154.0
OS Velenje,,,,,,,4554.0,MAR,2021,388.0,460.0,944.0,799.0,475.0,1488.0
UD Dravograd,,,,,,,255.0,MAR,2021,22.0,24.0,52.0,40.0,35.0,82.0
UD Mozirje,,,,,,,463.0,MAR,2021,35.0,56.0,102.0,87.0,47.0,136.0
UD Radlje ob Dravi,,,,,,,582.0,MAR,2021,52.0,47.0,112.0,117.0,91.0,163.0
UD Ravne na Koroškem,,,,,,,758.0,MAR,2021,85.0,96.0,148.0,109.0,89.0,231.0
UD Slovenj Gradec,,,,,,,669.0,MAR,2021,62.0,76.0,134.0,138.0,60.0,199.0
UD Velenje,,,,,,,1827.0,MAR,2021,132.0,161.0,396.0,308.0,153.0,677.0
OS Celje,,,,,,,8413.0,APR,2021,723.0,845.0,1777.0,1706.0,922.0,2440.0
UD Celje,,,,,,,2728.0,APR,2021,226.0,319.0,653.0,590.0,254.0,686.0
UD Laško,,,,,,,576.0,APR,2021,41.0,47.0,137.0,110.0,59.0,182.0
UD Slovenske Konjice,,,,,,,1198.0,APR,2021,107.0,120.0,230.0,214.0,141.0,386.0
UD Šentjur,,,,,,,781.0,APR,2021,64.0,84.0,162.0,170.0,87.0,214.0
UD Šmarje pri Jelšah,,,,,,,1631.0,APR,2021,147.0,129.0,292.0,314.0,240.0,509.0
UD Žalec,,,,,,,1499.0,APR,2021,138.0,146.0,303.0,308.0,141.0,463.0
OS Koper,,,,,,,6163.0,APR,2021,440.0,580.0,1410.0,1447.0,648.0,1638.0
UD Ilirska Bistrica,,,,,,,374.0,APR,2021,26.0,29.0,73.0,86.0,40.0,120.0
UD Izola,,,,,,,721.0,APR,2021,59.0,75.0,167.0,163.0,73.0,184.0
UD Koper,,,,,,,2461.0,APR,2021,185.0,218.0,587.0,578.0,257.0,636.0
UD Piran,,,,,,,979.0,APR,2021,56.0,95.0,224.0,262.0,113.0,229.0
UD Postojna,,,,,,,780.0,APR,2021,67.0,76.0,180.0,165.0,68.0,224.0
UD Sežana,,,,,,,848.0,APR,2021,47.0,87.0,179.0,193.0,97.0,245.0
OS Kranj,,,,,,,5568.0,APR,2021,506.0,585.0,1295.0,1182.0,528.0,1472.0
UD Jesenice,,,,,,,907.0,APR,2021,103.0,98.0,223.0,209.0,83.0,191.0
UD Kranj,,,,,,,2458.0,APR,2021,192.0,251.0,585.0,523.0,216.0,691.0
UD Radovljica,,,,,,,1020.0,APR,2021,85.0,115.0,216.0,233.0,115.0,256.0
UD Škofja Loka,,,,,,,808.0,APR,2021,78.0,91.0,174.0,140.0,79.0,246.0
UD Tržič,,,,,,,375.0,APR,2021,48.0,30.0,97.0,77.0,35.0,88.0
OS Ljubljana,,,,,,,23002.0,APR,2021,1673.0,2516.0,5696.0,5128.0,2203.0,5786.0
UD Cerknica,,,,,,,359.0,APR,2021,34.0,26.0,83.0,57.0,34.0,125.0
UD Domžale,,,,,,,1774.0,APR,2021,137.0,191.0,419.0,391.0,215.0,421.0
UD Grosuplje,,,,,,,1221.0,APR,2021,163.0,138.0,289.0,260.0,100.0,271.0
UD Kamnik,,,,,,,994.0,APR,2021,75.0,93.0,228.0,202.0,101.0,295.0
UD Kočevje,,,,,,,1016.0,APR,2021,123.0,106.0,247.0,204.0,84.0,252.0
UD Ljubljana,,,,,,,16128.0,APR,2021,978.0,1790.0,4070.0,3690.0,1541.0,4059.0
UD Logatec,,,,,,,342.0,APR,2021,27.0,38.0,79.0,75.0,39.0,84.0
UD Ribnica,,,,,,,332.0,APR,2021,59.0,52.0,85.0,53.0,20.0,63.0
UD Vrhnika,,,,,,,836.0,APR,2021,77.0,82.0,196.0,196.0,69.0,216.0
OS Maribor,,,,,,,10911.0,APR,2021,1103.0,1284.0,2438.0,2265.0,1124.0,2697.0
UD Lenart,,,,,,,429.0,APR,2021,66.0,59.0,100.0,64.0,41.0,99.0
UD Maribor,,,,,,,8023.0,APR,2021,767.0,945.0,1826.0,1676.0,825.0,1984.0
UD Pesnica,,,,,,,713.0,APR,2021,79.0,83.0,141.0,150.0,77.0,183.0
UD Ruše,,,,,,,601.0,APR,2021,67.0,58.0,121.0,144.0,67.0,144.0
UD Slovenska Bistrica,,,,,,,1145.0,APR,2021,124.0,139.0,250.0,231.0,114.0,287.0
OS Murska Sobota,,,,,,,5228.0,APR,2021,650.0,531.0,958.0,1044.0,624.0,1421.0
UD Gornja Radgona,,,,,,,763.0,APR,2021,73.0,66.0,158.0,148.0,97.0,221.0
UD Lendava,,,,,,,1183.0,APR,2021,117.0,114.0,189.0,237.0,149.0,377.0
UD Ljutomer,,,,,,,607.0,APR,2021,73.0,66.0,98.0,117.0,71.0,182.0
UD Murska Sobota,,,,,,,2675.0,APR,2021,387.0,285.0,513.0,542.0,307.0,641.0
OS Nova Gorica,,,,,,,3235.0,APR,2021,218.0,335.0,682.0,673.0,349.0,978.0
UD Ajdovščina,,,,,,,690.0,APR,2021,49.0,64.0,127.0,143.0,84.0,223.0
UD Idrija,,,,,,,314.0,APR,2021,30.0,41.0,61.0,75.0,38.0,69.0
UD Nova Gorica,,,,,,,1815.0,APR,2021,119.0,200.0,407.0,399.0,179.0,511.0
UD Tolmin,,,,,,,416.0,APR,2021,20.0,30.0,87.0,56.0,48.0,175.0
OS Novo mesto,,,,,,,3657.0,APR,2021,398.0,330.0,796.0,719.0,351.0,1063.0
UD Črnomelj,,,,,,,866.0,APR,2021,114.0,70.0,161.0,146.0,81.0,294.0
UD Metlika,,,,,,,428.0,APR,2021,64.0,36.0,79.0,91.0,52.0,106.0
UD Novo mesto,,,,,,,1857.0,APR,2021,176.0,171.0,455.0,372.0,171.0,512.0
UD Trebnje,,,,,,,506.0,APR,2021,44.0,53.0,101.0,110.0,47.0,151.0
OS Ptuj,,,,,,,3070.0,APR,2021,346.0,377.0,610.0,572.0,417.0,748.0
UD Ormož,,,,,,,578.0,APR,2021,82.0,71.0,118.0,95.0,71.0,141.0
UD Ptuj,,,,,,,2492.0,APR,2021,264.0,306.0,492.0,477.0,346.0,607.0
OS Sevnica,,,,,,,3273.0,APR,2021,332.0,309.0,604.0,627.0,363.0,1038.0
UD Brežice,,,,,,,1113.0,APR,2021,106.0,107.0,182.0,225.0,121.0,372.0
UD Krško,,,,,,,1455.0,APR,2021,176.0,136.0,291.0,270.0,154.0,428.0
UD Sevnica,,,,,,,705.0,APR,2021,50.0,66.0,131.0,132.0,88.0,238.0
OS Trbovlje,,,,,,,2414.0,APR,2021,204.0,206.0,558.0,552.0,243.0,651.0
UD Hrastnik,,,,,,,433.0,APR,2021,39.0,38.0,94.0,96.0,53.0,113.0
UD Litija,,,,,,,571.0,APR,2021,64.0,46.0,135.0,125.0,49.0,152.0
UD Trbovlje,,,,,,,902.0,APR,2021,63.0,69.0,230.0,214.0,93.0,233.0
UD Zagorje,,,,,,,508.0,APR,2021,38.0,53.0,99.0,117.0,48.0,153.0
OS Velenje,,,,,,,4351.0,APR,2021,369.0,425.0,883.0,751.0,459.0,1464.0
UD Dravograd,,,,,,,232.0,APR,2021,18.0,20.0,46.0,36.0,28.0,84.0
UD Mozirje,,,,,,,441.0,APR,2021,29.0,48.0,95.0,86.0,44.0,139.0
UD Radlje ob Dravi,,,,,,,560.0,APR,2021,52.0,45.0,104.0,110.0,92.0,157.0
UD Ravne na Koroškem,,,,,,,704.0,APR,2021,80.0,90.0,136.0,93.0,80.0,225.0
UD Slovenj Gradec,,,,,,,642.0,APR,2021,59.0,67.0,125.0,134.0,63.0,194.0
UD Velenje,,,,,,,1772.0,APR,2021,131.0,155.0,377.0,292.0,152.0,665.0
OS Celje,,,,,,,8030.0,MAJ,2021,659.0,750.0,1672.0,1645.0,885.0,2419.0
UD Celje,,,,,,,2597.0,MAJ,2021,216.0,281.0,602.0,577.0,244.0,677.0
UD Laško,,,,,,,544.0,MAJ,2021,36.0,39.0,122.0,105.0,59.0,183.0
UD Slovenske Konjice,,,,,,,1159.0,MAJ,2021,94.0,111.0,220.0,209.0,134.0,391.0
UD Šentjur,,,,,,,746.0,MAJ,2021,62.0,72.0,153.0,164.0,82.0,213.0
UD Šmarje pri Jelšah,,,,,,,1552.0,MAJ,2021,125.0,111.0,289.0,295.0,233.0,499.0
UD Žalec,,,,,,,1432.0,MAJ,2021,126.0,136.0,286.0,295.0,133.0,456.0
OS Koper,,,,,,,5701.0,MAJ,2021,376.0,538.0,1282.0,1310.0,611.0,1584.0
UD Ilirska Bistrica,,,,,,,355.0,MAJ,2021,21.0,27.0,72.0,79.0,39.0,117.0
UD Izola,,,,,,,659.0,MAJ,2021,46.0,76.0,149.0,148.0,69.0,171.0
UD Koper,,,,,,,2279.0,MAJ,2021,163.0,197.0,546.0,516.0,241.0,616.0
UD Piran,,,,,,,875.0,MAJ,2021,43.0,82.0,194.0,231.0,107.0,218.0
UD Postojna,,,,,,,743.0,MAJ,2021,62.0,79.0,162.0,151.0,65.0,224.0
UD Sežana,,,,,,,790.0,MAJ,2021,41.0,77.0,159.0,185.0,90.0,238.0
OS Kranj,,,,,,,5171.0,MAJ,2021,442.0,554.0,1204.0,1076.0,475.0,1420.0
UD Jesenice,,,,,,,838.0,MAJ,2021,86.0,93.0,210.0,188.0,74.0,187.0
UD Kranj,,,,,,,2290.0,MAJ,2021,169.0,242.0,540.0,479.0,200.0,660.0
UD Radovljica,,,,,,,946.0,MAJ,2021,80.0,109.0,199.0,203.0,101.0,254.0
UD Škofja Loka,,,,,,,773.0,MAJ,2021,70.0,83.0,169.0,136.0,73.0,242.0
UD Tržič,,,,,,,324.0,MAJ,2021,37.0,27.0,86.0,70.0,27.0,77.0
OS Ljubljana,,,,,,,22036.0,MAJ,2021,1558.0,2359.0,5406.0,4931.0,2106.0,5676.0
UD Cerknica,,,,,,,329.0,MAJ,2021,34.0,24.0,75.0,52.0,26.0,118.0
UD Domžale,,,,,,,1713.0,MAJ,2021,131.0,170.0,412.0,374.0,210.0,416.0
UD Grosuplje,,,,,,,1166.0,MAJ,2021,155.0,133.0,270.0,257.0,89.0,262.0
UD Kamnik,,,,,,,961.0,MAJ,2021,67.0,92.0,225.0,185.0,98.0,294.0
UD Kočevje,,,,,,,946.0,MAJ,2021,113.0,105.0,229.0,193.0,80.0,226.0
UD Ljubljana,,,,,,,15506.0,MAJ,2021,913.0,1671.0,3864.0,3573.0,1484.0,4001.0
UD Logatec,,,,,,,319.0,MAJ,2021,24.0,36.0,71.0,66.0,38.0,84.0
UD Ribnica,,,,,,,300.0,MAJ,2021,55.0,52.0,77.0,42.0,16.0,58.0
UD Vrhnika,,,,,,,796.0,MAJ,2021,66.0,76.0,183.0,189.0,65.0,217.0
OS Maribor,,,,,,,10333.0,MAJ,2021,1016.0,1179.0,2268.0,2151.0,1082.0,2637.0
UD Lenart,,,,,,,389.0,MAJ,2021,55.0,52.0,84.0,59.0,40.0,99.0
UD Maribor,,,,,,,7611.0,MAJ,2021,715.0,872.0,1697.0,1593.0,797.0,1937.0
UD Pesnica,,,,,,,674.0,MAJ,2021,70.0,73.0,134.0,140.0,74.0,183.0
UD Ruše,,,,,,,565.0,MAJ,2021,57.0,58.0,119.0,134.0,58.0,139.0
UD Slovenska Bistrica,,,,,,,1094.0,MAJ,2021,119.0,124.0,234.0,225.0,113.0,279.0
OS Murska Sobota,,,,,,,4792.0,MAJ,2021,584.0,465.0,854.0,969.0,573.0,1347.0
UD Gornja Radgona,,,,,,,679.0,MAJ,2021,64.0,56.0,139.0,134.0,84.0,202.0
UD Lendava,,,,,,,1100.0,MAJ,2021,105.0,97.0,174.0,223.0,142.0,359.0
UD Ljutomer,,,,,,,549.0,MAJ,2021,61.0,60.0,88.0,105.0,62.0,173.0
UD Murska Sobota,,,,,,,2464.0,MAJ,2021,354.0,252.0,453.0,507.0,285.0,613.0
OS Nova Gorica,,,,,,,3002.0,MAJ,2021,188.0,294.0,627.0,621.0,320.0,952.0
UD Ajdovščina,,,,,,,653.0,MAJ,2021,42.0,60.0,121.0,135.0,75.0,220.0
UD Idrija,,,,,,,294.0,MAJ,2021,26.0,37.0,58.0,69.0,35.0,69.0
UD Nova Gorica,,,,,,,1676.0,MAJ,2021,103.0,177.0,372.0,373.0,163.0,488.0
UD Tolmin,,,,,,,379.0,MAJ,2021,17.0,20.0,76.0,44.0,47.0,175.0
OS Novo mesto,,,,,,,3540.0,MAJ,2021,372.0,318.0,773.0,691.0,333.0,1053.0
UD Črnomelj,,,,,,,834.0,MAJ,2021,108.0,65.0,155.0,137.0,76.0,293.0
UD Metlika,,,,,,,408.0,MAJ,2021,60.0,35.0,72.0,88.0,49.0,104.0
UD Novo mesto,,,,,,,1805.0,MAJ,2021,167.0,167.0,444.0,359.0,166.0,502.0
UD Trebnje,,,,,,,493.0,MAJ,2021,37.0,51.0,102.0,107.0,42.0,154.0
OS Ptuj,,,,,,,2872.0,MAJ,2021,312.0,346.0,562.0,538.0,387.0,727.0
UD Ormož,,,,,,,531.0,MAJ,2021,72.0,63.0,107.0,91.0,64.0,134.0
UD Ptuj,,,,,,,2341.0,MAJ,2021,240.0,283.0,455.0,447.0,323.0,593.0
OS Sevnica,,,,,,,3206.0,MAJ,2021,324.0,297.0,604.0,595.0,360.0,1026.0
UD Brežice,,,,,,,1079.0,MAJ,2021,102.0,100.0,182.0,213.0,115.0,367.0
UD Krško,,,,,,,1449.0,MAJ,2021,177.0,136.0,297.0,256.0,157.0,426.0
UD Sevnica,,,,,,,678.0,MAJ,2021,45.0,61.0,125.0,126.0,88.0,233.0
OS Trbovlje,,,,,,,2316.0,MAJ,2021,184.0,188.0,534.0,525.0,236.0,649.0
UD Hrastnik,,,,,,,430.0,MAJ,2021,38.0,39.0,92.0,94.0,51.0,116.0
UD Litija,,,,,,,543.0,MAJ,2021,58.0,40.0,127.0,114.0,49.0,155.0
UD Trbovlje,,,,,,,871.0,MAJ,2021,58.0,65.0,215.0,210.0,90.0,233.0
UD Zagorje,,,,,,,472.0,MAJ,2021,30.0,44.0,100.0,107.0,46.0,145.0
OS Velenje,,,,,,,4149.0,MAJ,2021,342.0,408.0,816.0,739.0,424.0,1420.0
UD Dravograd,,,,,,,230.0,MAJ,2021,18.0,17.0,45.0,39.0,27.0,84.0
UD Mozirje,,,,,,,397.0,MAJ,2021,24.0,46.0,87.0,71.0,36.0,133.0
UD Radlje ob Dravi,,,,,,,534.0,MAJ,2021,56.0,42.0,91.0,114.0,82.0,149.0
UD Ravne na Koroškem,,,,,,,679.0,MAJ,2021,78.0,82.0,131.0,97.0,73.0,218.0
UD Slovenj Gradec,,,,,,,605.0,MAJ,2021,53.0,62.0,110.0,129.0,61.0,190.0
UD Velenje,,,,,,,1704.0,MAJ,2021,113.0,159.0,352.0,289.0,145.0,646.0
OS Celje,,,,,,,7705.0,JUN,2021,588.0,712.0,1587.0,1585.0,850.0,2383.0
UD Celje,,,,,,,2489.0,JUN,2021,191.0,263.0,576.0,554.0,247.0,658.0
UD Laško,,,,,,,517.0,JUN,2021,31.0,34.0,111.0,103.0,56.0,182.0
UD Slovenske Konjice,,,,,,,1129.0,JUN,2021,89.0,105.0,214.0,206.0,127.0,388.0
UD Šentjur,,,,,,,717.0,JUN,2021,54.0,72.0,135.0,160.0,79.0,217.0
UD Šmarje pri Jelšah,,,,,,,1467.0,JUN,2021,110.0,108.0,270.0,277.0,215.0,487.0
UD Žalec,,,,,,,1386.0,JUN,2021,113.0,130.0,281.0,285.0,126.0,451.0
OS Koper,,,,,,,5044.0,JUN,2021,320.0,451.0,1119.0,1156.0,549.0,1449.0
UD Ilirska Bistrica,,,,,,,324.0,JUN,2021,18.0,24.0,60.0,77.0,38.0,107.0
UD Izola,,,,,,,539.0,JUN,2021,34.0,62.0,119.0,125.0,55.0,144.0
UD Koper,,,,,,,2044.0,JUN,2021,140.0,166.0,502.0,454.0,220.0,562.0
UD Piran,,,,,,,726.0,JUN,2021,36.0,59.0,153.0,195.0,89.0,194.0
UD Postojna,,,,,,,685.0,JUN,2021,57.0,71.0,140.0,140.0,61.0,216.0
UD Sežana,,,,,,,726.0,JUN,2021,35.0,69.0,145.0,165.0,86.0,226.0
OS Kranj,,,,,,,4745.0,JUN,2021,395.0,507.0,1073.0,1000.0,418.0,1352.0
UD Jesenice,,,,,,,750.0,JUN,2021,80.0,83.0,187.0,172.0,60.0,168.0
UD Kranj,,,,,,,2155.0,JUN,2021,156.0,233.0,489.0,454.0,181.0,642.0
UD Radovljica,,,,,,,844.0,JUN,2021,60.0,93.0,186.0,174.0,90.0,241.0
UD Škofja Loka,,,,,,,717.0,JUN,2021,67.0,73.0,140.0,141.0,64.0,232.0
UD Tržič,,,,,,,279.0,JUN,2021,32.0,25.0,71.0,59.0,23.0,69.0
OS Ljubljana,,,,,,,21289.0,JUN,2021,1465.0,2232.0,5197.0,4760.0,2056.0,5579.0
UD Cerknica,,,,,,,315.0,JUN,2021,28.0,24.0,73.0,49.0,26.0,115.0
UD Domžale,,,,,,,1659.0,JUN,2021,124.0,159.0,397.0,360.0,201.0,418.0
UD Grosuplje,,,,,,,1101.0,JUN,2021,148.0,125.0,254.0,239.0,81.0,254.0
UD Kamnik,,,,,,,932.0,JUN,2021,64.0,86.0,217.0,176.0,98.0,291.0
UD Kočevje,,,,,,,907.0,JUN,2021,107.0,98.0,221.0,177.0,81.0,223.0
UD Ljubljana,,,,,,,15019.0,JUN,2021,865.0,1582.0,3721.0,3477.0,1449.0,3925.0
UD Logatec,,,,,,,303.0,JUN,2021,18.0,36.0,71.0,58.0,36.0,84.0
UD Ribnica,,,,,,,292.0,JUN,2021,52.0,51.0,78.0,40.0,17.0,54.0
UD Vrhnika,,,,,,,761.0,JUN,2021,59.0,71.0,165.0,184.0,67.0,215.0
OS Maribor,,,,,,,9822.0,JUN,2021,919.0,1113.0,2142.0,2048.0,1030.0,2570.0
UD Lenart,,,,,,,349.0,JUN,2021,50.0,44.0,72.0,56.0,27.0,100.0
UD Maribor,,,,,,,7257.0,JUN,2021,650.0,829.0,1607.0,1516.0,764.0,1891.0
UD Pesnica,,,,,,,629.0,JUN,2021,57.0,67.0,125.0,131.0,70.0,179.0
UD Ruše,,,,,,,555.0,JUN,2021,55.0,60.0,115.0,130.0,59.0,136.0
UD Slovenska Bistrica,,,,,,,1032.0,JUN,2021,107.0,113.0,223.0,215.0,110.0,264.0
OS Murska Sobota,,,,,,,4433.0,JUN,2021,490.0,435.0,785.0,881.0,528.0,1314.0
UD Gornja Radgona,,,,,,,623.0,JUN,2021,48.0,55.0,131.0,123.0,74.0,192.0
UD Lendava,,,,,,,1034.0,JUN,2021,85.0,83.0,166.0,209.0,136.0,355.0
UD Ljutomer,,,,,,,501.0,JUN,2021,56.0,50.0,79.0,88.0,59.0,169.0
UD Murska Sobota,,,,,,,2275.0,JUN,2021,301.0,247.0,409.0,461.0,259.0,598.0
OS Nova Gorica,,,,,,,2778.0,JUN,2021,161.0,251.0,560.0,580.0,286.0,940.0
UD Ajdovščina,,,,,,,614.0,JUN,2021,33.0,53.0,111.0,127.0,70.0,220.0
UD Idrija,,,,,,,276.0,JUN,2021,25.0,33.0,59.0,61.0,29.0,69.0
UD Nova Gorica,,,,,,,1563.0,JUN,2021,91.0,147.0,336.0,356.0,147.0,486.0
UD Tolmin,,,,,,,325.0,JUN,2021,12.0,18.0,54.0,36.0,40.0,165.0
OS Novo mesto,,,,,,,3369.0,JUN,2021,356.0,304.0,716.0,661.0,315.0,1017.0
UD Črnomelj,,,,,,,793.0,JUN,2021,102.0,62.0,146.0,136.0,72.0,275.0
UD Metlika,,,,,,,389.0,JUN,2021,61.0,34.0,66.0,87.0,44.0,97.0
UD Novo mesto,,,,,,,1723.0,JUN,2021,158.0,158.0,413.0,340.0,162.0,492.0
UD Trebnje,,,,,,,464.0,JUN,2021,35.0,50.0,91.0,98.0,37.0,153.0
OS Ptuj,,,,,,,2672.0,JUN,2021,280.0,302.0,528.0,502.0,348.0,712.0
UD Ormož,,,,,,,491.0,JUN,2021,67.0,58.0,95.0,83.0,54.0,134.0
UD Ptuj,,,,,,,2181.0,JUN,2021,213.0,244.0,433.0,419.0,294.0,578.0
OS Sevnica,,,,,,,3062.0,JUN,2021,295.0,273.0,568.0,573.0,337.0,1016.0
UD Brežice,,,,,,,1014.0,JUN,2021,81.0,94.0,165.0,201.0,111.0,362.0
UD Krško,,,,,,,1396.0,JUN,2021,166.0,127.0,285.0,248.0,148.0,422.0
UD Sevnica,,,,,,,652.0,JUN,2021,48.0,52.0,118.0,124.0,78.0,232.0
OS Trbovlje,,,,,,,2228.0,JUN,2021,174.0,187.0,511.0,490.0,225.0,641.0
UD Hrastnik,,,,,,,415.0,JUN,2021,34.0,36.0,90.0,88.0,49.0,118.0
UD Litija,,,,,,,520.0,JUN,2021,51.0,43.0,120.0,107.0,47.0,152.0
