Urad za delo,1+2 - OŠ ali manj,"3+4 - nižje, srednje poklicno izobr.","5 - srednje tehniško, strokovno, splošno izobr.","6+7+8 - visokošolsko izobr. prve, druge, tretje stopnje",Skupaj,month,year,"OŠ
ali manj","nižje, srednje poklicno izob.","srednje tehniško, strokovno,
splošno izob.","visokošolsko
izob. prve, druge,
tretje stopnje"
UD Ravne na Koroškem,,,,,636.0,FEB,2022,148.0,213.0,180.0,95.0
UD Slovenj Gradec,,,,,625.0,FEB,2022,175.0,217.0,139.0,94.0
UD Velenje,,,,,1539.0,FEB,2022,530.0,402.0,384.0,223.0
OS Celje,,,,,6613.0,MAR,2022,1884.0,1898.0,1777.0,1054.0
UD Celje,,,,,2064.0,MAR,2022,556.0,528.0,570.0,410.0
UD Laško,,,,,453.0,MAR,2022,147.0,141.0,121.0,44.0
UD Slovenske Konjice,,,,,945.0,MAR,2022,281.0,298.0,247.0,119.0
UD Šentjur,,,,,665.0,MAR,2022,166.0,216.0,167.0,116.0
UD Šmarje pri Jelšah,,,,,1258.0,MAR,2022,407.0,390.0,313.0,148.0
UD Žalec,,,,,1228.0,MAR,2022,327.0,325.0,359.0,217.0
OS Koper,,,,,4305.0,MAR,2022,1372.0,1066.0,1172.0,695.0
UD Ilirska Bistrica,,,,,256.0,MAR,2022,74.0,84.0,64.0,34.0
UD Izola,,,,,447.0,MAR,2022,153.0,113.0,121.0,60.0
UD Koper,,,,,1845.0,MAR,2022,602.0,436.0,501.0,306.0
UD Piran,,,,,675.0,MAR,2022,173.0,168.0,211.0,123.0
UD Postojna,,,,,523.0,MAR,2022,214.0,126.0,112.0,71.0
UD Sežana,,,,,559.0,MAR,2022,156.0,139.0,163.0,101.0
OS Kranj,,,,,3764.0,MAR,2022,1114.0,867.0,1087.0,696.0
UD Jesenice,,,,,532.0,MAR,2022,181.0,153.0,137.0,61.0
UD Kranj,,,,,1781.0,MAR,2022,573.0,361.0,496.0,351.0
UD Radovljica,,,,,652.0,MAR,2022,155.0,149.0,219.0,129.0
UD Škofja Loka,,,,,553.0,MAR,2022,131.0,147.0,160.0,115.0
UD Tržič,,,,,246.0,MAR,2022,74.0,57.0,75.0,40.0
OS Ljubljana,,,,,17712.0,MAR,2022,5445.0,3833.0,4850.0,3584.0
UD Cerknica,,,,,280.0,MAR,2022,74.0,74.0,83.0,49.0
UD Domžale,,,,,1496.0,MAR,2022,414.0,371.0,419.0,292.0
UD Grosuplje,,,,,897.0,MAR,2022,323.0,212.0,230.0,132.0
UD Kamnik,,,,,776.0,MAR,2022,237.0,224.0,199.0,116.0
UD Kočevje,,,,,765.0,MAR,2022,367.0,212.0,132.0,54.0
UD Ljubljana,,,,,12333.0,MAR,2022,3677.0,2427.0,3487.0,2742.0
UD Logatec,,,,,274.0,MAR,2022,61.0,77.0,79.0,57.0
UD Ribnica,,,,,242.0,MAR,2022,100.0,66.0,49.0,27.0
UD Vrhnika,,,,,649.0,MAR,2022,192.0,170.0,172.0,115.0
OS Maribor,,,,,8320.0,MAR,2022,2439.0,2156.0,2242.0,1483.0
UD Lenart,,,,,285.0,MAR,2022,75.0,95.0,77.0,38.0
UD Maribor,,,,,6208.0,MAR,2022,1838.0,1563.0,1665.0,1142.0
UD Pesnica,,,,,540.0,MAR,2022,161.0,154.0,152.0,73.0
UD Ruše,,,,,384.0,MAR,2022,94.0,126.0,97.0,67.0
UD Slovenska Bistrica,,,,,903.0,MAR,2022,271.0,218.0,251.0,163.0
OS Murska Sobota,,,,,3897.0,MAR,2022,1457.0,1096.0,852.0,492.0
UD Gornja Radgona,,,,,534.0,MAR,2022,154.0,176.0,130.0,74.0
UD Lendava,,,,,945.0,MAR,2022,395.0,271.0,183.0,96.0
UD Ljutomer,,,,,440.0,MAR,2022,125.0,133.0,104.0,78.0
UD Murska Sobota,,,,,1978.0,MAR,2022,783.0,516.0,435.0,244.0
OS Nova Gorica,,,,,2248.0,MAR,2022,734.0,519.0,544.0,451.0
UD Ajdovščina,,,,,518.0,MAR,2022,155.0,134.0,133.0,96.0
UD Idrija,,,,,194.0,MAR,2022,70.0,45.0,45.0,34.0
UD Nova Gorica,,,,,1250.0,MAR,2022,421.0,261.0,298.0,270.0
UD Tolmin,,,,,286.0,MAR,2022,88.0,79.0,68.0,51.0
OS Novo mesto,,,,,3043.0,MAR,2022,1504.0,658.0,548.0,333.0
UD Črnomelj,,,,,711.0,MAR,2022,378.0,176.0,110.0,47.0
UD Metlika,,,,,332.0,MAR,2022,170.0,79.0,58.0,25.0
UD Novo mesto,,,,,1616.0,MAR,2022,758.0,336.0,306.0,216.0
UD Trebnje,,,,,384.0,MAR,2022,198.0,67.0,74.0,45.0
OS Ptuj,,,,,2301.0,MAR,2022,555.0,745.0,696.0,305.0
UD Ormož,,,,,496.0,MAR,2022,120.0,191.0,140.0,45.0
UD Ptuj,,,,,1805.0,MAR,2022,435.0,554.0,556.0,260.0
OS Sevnica,,,,,2705.0,MAR,2022,1030.0,816.0,582.0,277.0
UD Brežice,,,,,907.0,MAR,2022,263.0,299.0,232.0,113.0
UD Krško,,,,,1270.0,MAR,2022,608.0,335.0,229.0,98.0
UD Sevnica,,,,,528.0,MAR,2022,159.0,182.0,121.0,66.0
OS Trbovlje,,,,,1995.0,MAR,2022,715.0,554.0,487.0,239.0
UD Hrastnik,,,,,370.0,MAR,2022,133.0,113.0,84.0,40.0
UD Litija,,,,,466.0,MAR,2022,167.0,135.0,106.0,58.0
UD Trbovlje,,,,,749.0,MAR,2022,282.0,203.0,170.0,94.0
UD Zagorje,,,,,410.0,MAR,2022,133.0,103.0,127.0,47.0
OS Velenje,,,,,3631.0,MAR,2022,1031.0,1107.0,963.0,530.0
UD Dravograd,,,,,200.0,MAR,2022,47.0,63.0,63.0,27.0
UD Mozirje,,,,,376.0,MAR,2022,104.0,109.0,110.0,53.0
UD Radlje ob Dravi,,,,,441.0,MAR,2022,109.0,163.0,123.0,46.0
UD Ravne na Koroškem,,,,,581.0,MAR,2022,134.0,183.0,166.0,98.0
UD Slovenj Gradec,,,,,603.0,MAR,2022,167.0,211.0,135.0,90.0
UD Velenje,,,,,1430.0,MAR,2022,470.0,378.0,366.0,216.0
OS Celje,,,,,6393.0,APR,2022,1818.0,1814.0,1734.0,1027.0
UD Celje,,,,,2021.0,APR,2022,537.0,512.0,575.0,397.0
UD Laško,,,,,439.0,APR,2022,143.0,135.0,116.0,45.0
UD Slovenske Konjice,,,,,908.0,APR,2022,273.0,288.0,232.0,115.0
UD Šentjur,,,,,646.0,APR,2022,155.0,212.0,169.0,110.0
UD Šmarje pri Jelšah,,,,,1199.0,APR,2022,395.0,363.0,298.0,143.0
UD Žalec,,,,,1180.0,APR,2022,315.0,304.0,344.0,217.0
OS Koper,,,,,3950.0,APR,2022,1236.0,995.0,1059.0,660.0
UD Ilirska Bistrica,,,,,240.0,APR,2022,73.0,78.0,57.0,32.0
UD Izola,,,,,391.0,APR,2022,124.0,109.0,105.0,53.0
UD Koper,,,,,1751.0,APR,2022,558.0,418.0,464.0,311.0
UD Piran,,,,,573.0,APR,2022,135.0,145.0,178.0,115.0
UD Postojna,,,,,478.0,APR,2022,197.0,113.0,102.0,66.0
UD Sežana,,,,,517.0,APR,2022,149.0,132.0,153.0,83.0
OS Kranj,,,,,3521.0,APR,2022,1010.0,820.0,1024.0,667.0
UD Jesenice,,,,,502.0,APR,2022,174.0,135.0,132.0,61.0
UD Kranj,,,,,1656.0,APR,2022,515.0,346.0,462.0,333.0
UD Radovljica,,,,,601.0,APR,2022,131.0,143.0,206.0,121.0
UD Škofja Loka,,,,,530.0,APR,2022,118.0,140.0,155.0,117.0
UD Tržič,,,,,232.0,APR,2022,72.0,56.0,69.0,35.0
OS Ljubljana,,,,,17058.0,APR,2022,5180.0,3685.0,4684.0,3509.0
UD Cerknica,,,,,261.0,APR,2022,70.0,74.0,77.0,40.0
UD Domžale,,,,,1443.0,APR,2022,392.0,366.0,399.0,286.0
UD Grosuplje,,,,,852.0,APR,2022,307.0,202.0,213.0,130.0
UD Kamnik,,,,,752.0,APR,2022,227.0,214.0,192.0,119.0
UD Kočevje,,,,,748.0,APR,2022,361.0,208.0,126.0,53.0
UD Ljubljana,,,,,11868.0,APR,2022,3476.0,2316.0,3389.0,2687.0
UD Logatec,,,,,275.0,APR,2022,74.0,77.0,75.0,49.0
UD Ribnica,,,,,245.0,APR,2022,99.0,65.0,50.0,31.0
UD Vrhnika,,,,,614.0,APR,2022,174.0,163.0,163.0,114.0
OS Maribor,,,,,8010.0,APR,2022,2303.0,2082.0,2151.0,1474.0
UD Lenart,,,,,267.0,APR,2022,72.0,83.0,69.0,43.0
UD Maribor,,,,,6014.0,APR,2022,1750.0,1518.0,1613.0,1133.0
UD Pesnica,,,,,519.0,APR,2022,154.0,155.0,139.0,71.0
UD Ruše,,,,,369.0,APR,2022,88.0,117.0,101.0,63.0
UD Slovenska Bistrica,,,,,841.0,APR,2022,239.0,209.0,229.0,164.0
OS Murska Sobota,,,,,3645.0,APR,2022,1368.0,999.0,805.0,473.0
UD Gornja Radgona,,,,,494.0,APR,2022,145.0,161.0,117.0,71.0
UD Lendava,,,,,897.0,APR,2022,374.0,257.0,176.0,90.0
UD Ljutomer,,,,,413.0,APR,2022,114.0,118.0,106.0,75.0
UD Murska Sobota,,,,,1841.0,APR,2022,735.0,463.0,406.0,237.0
OS Nova Gorica,,,,,2149.0,APR,2022,711.0,480.0,506.0,452.0
UD Ajdovščina,,,,,500.0,APR,2022,158.0,129.0,122.0,91.0
UD Idrija,,,,,189.0,APR,2022,69.0,41.0,42.0,37.0
UD Nova Gorica,,,,,1197.0,APR,2022,401.0,247.0,277.0,272.0
UD Tolmin,,,,,263.0,APR,2022,83.0,63.0,65.0,52.0
OS Novo mesto,,,,,3071.0,APR,2022,1512.0,660.0,565.0,334.0
UD Črnomelj,,,,,722.0,APR,2022,386.0,178.0,111.0,47.0
UD Metlika,,,,,334.0,APR,2022,169.0,80.0,65.0,20.0
UD Novo mesto,,,,,1635.0,APR,2022,767.0,337.0,314.0,217.0
UD Trebnje,,,,,380.0,APR,2022,190.0,65.0,75.0,50.0
OS Ptuj,,,,,2224.0,APR,2022,535.0,712.0,680.0,297.0
UD Ormož,,,,,488.0,APR,2022,118.0,185.0,138.0,47.0
UD Ptuj,,,,,1736.0,APR,2022,417.0,527.0,542.0,250.0
OS Sevnica,,,,,2605.0,APR,2022,1001.0,775.0,563.0,266.0
UD Brežice,,,,,881.0,APR,2022,252.0,290.0,230.0,109.0
UD Krško,,,,,1239.0,APR,2022,599.0,324.0,225.0,91.0
UD Sevnica,,,,,485.0,APR,2022,150.0,161.0,108.0,66.0
OS Trbovlje,,,,,1925.0,APR,2022,683.0,539.0,482.0,221.0
UD Hrastnik,,,,,363.0,APR,2022,131.0,108.0,89.0,35.0
UD Litija,,,,,427.0,APR,2022,154.0,125.0,98.0,50.0
UD Trbovlje,,,,,733.0,APR,2022,265.0,205.0,175.0,88.0
UD Zagorje,,,,,402.0,APR,2022,133.0,101.0,120.0,48.0
OS Velenje,,,,,3530.0,APR,2022,1006.0,1064.0,941.0,519.0
UD Dravograd,,,,,190.0,APR,2022,45.0,58.0,56.0,31.0
UD Mozirje,,,,,383.0,APR,2022,105.0,110.0,113.0,55.0
UD Radlje ob Dravi,,,,,428.0,APR,2022,104.0,158.0,118.0,48.0
UD Ravne na Koroškem,,,,,561.0,APR,2022,128.0,177.0,165.0,91.0
UD Slovenj Gradec,,,,,585.0,APR,2022,162.0,209.0,127.0,87.0
UD Velenje,,,,,1383.0,APR,2022,462.0,352.0,362.0,207.0
OS Celje,,,,,6204.0,MAJ,2022,1764.0,1783.0,1654.0,1003.0
UD Celje,,,,,1969.0,MAJ,2022,515.0,511.0,553.0,390.0
UD Laško,,,,,433.0,MAJ,2022,139.0,133.0,113.0,48.0
UD Slovenske Konjice,,,,,896.0,MAJ,2022,266.0,295.0,225.0,110.0
UD Šentjur,,,,,618.0,MAJ,2022,152.0,200.0,161.0,105.0
UD Šmarje pri Jelšah,,,,,1158.0,MAJ,2022,388.0,350.0,281.0,139.0
UD Žalec,,,,,1130.0,MAJ,2022,304.0,294.0,321.0,211.0
OS Koper,,,,,3757.0,MAJ,2022,1185.0,952.0,1001.0,619.0
UD Ilirska Bistrica,,,,,216.0,MAJ,2022,65.0,70.0,51.0,30.0
UD Izola,,,,,370.0,MAJ,2022,124.0,106.0,99.0,41.0
UD Koper,,,,,1676.0,MAJ,2022,526.0,397.0,449.0,304.0
UD Piran,,,,,537.0,MAJ,2022,132.0,143.0,163.0,99.0
UD Postojna,,,,,454.0,MAJ,2022,187.0,110.0,98.0,59.0
UD Sežana,,,,,504.0,MAJ,2022,151.0,126.0,141.0,86.0
OS Kranj,,,,,3277.0,MAJ,2022,896.0,798.0,944.0,639.0
UD Jesenice,,,,,445.0,MAJ,2022,146.0,129.0,117.0,53.0
UD Kranj,,,,,1556.0,MAJ,2022,455.0,345.0,441.0,315.0
UD Radovljica,,,,,554.0,MAJ,2022,119.0,133.0,180.0,122.0
UD Škofja Loka,,,,,492.0,MAJ,2022,106.0,134.0,139.0,113.0
UD Tržič,,,,,230.0,MAJ,2022,70.0,57.0,67.0,36.0
OS Ljubljana,,,,,16421.0,MAJ,2022,4992.0,3521.0,4534.0,3374.0
UD Cerknica,,,,,263.0,MAJ,2022,69.0,77.0,78.0,39.0
UD Domžale,,,,,1387.0,MAJ,2022,381.0,344.0,396.0,266.0
UD Grosuplje,,,,,781.0,MAJ,2022,288.0,182.0,189.0,122.0
UD Kamnik,,,,,735.0,MAJ,2022,223.0,215.0,181.0,116.0
UD Kočevje,,,,,733.0,MAJ,2022,355.0,201.0,122.0,55.0
UD Ljubljana,,,,,11424.0,MAJ,2022,3328.0,2221.0,3289.0,2586.0
UD Logatec,,,,,282.0,MAJ,2022,85.0,69.0,75.0,53.0
UD Ribnica,,,,,235.0,MAJ,2022,98.0,61.0,45.0,31.0
UD Vrhnika,,,,,581.0,MAJ,2022,165.0,151.0,159.0,106.0
OS Maribor,,,,,7741.0,MAJ,2022,2209.0,1998.0,2089.0,1445.0
UD Lenart,,,,,267.0,MAJ,2022,76.0,84.0,70.0,37.0
UD Maribor,,,,,5820.0,MAJ,2022,1684.0,1451.0,1567.0,1118.0
UD Pesnica,,,,,510.0,MAJ,2022,149.0,158.0,133.0,70.0
UD Ruše,,,,,341.0,MAJ,2022,76.0,106.0,97.0,62.0
UD Slovenska Bistrica,,,,,803.0,MAJ,2022,224.0,199.0,222.0,158.0
OS Murska Sobota,,,,,3503.0,MAJ,2022,1315.0,963.0,771.0,454.0
UD Gornja Radgona,,,,,496.0,MAJ,2022,150.0,165.0,112.0,69.0
UD Lendava,,,,,852.0,MAJ,2022,351.0,252.0,170.0,79.0
UD Ljutomer,,,,,390.0,MAJ,2022,100.0,114.0,100.0,76.0
UD Murska Sobota,,,,,1765.0,MAJ,2022,714.0,432.0,389.0,230.0
OS Nova Gorica,,,,,2053.0,MAJ,2022,658.0,477.0,479.0,439.0
UD Ajdovščina,,,,,497.0,MAJ,2022,154.0,135.0,121.0,87.0
UD Idrija,,,,,181.0,MAJ,2022,59.0,41.0,42.0,39.0
UD Nova Gorica,,,,,1138.0,MAJ,2022,376.0,241.0,253.0,268.0
UD Tolmin,,,,,237.0,MAJ,2022,69.0,60.0,63.0,45.0
OS Novo mesto,,,,,3001.0,MAJ,2022,1494.0,638.0,546.0,323.0
UD Črnomelj,,,,,695.0,MAJ,2022,384.0,163.0,106.0,42.0
UD Metlika,,,,,334.0,MAJ,2022,172.0,77.0,67.0,18.0
UD Novo mesto,,,,,1596.0,MAJ,2022,748.0,331.0,306.0,211.0
UD Trebnje,,,,,376.0,MAJ,2022,190.0,67.0,67.0,52.0
OS Ptuj,,,,,2144.0,MAJ,2022,525.0,689.0,648.0,282.0
UD Ormož,,,,,460.0,MAJ,2022,117.0,175.0,128.0,40.0
UD Ptuj,,,,,1684.0,MAJ,2022,408.0,514.0,520.0,242.0
OS Sevnica,,,,,2497.0,MAJ,2022,977.0,733.0,529.0,258.0
UD Brežice,,,,,851.0,MAJ,2022,247.0,275.0,224.0,105.0
UD Krško,,,,,1189.0,MAJ,2022,581.0,313.0,206.0,89.0
UD Sevnica,,,,,457.0,MAJ,2022,149.0,145.0,99.0,64.0
OS Trbovlje,,,,,1856.0,MAJ,2022,660.0,529.0,452.0,215.0
UD Hrastnik,,,,,342.0,MAJ,2022,126.0,102.0,82.0,32.0
UD Litija,,,,,426.0,MAJ,2022,161.0,123.0,93.0,49.0
UD Trbovlje,,,,,706.0,MAJ,2022,251.0,200.0,171.0,84.0
UD Zagorje,,,,,382.0,MAJ,2022,122.0,104.0,106.0,50.0
OS Velenje,,,,,3400.0,MAJ,2022,974.0,1020.0,910.0,496.0
UD Dravograd,,,,,173.0,MAJ,2022,41.0,50.0,52.0,30.0
UD Mozirje,,,,,363.0,MAJ,2022,103.0,105.0,109.0,46.0
UD Radlje ob Dravi,,,,,418.0,MAJ,2022,100.0,154.0,117.0,47.0
UD Ravne na Koroškem,,,,,539.0,MAJ,2022,121.0,170.0,161.0,87.0
UD Slovenj Gradec,,,,,570.0,MAJ,2022,160.0,206.0,117.0,87.0
UD Velenje,,,,,1337.0,MAJ,2022,449.0,335.0,354.0,199.0
OS Celje,,,,,6008.0,JUN,2022,1692.0,1720.0,1611.0,985.0
UD Celje,,,,,1877.0,JUN,2022,476.0,486.0,536.0,379.0
UD Laško,,,,,423.0,JUN,2022,140.0,120.0,110.0,53.0
UD Slovenske Konjice,,,,,876.0,JUN,2022,253.0,287.0,225.0,111.0
UD Šentjur,,,,,612.0,JUN,2022,153.0,198.0,152.0,109.0
UD Šmarje pri Jelšah,,,,,1124.0,JUN,2022,375.0,342.0,270.0,137.0
UD Žalec,,,,,1096.0,JUN,2022,295.0,287.0,318.0,196.0
OS Koper,,,,,3538.0,JUN,2022,1129.0,888.0,940.0,581.0
UD Ilirska Bistrica,,,,,215.0,JUN,2022,65.0,71.0,50.0,29.0
UD Izola,,,,,340.0,JUN,2022,117.0,98.0,93.0,32.0
UD Koper,,,,,1591.0,JUN,2022,514.0,370.0,419.0,288.0
UD Piran,,,,,482.0,JUN,2022,120.0,125.0,142.0,95.0
UD Postojna,,,,,423.0,JUN,2022,165.0,105.0,96.0,57.0
UD Sežana,,,,,487.0,JUN,2022,148.0,119.0,140.0,80.0
OS Kranj,,,,,3176.0,JUN,2022,858.0,783.0,905.0,630.0
UD Jesenice,,,,,441.0,JUN,2022,138.0,140.0,114.0,49.0
UD Kranj,,,,,1511.0,JUN,2022,432.0,335.0,419.0,325.0
UD Radovljica,,,,,522.0,JUN,2022,114.0,127.0,171.0,110.0
UD Škofja Loka,,,,,491.0,JUN,2022,110.0,135.0,136.0,110.0
UD Tržič,,,,,211.0,JUN,2022,64.0,46.0,65.0,36.0
OS Ljubljana,,,,,15910.0,JUN,2022,4804.0,3403.0,4372.0,3331.0
UD Cerknica,,,,,248.0,JUN,2022,63.0,72.0,74.0,39.0
UD Domžale,,,,,1345.0,JUN,2022,365.0,335.0,381.0,264.0
UD Grosuplje,,,,,779.0,JUN,2022,281.0,182.0,188.0,128.0
UD Kamnik,,,,,694.0,JUN,2022,201.0,210.0,172.0,111.0
UD Kočevje,,,,,727.0,JUN,2022,350.0,194.0,122.0,61.0
UD Ljubljana,,,,,11039.0,JUN,2022,3194.0,2140.0,3164.0,2541.0
UD Logatec,,,,,289.0,JUN,2022,93.0,69.0,75.0,52.0
UD Ribnica,,,,,221.0,JUN,2022,98.0,51.0,46.0,26.0
UD Vrhnika,,,,,568.0,JUN,2022,159.0,150.0,150.0,109.0
OS Maribor,,,,,7500.0,JUN,2022,2153.0,1925.0,2006.0,1416.0
UD Lenart,,,,,254.0,JUN,2022,71.0,83.0,64.0,36.0
UD Maribor,,,,,5685.0,JUN,2022,1667.0,1409.0,1515.0,1094.0
UD Pesnica,,,,,477.0,JUN,2022,135.0,145.0,128.0,69.0
UD Ruše,,,,,329.0,JUN,2022,73.0,98.0,95.0,63.0
UD Slovenska Bistrica,,,,,755.0,JUN,2022,207.0,190.0,204.0,154.0
OS Murska Sobota,,,,,3297.0,JUN,2022,1251.0,919.0,708.0,419.0
UD Gornja Radgona,,,,,475.0,JUN,2022,145.0,167.0,101.0,62.0
UD Lendava,,,,,789.0,JUN,2022,325.0,234.0,159.0,71.0
UD Ljutomer,,,,,388.0,JUN,2022,103.0,115.0,102.0,68.0
UD Murska Sobota,,,,,1645.0,JUN,2022,678.0,403.0,346.0,218.0
OS Nova Gorica,,,,,1996.0,JUN,2022,643.0,462.0,457.0,434.0
UD Ajdovščina,,,,,497.0,JUN,2022,153.0,137.0,118.0,89.0
UD Idrija,,,,,172.0,JUN,2022,57.0,39.0,40.0,36.0
UD Nova Gorica,,,,,1095.0,JUN,2022,360.0,231.0,241.0,263.0
UD Tolmin,,,,,232.0,JUN,2022,73.0,55.0,58.0,46.0
OS Novo mesto,,,,,2910.0,JUN,2022,1433.0,615.0,542.0,320.0
UD Črnomelj,,,,,663.0,JUN,2022,368.0,145.0,104.0,46.0
UD Metlika,,,,,325.0,JUN,2022,166.0,77.0,67.0,15.0
UD Novo mesto,,,,,1558.0,JUN,2022,714.0,332.0,307.0,205.0
UD Trebnje,,,,,364.0,JUN,2022,185.0,61.0,64.0,54.0
OS Ptuj,,,,,2061.0,JUN,2022,513.0,667.0,611.0,270.0
UD Ormož,,,,,433.0,JUN,2022,113.0,161.0,122.0,37.0
UD Ptuj,,,,,1628.0,JUN,2022,400.0,506.0,489.0,233.0
OS Sevnica,,,,,2390.0,JUN,2022,933.0,709.0,499.0,249.0
UD Brežice,,,,,811.0,JUN,2022,241.0,264.0,211.0,95.0
UD Krško,,,,,1152.0,JUN,2022,563.0,302.0,200.0,87.0
UD Sevnica,,,,,427.0,JUN,2022,129.0,143.0,88.0,67.0
OS Trbovlje,,,,,1789.0,JUN,2022,643.0,499.0,437.0,210.0
UD Hrastnik,,,,,335.0,JUN,2022,124.0,99.0,83.0,29.0
UD Litija,,,,,394.0,JUN,2022,150.0,114.0,82.0,48.0
UD Trbovlje,,,,,677.0,JUN,2022,243.0,187.0,166.0,81.0
UD Zagorje,,,,,383.0,JUN,2022,126.0,99.0,106.0,52.0
OS Velenje,,,,,3285.0,JUN,2022,951.0,991.0,853.0,490.0
UD Dravograd,,,,,163.0,JUN,2022,37.0,48.0,46.0,32.0
UD Mozirje,,,,,349.0,JUN,2022,103.0,107.0,97.0,42.0
UD Radlje ob Dravi,,,,,399.0,JUN,2022,97.0,147.0,111.0,44.0
UD Ravne na Koroškem,,,,,518.0,JUN,2022,121.0,173.0,146.0,78.0
UD Slovenj Gradec,,,,,558.0,JUN,2022,157.0,195.0,118.0,88.0
UD Velenje,,,,,1298.0,JUN,2022,436.0,321.0,335.0,206.0
OS Celje,,,,,6138.0,JUL,2022,1701.0,1738.0,1646.0,1053.0
UD Celje,,,,,1925.0,JUL,2022,471.0,496.0,548.0,410.0
UD Laško,,,,,437.0,JUL,2022,144.0,122.0,114.0,57.0
UD Slovenske Konjice,,,,,902.0,JUL,2022,255.0,288.0,241.0,118.0
UD Šentjur,,,,,621.0,JUL,2022,152.0,195.0,157.0,117.0
UD Šmarje pri Jelšah,,,,,1151.0,JUL,2022,381.0,346.0,278.0,146.0
UD Žalec,,,,,1102.0,JUL,2022,298.0,291.0,308.0,205.0
OS Koper,,,,,3529.0,JUL,2022,1112.0,881.0,929.0,607.0
UD Ilirska Bistrica,,,,,219.0,JUL,2022,67.0,70.0,51.0,31.0
UD Izola,,,,,328.0,JUL,2022,109.0,97.0,86.0,36.0
UD Koper,,,,,1599.0,JUL,2022,510.0,365.0,423.0,301.0
UD Piran,,,,,470.0,JUL,2022,117.0,118.0,135.0,100.0
UD Postojna,,,,,427.0,JUL,2022,162.0,106.0,98.0,61.0
UD Sežana,,,,,486.0,JUL,2022,147.0,125.0,136.0,78.0
OS Kranj,,,,,3289.0,JUL,2022,855.0,774.0,970.0,690.0
UD Jesenice,,,,,439.0,JUL,2022,133.0,142.0,109.0,55.0
UD Kranj,,,,,1574.0,JUL,2022,438.0,333.0,453.0,350.0
UD Radovljica,,,,,521.0,JUL,2022,106.0,116.0,176.0,123.0
UD Škofja Loka,,,,,534.0,JUL,2022,113.0,139.0,160.0,122.0
UD Tržič,,,,,221.0,JUL,2022,65.0,44.0,72.0,40.0
OS Ljubljana,,,,,15978.0,JUL,2022,4706.0,3386.0,4420.0,3466.0
UD Cerknica,,,,,254.0,JUL,2022,60.0,72.0,76.0,46.0
UD Domžale,,,,,1362.0,JUL,2022,360.0,332.0,395.0,275.0
UD Grosuplje,,,,,799.0,JUL,2022,284.0,191.0,191.0,133.0
UD Kamnik,,,,,701.0,JUL,2022,194.0,204.0,180.0,123.0
UD Kočevje,,,,,740.0,JUL,2022,350.0,195.0,127.0,68.0
UD Ljubljana,,,,,11009.0,JUL,2022,3103.0,2121.0,3167.0,2618.0
UD Logatec,,,,,289.0,JUL,2022,91.0,72.0,74.0,52.0
UD Ribnica,,,,,227.0,JUL,2022,95.0,49.0,54.0,29.0
UD Vrhnika,,,,,597.0,JUL,2022,169.0,150.0,156.0,122.0
OS Maribor,,,,,7508.0,JUL,2022,2133.0,1934.0,1977.0,1464.0
UD Lenart,,,,,255.0,JUL,2022,76.0,82.0,57.0,40.0
UD Maribor,,,,,5709.0,JUL,2022,1648.0,1425.0,1507.0,1129.0
UD Pesnica,,,,,468.0,JUL,2022,130.0,142.0,128.0,68.0
UD Ruše,,,,,333.0,JUL,2022,82.0,91.0,90.0,70.0
UD Slovenska Bistrica,,,,,743.0,JUL,2022,197.0,194.0,195.0,157.0
OS Murska Sobota,,,,,3321.0,JUL,2022,1226.0,909.0,730.0,456.0
UD Gornja Radgona,,,,,483.0,JUL,2022,144.0,169.0,100.0,70.0
UD Lendava,,,,,791.0,JUL,2022,313.0,242.0,165.0,71.0
UD Ljutomer,,,,,392.0,JUL,2022,101.0,110.0,108.0,73.0
UD Murska Sobota,,,,,1655.0,JUL,2022,668.0,388.0,357.0,242.0
OS Nova Gorica,,,,,2003.0,JUL,2022,641.0,456.0,453.0,453.0
UD Ajdovščina,,,,,506.0,JUL,2022,152.0,137.0,122.0,95.0
UD Idrija,,,,,174.0,JUL,2022,54.0,45.0,38.0,37.0
UD Nova Gorica,,,,,1089.0,JUL,2022,361.0,221.0,240.0,267.0
UD Tolmin,,,,,234.0,JUL,2022,74.0,53.0,53.0,54.0
OS Novo mesto,,,,,2952.0,JUL,2022,1425.0,606.0,571.0,350.0
UD Črnomelj,,,,,677.0,JUL,2022,362.0,152.0,114.0,49.0
UD Metlika,,,,,320.0,JUL,2022,166.0,76.0,63.0,15.0
UD Novo mesto,,,,,1591.0,JUL,2022,715.0,318.0,326.0,232.0
UD Trebnje,,,,,364.0,JUL,2022,182.0,60.0,68.0,54.0
OS Ptuj,,,,,2087.0,JUL,2022,508.0,666.0,613.0,300.0
UD Ormož,,,,,433.0,JUL,2022,111.0,157.0,120.0,45.0
UD Ptuj,,,,,1654.0,JUL,2022,397.0,509.0,493.0,255.0
OS Sevnica,,,,,2408.0,JUL,2022,925.0,709.0,514.0,260.0
UD Brežice,,,,,810.0,JUL,2022,239.0,257.0,217.0,97.0
UD Krško,,,,,1177.0,JUL,2022,561.0,318.0,204.0,94.0
UD Sevnica,,,,,421.0,JUL,2022,125.0,134.0,93.0,69.0
OS Trbovlje,,,,,1799.0,JUL,2022,633.0,499.0,443.0,224.0
UD Hrastnik,,,,,337.0,JUL,2022,121.0,94.0,85.0,37.0
UD Litija,,,,,399.0,JUL,2022,143.0,115.0,84.0,57.0
