Urad za delo,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year
UD Velenje,198.0,227.0,141.0,80.0,325.0,126.0,240.0,1337.0,MAJ,2022
OS Celje,994.0,752.0,554.0,377.0,942.0,575.0,1814.0,6008.0,JUN,2022
UD Celje,390.0,276.0,201.0,138.0,300.0,176.0,396.0,1877.0,JUN,2022
UD Laško,80.0,44.0,28.0,27.0,62.0,49.0,133.0,423.0,JUN,2022
UD Slovenske Konjice,111.0,87.0,56.0,52.0,161.0,81.0,328.0,876.0,JUN,2022
UD Šentjur,78.0,83.0,35.0,41.0,95.0,54.0,226.0,612.0,JUN,2022
UD Šmarje pri Jelšah,148.0,119.0,103.0,67.0,167.0,110.0,410.0,1124.0,JUN,2022
UD Žalec,187.0,143.0,131.0,52.0,157.0,105.0,321.0,1096.0,JUN,2022
OS Koper,648.0,494.0,334.0,248.0,567.0,409.0,838.0,3538.0,JUN,2022
UD Ilirska Bistrica,33.0,31.0,19.0,8.0,22.0,19.0,83.0,215.0,JUN,2022
UD Izola,72.0,53.0,38.0,30.0,57.0,31.0,59.0,340.0,JUN,2022
UD Koper,274.0,205.0,142.0,122.0,267.0,206.0,375.0,1591.0,JUN,2022
UD Piran,87.0,72.0,54.0,31.0,87.0,60.0,91.0,482.0,JUN,2022
UD Postojna,86.0,59.0,37.0,31.0,53.0,42.0,115.0,423.0,JUN,2022
UD Sežana,96.0,74.0,44.0,26.0,81.0,51.0,115.0,487.0,JUN,2022
OS Kranj,727.0,539.0,406.0,228.0,518.0,376.0,382.0,3176.0,JUN,2022
UD Jesenice,143.0,63.0,59.0,19.0,56.0,59.0,42.0,441.0,JUN,2022
UD Kranj,324.0,236.0,193.0,113.0,243.0,178.0,224.0,1511.0,JUN,2022
UD Radovljica,107.0,96.0,64.0,35.0,96.0,68.0,56.0,522.0,JUN,2022
UD Škofja Loka,105.0,103.0,56.0,46.0,94.0,44.0,43.0,491.0,JUN,2022
UD Tržič,48.0,41.0,34.0,15.0,29.0,27.0,17.0,211.0,JUN,2022
OS Ljubljana,2394.0,1843.0,1255.0,931.0,2611.0,2095.0,4781.0,15910.0,JUN,2022
UD Cerknica,49.0,39.0,26.0,23.0,44.0,20.0,47.0,248.0,JUN,2022
UD Domžale,186.0,181.0,118.0,92.0,222.0,196.0,350.0,1345.0,JUN,2022
UD Grosuplje,138.0,117.0,77.0,44.0,127.0,88.0,188.0,779.0,JUN,2022
UD Kamnik,113.0,94.0,63.0,48.0,107.0,87.0,182.0,694.0,JUN,2022
UD Kočevje,99.0,76.0,46.0,54.0,92.0,85.0,275.0,727.0,JUN,2022
UD Ljubljana,1570.0,1180.0,829.0,607.0,1856.0,1490.0,3507.0,11039.0,JUN,2022
UD Logatec,95.0,46.0,22.0,11.0,33.0,23.0,59.0,289.0,JUN,2022
UD Ribnica,39.0,26.0,18.0,9.0,42.0,26.0,61.0,221.0,JUN,2022
UD Vrhnika,105.0,84.0,56.0,43.0,88.0,80.0,112.0,568.0,JUN,2022
OS Maribor,1237.0,980.0,718.0,488.0,1149.0,854.0,2074.0,7500.0,JUN,2022
UD Lenart,76.0,48.0,40.0,24.0,42.0,14.0,10.0,254.0,JUN,2022
UD Maribor,856.0,684.0,497.0,349.0,815.0,671.0,1813.0,5685.0,JUN,2022
UD Pesnica,88.0,83.0,55.0,43.0,76.0,52.0,80.0,477.0,JUN,2022
UD Ruše,76.0,41.0,30.0,20.0,58.0,36.0,68.0,329.0,JUN,2022
UD Slovenska Bistrica,141.0,124.0,96.0,52.0,158.0,81.0,103.0,755.0,JUN,2022
OS Murska Sobota,522.0,459.0,375.0,172.0,429.0,267.0,1073.0,3297.0,JUN,2022
UD Gornja Radgona,89.0,56.0,50.0,29.0,54.0,42.0,155.0,475.0,JUN,2022
UD Lendava,76.0,101.0,89.0,33.0,95.0,55.0,340.0,789.0,JUN,2022
UD Ljutomer,79.0,65.0,39.0,29.0,74.0,25.0,77.0,388.0,JUN,2022
UD Murska Sobota,278.0,237.0,197.0,81.0,206.0,145.0,501.0,1645.0,JUN,2022
OS Nova Gorica,380.0,275.0,190.0,135.0,316.0,207.0,493.0,1996.0,JUN,2022
UD Ajdovščina,88.0,63.0,45.0,37.0,75.0,46.0,143.0,497.0,JUN,2022
UD Idrija,39.0,37.0,18.0,14.0,31.0,10.0,23.0,172.0,JUN,2022
UD Nova Gorica,201.0,148.0,104.0,71.0,176.0,127.0,268.0,1095.0,JUN,2022
UD Tolmin,52.0,27.0,23.0,13.0,34.0,24.0,59.0,232.0,JUN,2022
OS Novo mesto,448.0,416.0,217.0,192.0,419.0,277.0,941.0,2910.0,JUN,2022
UD Črnomelj,78.0,65.0,47.0,37.0,102.0,63.0,271.0,663.0,JUN,2022
UD Metlika,35.0,34.0,22.0,25.0,30.0,37.0,142.0,325.0,JUN,2022
UD Novo mesto,271.0,265.0,129.0,114.0,226.0,146.0,407.0,1558.0,JUN,2022
UD Trebnje,64.0,52.0,19.0,16.0,61.0,31.0,121.0,364.0,JUN,2022
OS Ptuj,412.0,284.0,194.0,163.0,410.0,241.0,357.0,2061.0,JUN,2022
UD Ormož,101.0,54.0,42.0,61.0,72.0,30.0,73.0,433.0,JUN,2022
UD Ptuj,311.0,230.0,152.0,102.0,338.0,211.0,284.0,1628.0,JUN,2022
OS Sevnica,292.0,267.0,172.0,144.0,338.0,245.0,932.0,2390.0,JUN,2022
UD Brežice,95.0,105.0,51.0,51.0,114.0,75.0,320.0,811.0,JUN,2022
UD Krško,123.0,104.0,84.0,64.0,132.0,125.0,520.0,1152.0,JUN,2022
UD Sevnica,74.0,58.0,37.0,29.0,92.0,45.0,92.0,427.0,JUN,2022
OS Trbovlje,277.0,216.0,158.0,114.0,291.0,222.0,511.0,1789.0,JUN,2022
UD Hrastnik,51.0,32.0,23.0,21.0,54.0,35.0,119.0,335.0,JUN,2022
UD Litija,75.0,54.0,47.0,25.0,78.0,49.0,66.0,394.0,JUN,2022
UD Trbovlje,78.0,82.0,53.0,31.0,105.0,89.0,239.0,677.0,JUN,2022
UD Zagorje,73.0,48.0,35.0,37.0,54.0,49.0,87.0,383.0,JUN,2022
OS Velenje,557.0,511.0,366.0,243.0,599.0,297.0,712.0,3285.0,JUN,2022
UD Dravograd,43.0,24.0,15.0,14.0,22.0,13.0,32.0,163.0,JUN,2022
UD Mozirje,58.0,59.0,46.0,32.0,54.0,31.0,69.0,349.0,JUN,2022
UD Radlje ob Dravi,60.0,39.0,40.0,14.0,60.0,48.0,138.0,399.0,JUN,2022
UD Ravne na Koroškem,93.0,76.0,64.0,36.0,81.0,41.0,127.0,518.0,JUN,2022
UD Slovenj Gradec,101.0,97.0,69.0,56.0,71.0,50.0,114.0,558.0,JUN,2022
UD Velenje,202.0,216.0,132.0,91.0,311.0,114.0,232.0,1298.0,JUN,2022
OS Celje,1211.0,617.0,634.0,432.0,908.0,541.0,1795.0,6138.0,JUL,2022
UD Celje,469.0,229.0,232.0,155.0,289.0,164.0,387.0,1925.0,JUL,2022
UD Laško,90.0,42.0,33.0,26.0,68.0,45.0,133.0,437.0,JUL,2022
UD Slovenske Konjice,138.0,74.0,77.0,55.0,158.0,76.0,324.0,902.0,JUL,2022
UD Šentjur,109.0,63.0,49.0,38.0,90.0,48.0,224.0,621.0,JUL,2022
UD Šmarje pri Jelšah,181.0,98.0,114.0,74.0,163.0,111.0,410.0,1151.0,JUL,2022
UD Žalec,224.0,111.0,129.0,84.0,140.0,97.0,317.0,1102.0,JUL,2022
OS Koper,745.0,415.0,368.0,259.0,540.0,382.0,820.0,3529.0,JUL,2022
UD Ilirska Bistrica,48.0,19.0,24.0,13.0,21.0,16.0,78.0,219.0,JUL,2022
UD Izola,76.0,46.0,37.0,33.0,51.0,28.0,57.0,328.0,JUL,2022
UD Koper,312.0,177.0,159.0,121.0,260.0,196.0,374.0,1599.0,JUL,2022
UD Piran,95.0,64.0,52.0,37.0,78.0,54.0,90.0,470.0,JUL,2022
UD Postojna,99.0,48.0,42.0,29.0,55.0,40.0,114.0,427.0,JUL,2022
UD Sežana,115.0,61.0,54.0,26.0,75.0,48.0,107.0,486.0,JUL,2022
OS Kranj,918.0,425.0,442.0,276.0,506.0,351.0,371.0,3289.0,JUL,2022
UD Jesenice,170.0,47.0,48.0,29.0,51.0,54.0,40.0,439.0,JUL,2022
UD Kranj,380.0,209.0,211.0,140.0,243.0,172.0,219.0,1574.0,JUL,2022
UD Radovljica,141.0,63.0,78.0,36.0,93.0,59.0,51.0,521.0,JUL,2022
UD Škofja Loka,162.0,74.0,75.0,52.0,85.0,43.0,43.0,534.0,JUL,2022
UD Tržič,65.0,32.0,30.0,19.0,34.0,23.0,18.0,221.0,JUL,2022
OS Ljubljana,2768.0,1579.0,1410.0,1035.0,2471.0,2047.0,4668.0,15978.0,JUL,2022
UD Cerknica,55.0,35.0,30.0,28.0,43.0,19.0,44.0,254.0,JUL,2022
UD Domžale,237.0,135.0,149.0,93.0,212.0,196.0,340.0,1362.0,JUL,2022
UD Grosuplje,162.0,108.0,89.0,49.0,126.0,79.0,186.0,799.0,JUL,2022
UD Kamnik,128.0,77.0,77.0,51.0,103.0,90.0,175.0,701.0,JUL,2022
UD Kočevje,115.0,70.0,57.0,47.0,97.0,83.0,271.0,740.0,JUL,2022
UD Ljubljana,1801.0,1009.0,907.0,695.0,1726.0,1454.0,3417.0,11009.0,JUL,2022
UD Logatec,96.0,44.0,24.0,10.0,33.0,21.0,61.0,289.0,JUL,2022
UD Ribnica,45.0,25.0,16.0,14.0,37.0,26.0,64.0,227.0,JUL,2022
UD Vrhnika,129.0,76.0,61.0,48.0,94.0,79.0,110.0,597.0,JUL,2022
OS Maribor,1492.0,784.0,733.0,563.0,1099.0,800.0,2037.0,7508.0,JUL,2022
UD Lenart,95.0,29.0,41.0,26.0,39.0,14.0,11.0,255.0,JUL,2022
UD Maribor,1041.0,554.0,513.0,401.0,781.0,635.0,1784.0,5709.0,JUL,2022
UD Pesnica,105.0,62.0,48.0,55.0,74.0,48.0,76.0,468.0,JUL,2022
UD Ruše,87.0,40.0,31.0,20.0,55.0,34.0,66.0,333.0,JUL,2022
UD Slovenska Bistrica,164.0,99.0,100.0,61.0,150.0,69.0,100.0,743.0,JUL,2022
OS Murska Sobota,668.0,304.0,432.0,215.0,415.0,253.0,1034.0,3321.0,JUL,2022
UD Gornja Radgona,100.0,49.0,53.0,24.0,63.0,43.0,151.0,483.0,JUL,2022
UD Lendava,114.0,64.0,92.0,55.0,81.0,55.0,330.0,791.0,JUL,2022
UD Ljutomer,99.0,44.0,59.0,25.0,72.0,24.0,69.0,392.0,JUL,2022
UD Murska Sobota,355.0,147.0,228.0,111.0,199.0,131.0,484.0,1655.0,JUL,2022
OS Nova Gorica,444.0,233.0,205.0,144.0,298.0,201.0,478.0,2003.0,JUL,2022
UD Ajdovščina,104.0,56.0,46.0,42.0,71.0,49.0,138.0,506.0,JUL,2022
UD Idrija,51.0,26.0,23.0,13.0,30.0,9.0,22.0,174.0,JUL,2022
UD Nova Gorica,232.0,129.0,110.0,76.0,162.0,123.0,257.0,1089.0,JUL,2022
UD Tolmin,57.0,22.0,26.0,13.0,35.0,20.0,61.0,234.0,JUL,2022
OS Novo mesto,513.0,306.0,325.0,188.0,414.0,266.0,940.0,2952.0,JUL,2022
UD Črnomelj,85.0,60.0,60.0,38.0,100.0,60.0,274.0,677.0,JUL,2022
UD Metlika,41.0,26.0,28.0,22.0,29.0,35.0,139.0,320.0,JUL,2022
UD Novo mesto,322.0,176.0,202.0,115.0,236.0,134.0,406.0,1591.0,JUL,2022
UD Trebnje,65.0,44.0,35.0,13.0,49.0,37.0,121.0,364.0,JUL,2022
OS Ptuj,491.0,236.0,219.0,156.0,406.0,222.0,357.0,2087.0,JUL,2022
UD Ormož,111.0,46.0,47.0,26.0,102.0,28.0,73.0,433.0,JUL,2022
UD Ptuj,380.0,190.0,172.0,130.0,304.0,194.0,284.0,1654.0,JUL,2022
OS Sevnica,365.0,221.0,181.0,171.0,316.0,245.0,909.0,2408.0,JUL,2022
UD Brežice,119.0,74.0,62.0,57.0,111.0,74.0,313.0,810.0,JUL,2022
UD Krško,154.0,107.0,77.0,77.0,124.0,127.0,511.0,1177.0,JUL,2022
UD Sevnica,92.0,40.0,42.0,37.0,81.0,44.0,85.0,421.0,JUL,2022
OS Trbovlje,336.0,180.0,162.0,134.0,282.0,211.0,494.0,1799.0,JUL,2022
UD Hrastnik,61.0,27.0,23.0,24.0,53.0,31.0,118.0,337.0,JUL,2022
UD Litija,87.0,51.0,39.0,32.0,74.0,51.0,65.0,399.0,JUL,2022
UD Trbovlje,109.0,63.0,63.0,40.0,99.0,88.0,227.0,689.0,JUL,2022
UD Zagorje,79.0,39.0,37.0,38.0,56.0,41.0,84.0,374.0,JUL,2022
OS Velenje,661.0,337.0,469.0,294.0,582.0,294.0,692.0,3329.0,JUL,2022
UD Dravograd,35.0,24.0,12.0,18.0,21.0,11.0,34.0,155.0,JUL,2022
UD Mozirje,74.0,49.0,53.0,36.0,51.0,33.0,63.0,359.0,JUL,2022
UD Radlje ob Dravi,69.0,34.0,39.0,18.0,59.0,49.0,134.0,402.0,JUL,2022
UD Ravne na Koroškem,118.0,57.0,68.0,50.0,81.0,39.0,127.0,540.0,JUL,2022
UD Slovenj Gradec,115.0,54.0,90.0,65.0,70.0,44.0,114.0,552.0,JUL,2022
UD Velenje,250.0,119.0,207.0,107.0,300.0,118.0,220.0,1321.0,JUL,2022
OS Celje,1175.0,714.0,569.0,452.0,913.0,525.0,1769.0,6117.0,AVG,2022
UD Celje,455.0,273.0,210.0,156.0,283.0,165.0,381.0,1923.0,AVG,2022
UD Laško,88.0,55.0,31.0,20.0,71.0,46.0,129.0,440.0,AVG,2022
UD Slovenske Konjice,138.0,89.0,73.0,53.0,161.0,74.0,328.0,916.0,AVG,2022
UD Šentjur,101.0,61.0,54.0,36.0,98.0,39.0,221.0,610.0,AVG,2022
UD Šmarje pri Jelšah,161.0,117.0,98.0,91.0,157.0,110.0,406.0,1140.0,AVG,2022
UD Žalec,232.0,119.0,103.0,96.0,143.0,91.0,304.0,1088.0,AVG,2022
OS Koper,775.0,499.0,305.0,294.0,521.0,366.0,799.0,3559.0,AVG,2022
UD Ilirska Bistrica,61.0,20.0,23.0,15.0,20.0,17.0,77.0,233.0,AVG,2022
UD Izola,80.0,52.0,32.0,35.0,53.0,28.0,54.0,334.0,AVG,2022
UD Koper,318.0,213.0,130.0,139.0,246.0,193.0,369.0,1608.0,AVG,2022
UD Piran,95.0,76.0,39.0,44.0,79.0,48.0,84.0,465.0,AVG,2022
UD Postojna,109.0,63.0,37.0,33.0,52.0,34.0,113.0,441.0,AVG,2022
UD Sežana,112.0,75.0,44.0,28.0,71.0,46.0,102.0,478.0,AVG,2022
OS Kranj,881.0,494.0,377.0,313.0,488.0,341.0,365.0,3259.0,AVG,2022
UD Jesenice,174.0,64.0,44.0,33.0,46.0,49.0,36.0,446.0,AVG,2022
UD Kranj,350.0,247.0,168.0,160.0,241.0,170.0,220.0,1556.0,AVG,2022
UD Radovljica,139.0,66.0,65.0,43.0,87.0,57.0,49.0,506.0,AVG,2022
UD Škofja Loka,160.0,73.0,67.0,55.0,80.0,41.0,42.0,518.0,AVG,2022
UD Tržič,58.0,44.0,33.0,22.0,34.0,24.0,18.0,233.0,AVG,2022
OS Ljubljana,2611.0,1781.0,1315.0,1103.0,2338.0,1998.0,4592.0,15738.0,AVG,2022
UD Cerknica,55.0,45.0,21.0,32.0,40.0,20.0,44.0,257.0,AVG,2022
UD Domžale,245.0,134.0,142.0,99.0,198.0,192.0,334.0,1344.0,AVG,2022
UD Grosuplje,171.0,105.0,81.0,62.0,118.0,80.0,187.0,804.0,AVG,2022
UD Kamnik,121.0,88.0,69.0,57.0,92.0,90.0,171.0,688.0,AVG,2022
UD Kočevje,94.0,82.0,57.0,44.0,101.0,80.0,264.0,722.0,AVG,2022
UD Ljubljana,1670.0,1162.0,844.0,733.0,1633.0,1422.0,3357.0,10821.0,AVG,2022
UD Logatec,83.0,60.0,23.0,17.0,29.0,17.0,61.0,290.0,AVG,2022
UD Ribnica,50.0,28.0,19.0,11.0,33.0,23.0,66.0,230.0,AVG,2022
UD Vrhnika,122.0,77.0,59.0,48.0,94.0,74.0,108.0,582.0,AVG,2022
OS Maribor,1455.0,864.0,688.0,576.0,1067.0,770.0,1979.0,7399.0,AVG,2022
UD Lenart,98.0,47.0,32.0,27.0,43.0,13.0,11.0,271.0,AVG,2022
UD Maribor,1000.0,615.0,494.0,396.0,764.0,617.0,1735.0,5621.0,AVG,2022
UD Pesnica,106.0,67.0,50.0,47.0,72.0,47.0,75.0,464.0,AVG,2022
UD Ruše,80.0,46.0,21.0,26.0,54.0,26.0,63.0,316.0,AVG,2022
UD Slovenska Bistrica,171.0,89.0,91.0,80.0,134.0,67.0,95.0,727.0,AVG,2022
OS Murska Sobota,710.0,329.0,376.0,246.0,397.0,245.0,1003.0,3306.0,AVG,2022
UD Gornja Radgona,96.0,61.0,42.0,29.0,60.0,45.0,145.0,478.0,AVG,2022
UD Lendava,142.0,64.0,85.0,59.0,82.0,54.0,323.0,809.0,AVG,2022
UD Ljutomer,98.0,52.0,54.0,23.0,78.0,21.0,67.0,393.0,AVG,2022
UD Murska Sobota,374.0,152.0,195.0,135.0,177.0,125.0,468.0,1626.0,AVG,2022
OS Nova Gorica,438.0,264.0,193.0,142.0,292.0,195.0,467.0,1991.0,AVG,2022
UD Ajdovščina,93.0,75.0,46.0,43.0,74.0,50.0,136.0,517.0,AVG,2022
UD Idrija,56.0,29.0,16.0,15.0,26.0,13.0,18.0,173.0,AVG,2022
UD Nova Gorica,220.0,137.0,111.0,68.0,160.0,115.0,251.0,1062.0,AVG,2022
UD Tolmin,69.0,23.0,20.0,16.0,32.0,17.0,62.0,239.0,AVG,2022
OS Novo mesto,531.0,346.0,297.0,194.0,426.0,268.0,933.0,2995.0,AVG,2022
UD Črnomelj,96.0,64.0,51.0,41.0,103.0,60.0,270.0,685.0,AVG,2022
UD Metlika,45.0,34.0,24.0,16.0,34.0,36.0,140.0,329.0,AVG,2022
UD Novo mesto,323.0,203.0,183.0,120.0,242.0,139.0,401.0,1611.0,AVG,2022
UD Trebnje,67.0,45.0,39.0,17.0,47.0,33.0,122.0,370.0,AVG,2022
OS Ptuj,466.0,281.0,190.0,160.0,392.0,220.0,346.0,2055.0,AVG,2022
UD Ormož,93.0,63.0,32.0,31.0,95.0,27.0,63.0,404.0,AVG,2022
UD Ptuj,373.0,218.0,158.0,129.0,297.0,193.0,283.0,1651.0,AVG,2022
OS Sevnica,372.0,248.0,166.0,166.0,312.0,246.0,887.0,2397.0,AVG,2022
UD Brežice,110.0,85.0,64.0,57.0,106.0,80.0,310.0,812.0,AVG,2022
UD Krško,173.0,108.0,67.0,76.0,132.0,122.0,498.0,1176.0,AVG,2022
UD Sevnica,89.0,55.0,35.0,33.0,74.0,44.0,79.0,409.0,AVG,2022
OS Trbovlje,306.0,220.0,145.0,141.0,271.0,211.0,479.0,1773.0,AVG,2022
UD Hrastnik,57.0,42.0,17.0,26.0,47.0,31.0,118.0,338.0,AVG,2022
UD Litija,87.0,57.0,37.0,33.0,75.0,48.0,65.0,402.0,AVG,2022
UD Trbovlje,100.0,74.0,57.0,47.0,92.0,87.0,215.0,672.0,AVG,2022
UD Zagorje,62.0,47.0,34.0,35.0,57.0,45.0,81.0,361.0,AVG,2022
OS Velenje,711.0,392.0,404.0,289.0,599.0,274.0,677.0,3346.0,AVG,2022
UD Dravograd,35.0,30.0,9.0,12.0,23.0,10.0,33.0,152.0,AVG,2022
UD Mozirje,87.0,53.0,47.0,33.0,55.0,27.0,63.0,365.0,AVG,2022
UD Radlje ob Dravi,66.0,41.0,32.0,30.0,53.0,49.0,126.0,397.0,AVG,2022
UD Ravne na Koroškem,128.0,67.0,60.0,46.0,86.0,38.0,121.0,546.0,AVG,2022
UD Slovenj Gradec,107.0,68.0,73.0,57.0,81.0,39.0,113.0,538.0,AVG,2022
UD Velenje,288.0,133.0,183.0,111.0,301.0,111.0,221.0,1348.0,AVG,2022
OS Celje,1086.0,701.0,533.0,420.0,889.0,501.0,1771.0,5901.0,SEP,2022
UD Celje,400.0,268.0,194.0,144.0,269.0,157.0,385.0,1817.0,SEP,2022
UD Laško,62.0,60.0,27.0,24.0,69.0,42.0,126.0,410.0,SEP,2022
UD Slovenske Konjice,127.0,87.0,75.0,47.0,152.0,69.0,325.0,882.0,SEP,2022
UD Šentjur,118.0,56.0,65.0,26.0,95.0,38.0,224.0,622.0,SEP,2022
UD Šmarje pri Jelšah,159.0,110.0,86.0,84.0,165.0,102.0,409.0,1115.0,SEP,2022
UD Žalec,220.0,120.0,86.0,95.0,139.0,93.0,302.0,1055.0,SEP,2022
OS Koper,839.0,486.0,317.0,223.0,531.0,351.0,771.0,3518.0,SEP,2022
UD Ilirska Bistrica,58.0,28.0,19.0,13.0,24.0,17.0,71.0,230.0,SEP,2022
UD Izola,95.0,42.0,29.0,26.0,53.0,28.0,50.0,323.0,SEP,2022
UD Koper,317.0,219.0,141.0,97.0,253.0,183.0,361.0,1571.0,SEP,2022
UD Piran,110.0,74.0,44.0,36.0,77.0,43.0,84.0,468.0,SEP,2022
UD Postojna,127.0,55.0,38.0,24.0,53.0,34.0,110.0,441.0,SEP,2022
UD Sežana,132.0,68.0,46.0,27.0,71.0,46.0,95.0,485.0,SEP,2022
OS Kranj,861.0,531.0,369.0,281.0,455.0,312.0,352.0,3161.0,SEP,2022
UD Jesenice,142.0,96.0,40.0,28.0,43.0,42.0,35.0,426.0,SEP,2022
UD Kranj,371.0,239.0,168.0,147.0,228.0,155.0,216.0,1524.0,SEP,2022
UD Radovljica,151.0,78.0,62.0,40.0,73.0,54.0,46.0,504.0,SEP,2022
UD Škofja Loka,129.0,85.0,66.0,42.0,79.0,38.0,38.0,477.0,SEP,2022
UD Tržič,68.0,33.0,33.0,24.0,32.0,23.0,17.0,230.0,SEP,2022
OS Ljubljana,2586.0,1744.0,1340.0,951.0,2213.0,1864.0,4484.0,15182.0,SEP,2022
UD Cerknica,58.0,26.0,32.0,22.0,40.0,19.0,43.0,240.0,SEP,2022
UD Domžale,240.0,133.0,134.0,85.0,193.0,173.0,334.0,1292.0,SEP,2022
UD Grosuplje,155.0,101.0,87.0,59.0,110.0,77.0,178.0,767.0,SEP,2022
UD Kamnik,144.0,76.0,71.0,46.0,93.0,83.0,168.0,681.0,SEP,2022
UD Kočevje,107.0,76.0,60.0,36.0,99.0,76.0,262.0,716.0,SEP,2022
UD Ljubljana,1647.0,1170.0,846.0,634.0,1531.0,1330.0,3274.0,10432.0,SEP,2022
UD Logatec,68.0,62.0,32.0,15.0,32.0,13.0,58.0,280.0,SEP,2022
UD Ribnica,51.0,24.0,17.0,15.0,27.0,24.0,64.0,222.0,SEP,2022
UD Vrhnika,116.0,76.0,61.0,39.0,88.0,69.0,103.0,552.0,SEP,2022
OS Maribor,1342.0,833.0,658.0,494.0,1065.0,705.0,1933.0,7030.0,SEP,2022
UD Lenart,77.0,43.0,29.0,21.0,45.0,15.0,8.0,238.0,SEP,2022
UD Maribor,941.0,603.0,479.0,350.0,746.0,562.0,1709.0,5390.0,SEP,2022
UD Pesnica,99.0,57.0,46.0,32.0,82.0,44.0,73.0,433.0,SEP,2022
UD Ruše,68.0,42.0,18.0,23.0,55.0,22.0,57.0,285.0,SEP,2022
UD Slovenska Bistrica,157.0,88.0,86.0,68.0,137.0,62.0,86.0,684.0,SEP,2022
OS Murska Sobota,698.0,339.0,311.0,252.0,385.0,228.0,987.0,3200.0,SEP,2022
UD Gornja Radgona,99.0,65.0,35.0,31.0,57.0,40.0,144.0,471.0,SEP,2022
UD Lendava,153.0,65.0,69.0,62.0,89.0,47.0,323.0,808.0,SEP,2022
UD Ljutomer,84.0,50.0,51.0,27.0,69.0,21.0,66.0,368.0,SEP,2022
UD Murska Sobota,362.0,159.0,156.0,132.0,170.0,120.0,454.0,1553.0,SEP,2022
OS Nova Gorica,399.0,246.0,180.0,130.0,289.0,183.0,459.0,1886.0,SEP,2022
UD Ajdovščina,88.0,68.0,43.0,37.0,82.0,47.0,136.0,501.0,SEP,2022
UD Idrija,52.0,24.0,19.0,11.0,25.0,14.0,19.0,164.0,SEP,2022
UD Nova Gorica,210.0,125.0,96.0,70.0,149.0,106.0,242.0,998.0,SEP,2022
UD Tolmin,49.0,29.0,22.0,12.0,33.0,16.0,62.0,223.0,SEP,2022
OS Novo mesto,538.0,319.0,315.0,169.0,416.0,258.0,928.0,2943.0,SEP,2022
UD Črnomelj,99.0,59.0,50.0,35.0,99.0,62.0,271.0,675.0,SEP,2022
UD Metlika,50.0,30.0,26.0,13.0,31.0,32.0,134.0,316.0,SEP,2022
UD Novo mesto,312.0,193.0,196.0,106.0,243.0,134.0,398.0,1582.0,SEP,2022
UD Trebnje,77.0,37.0,43.0,15.0,43.0,30.0,125.0,370.0,SEP,2022
OS Ptuj,439.0,275.0,195.0,138.0,352.0,228.0,338.0,1965.0,SEP,2022
UD Ormož,78.0,67.0,35.0,29.0,87.0,27.0,59.0,382.0,SEP,2022
UD Ptuj,361.0,208.0,160.0,109.0,265.0,201.0,279.0,1583.0,SEP,2022
OS Sevnica,362.0,231.0,196.0,134.0,311.0,231.0,881.0,2346.0,SEP,2022
UD Brežice,106.0,77.0,84.0,40.0,112.0,75.0,312.0,806.0,SEP,2022
UD Krško,162.0,97.0,77.0,68.0,132.0,109.0,492.0,1137.0,SEP,2022
UD Sevnica,94.0,57.0,35.0,26.0,67.0,47.0,77.0,403.0,SEP,2022
OS Trbovlje,274.0,198.0,147.0,117.0,262.0,193.0,482.0,1673.0,SEP,2022
UD Hrastnik,51.0,39.0,22.0,16.0,50.0,27.0,118.0,323.0,SEP,2022
UD Litija,79.0,49.0,30.0,35.0,61.0,45.0,65.0,364.0,SEP,2022
UD Trbovlje,74.0,69.0,63.0,43.0,90.0,82.0,215.0,636.0,SEP,2022
UD Zagorje,70.0,41.0,32.0,23.0,61.0,39.0,84.0,350.0,SEP,2022
OS Velenje,691.0,381.0,376.0,270.0,581.0,273.0,666.0,3238.0,SEP,2022
UD Dravograd,54.0,20.0,17.0,8.0,25.0,10.0,27.0,161.0,SEP,2022
UD Mozirje,102.0,45.0,46.0,34.0,57.0,27.0,62.0,373.0,SEP,2022
UD Radlje ob Dravi,60.0,38.0,29.0,29.0,49.0,45.0,122.0,372.0,SEP,2022
UD Ravne na Koroškem,133.0,60.0,52.0,45.0,81.0,38.0,120.0,529.0,SEP,2022
UD Slovenj Gradec,95.0,76.0,62.0,53.0,84.0,35.0,112.0,517.0,SEP,2022
UD Velenje,247.0,142.0,170.0,101.0,285.0,118.0,223.0,1286.0,SEP,2022
OS Celje,1334.0,753.0,406.0,464.0,881.0,489.0,1764.0,6091.0,OKT,2022
UD Celje,505.0,276.0,158.0,163.0,270.0,148.0,382.0,1902.0,OKT,2022
UD Laško,61.0,64.0,22.0,21.0,71.0,42.0,125.0,406.0,OKT,2022
UD Slovenske Konjice,146.0,95.0,56.0,62.0,138.0,72.0,325.0,894.0,OKT,2022
UD Šentjur,142.0,63.0,50.0,41.0,93.0,39.0,225.0,653.0,OKT,2022
UD Šmarje pri Jelšah,204.0,123.0,64.0,88.0,165.0,100.0,409.0,1153.0,OKT,2022
UD Žalec,276.0,132.0,56.0,89.0,144.0,88.0,298.0,1083.0,OKT,2022
OS Koper,975.0,505.0,252.0,249.0,498.0,341.0,763.0,3583.0,OKT,2022
