Občina,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year
Semič,18.0,13.0,2.0,13.0,22.0,14.0,52.0,134.0,DEC,2021
Sevnica,101.0,64.0,34.0,61.0,115.0,44.0,160.0,579.0,DEC,2021
Sežana,72.0,40.0,17.0,28.0,88.0,30.0,72.0,347.0,DEC,2021
Slovenj Gradec,147.0,80.0,40.0,42.0,80.0,41.0,108.0,538.0,DEC,2021
Slovenska Bistrica,210.0,85.0,53.0,65.0,170.0,76.0,98.0,757.0,DEC,2021
Slovenske Konjice,124.0,53.0,29.0,37.0,118.0,57.0,214.0,632.0,DEC,2021
Sodražica,9.0,0.0,2.0,2.0,12.0,7.0,7.0,39.0,DEC,2021
Solčava,2.0,1.0,0.0,1.0,3.0,0.0,0.0,7.0,DEC,2021
Središče ob Dravi,24.0,22.0,13.0,5.0,16.0,9.0,10.0,99.0,DEC,2021
Starše,34.0,18.0,3.0,11.0,23.0,14.0,32.0,135.0,DEC,2021
Straža,14.0,9.0,6.0,11.0,17.0,4.0,20.0,81.0,DEC,2021
Sveta Ana,22.0,12.0,5.0,5.0,6.0,1.0,4.0,55.0,DEC,2021
Sveta Trojica v Slovenskih goricah,15.0,6.0,4.0,1.0,10.0,2.0,5.0,43.0,DEC,2021
Sveti Andraž v Slovenskih goricah,6.0,1.0,1.0,3.0,9.0,1.0,5.0,26.0,DEC,2021
Sveti Jurij ob Ščavnici,21.0,17.0,4.0,7.0,17.0,5.0,24.0,95.0,DEC,2021
Sveti Jurij v Slovenskih goricah,26.0,4.0,3.0,4.0,8.0,0.0,0.0,45.0,DEC,2021
Sveti Tomaž,23.0,16.0,14.0,6.0,13.0,5.0,16.0,93.0,DEC,2021
Šalovci,19.0,5.0,5.0,5.0,4.0,2.0,11.0,51.0,DEC,2021
Šempeter - Vrtojba,29.0,16.0,12.0,13.0,20.0,10.0,33.0,133.0,DEC,2021
Šenčur,56.0,26.0,7.0,6.0,36.0,23.0,19.0,173.0,DEC,2021
Šentilj,67.0,32.0,26.0,24.0,64.0,28.0,44.0,285.0,DEC,2021
Šentjernej,29.0,17.0,11.0,16.0,39.0,22.0,67.0,201.0,DEC,2021
Šentjur,115.0,69.0,38.0,62.0,109.0,70.0,197.0,660.0,DEC,2021
Šentrupert,12.0,5.0,6.0,1.0,10.0,4.0,5.0,43.0,DEC,2021
Škocjan,21.0,15.0,10.0,5.0,34.0,9.0,45.0,139.0,DEC,2021
Škofja Loka,88.0,57.0,37.0,24.0,96.0,41.0,39.0,382.0,DEC,2021
Škofljica,67.0,37.0,16.0,24.0,70.0,30.0,65.0,309.0,DEC,2021
Šmarje pri Jelšah,66.0,45.0,16.0,31.0,79.0,47.0,129.0,413.0,DEC,2021
Šmarješke Toplice,11.0,7.0,2.0,2.0,9.0,4.0,12.0,47.0,DEC,2021
Šmartno ob Paki,20.0,13.0,8.0,11.0,24.0,8.0,12.0,96.0,DEC,2021
Šmartno pri Litiji,25.0,18.0,7.0,13.0,29.0,8.0,31.0,131.0,DEC,2021
Šoštanj,53.0,26.0,19.0,29.0,64.0,19.0,38.0,248.0,DEC,2021
Štore,38.0,13.0,8.0,8.0,26.0,8.0,25.0,126.0,DEC,2021
Tabor,13.0,4.0,1.0,4.0,11.0,6.0,11.0,50.0,DEC,2021
Tišina,56.0,15.0,3.0,8.0,35.0,14.0,30.0,161.0,DEC,2021
Tolmin,45.0,19.0,10.0,15.0,46.0,18.0,55.0,208.0,DEC,2021
Trbovlje,109.0,66.0,40.0,37.0,173.0,102.0,243.0,770.0,DEC,2021
Trebnje,53.0,25.0,19.0,34.0,46.0,35.0,94.0,306.0,DEC,2021
Trnovska vas,6.0,9.0,4.0,0.0,5.0,6.0,1.0,31.0,DEC,2021
Trzin,12.0,10.0,2.0,7.0,27.0,14.0,17.0,89.0,DEC,2021
Tržič,102.0,48.0,20.0,14.0,59.0,20.0,29.0,292.0,DEC,2021
Turnišče,32.0,8.0,5.0,8.0,19.0,11.0,43.0,126.0,DEC,2021
Velenje,272.0,129.0,78.0,118.0,265.0,109.0,209.0,1180.0,DEC,2021
Velika Polana,14.0,3.0,2.0,3.0,6.0,1.0,14.0,43.0,DEC,2021
Velike Lašče,12.0,14.0,8.0,10.0,24.0,9.0,22.0,99.0,DEC,2021
Veržej,11.0,5.0,3.0,2.0,3.0,2.0,4.0,30.0,DEC,2021
Videm,46.0,19.0,10.0,9.0,49.0,18.0,29.0,180.0,DEC,2021
Vipava,22.0,21.0,2.0,7.0,26.0,14.0,29.0,121.0,DEC,2021
Vitanje,8.0,7.0,5.0,9.0,13.0,5.0,28.0,75.0,DEC,2021
Vodice,21.0,13.0,10.0,9.0,19.0,8.0,33.0,113.0,DEC,2021
Vojnik,63.0,35.0,16.0,19.0,36.0,17.0,39.0,225.0,DEC,2021
Vransko,16.0,2.0,2.0,3.0,10.0,3.0,14.0,50.0,DEC,2021
Vrhnika,74.0,53.0,29.0,38.0,117.0,55.0,118.0,484.0,DEC,2021
Vuzenica,31.0,5.0,7.0,3.0,22.0,7.0,18.0,93.0,DEC,2021
Zagorje ob Savi,87.0,83.0,21.0,23.0,98.0,61.0,104.0,477.0,DEC,2021
Zavrč,11.0,5.0,3.0,6.0,19.0,7.0,11.0,62.0,DEC,2021
Zreče,35.0,26.0,18.0,18.0,55.0,24.0,75.0,251.0,DEC,2021
Žalec,187.0,73.0,50.0,64.0,157.0,80.0,203.0,814.0,DEC,2021
Železniki,15.0,10.0,8.0,10.0,21.0,4.0,6.0,74.0,DEC,2021
Žetale,8.0,2.0,4.0,1.0,8.0,0.0,7.0,30.0,DEC,2021
Žiri,20.0,13.0,6.0,7.0,20.0,4.0,5.0,75.0,DEC,2021
Žirovnica,18.0,11.0,6.0,5.0,14.0,5.0,8.0,67.0,DEC,2021
Žužemberk,12.0,10.0,4.0,5.0,26.0,9.0,26.0,92.0,DEC,2021
Občina izven RS,310.0,95.0,30.0,36.0,83.0,33.0,25.0,612.0,DEC,2021
Ajdovščina,87.0,60.0,24.0,17.0,99.0,32.0,137.0,456.0,JAN,2022
Ankaran,19.0,16.0,10.0,4.0,19.0,13.0,19.0,100.0,JAN,2022
Apače,37.0,11.0,6.0,8.0,11.0,7.0,33.0,113.0,JAN,2022
Beltinci,137.0,40.0,17.0,8.0,38.0,19.0,70.0,329.0,JAN,2022
Benedikt,25.0,11.0,3.0,6.0,9.0,2.0,3.0,59.0,JAN,2022
Bistrica ob Sotli,13.0,5.0,1.0,2.0,17.0,2.0,15.0,55.0,JAN,2022
Bled,51.0,26.0,14.0,11.0,38.0,21.0,16.0,177.0,JAN,2022
Bloke,10.0,2.0,3.0,3.0,10.0,3.0,4.0,35.0,JAN,2022
Bohinj,35.0,14.0,2.0,4.0,26.0,6.0,8.0,95.0,JAN,2022
Borovnica,28.0,13.0,4.0,5.0,20.0,11.0,41.0,122.0,JAN,2022
Bovec,29.0,9.0,3.0,2.0,12.0,4.0,6.0,65.0,JAN,2022
Braslovče,32.0,29.0,4.0,5.0,30.0,11.0,33.0,144.0,JAN,2022
Brda,26.0,11.0,10.0,9.0,13.0,12.0,18.0,99.0,JAN,2022
Brezovica,51.0,40.0,16.0,12.0,67.0,41.0,78.0,305.0,JAN,2022
Brežice,179.0,116.0,43.0,36.0,166.0,84.0,351.0,975.0,JAN,2022
Cankova,28.0,9.0,2.0,2.0,11.0,6.0,26.0,84.0,JAN,2022
Celje,502.0,259.0,130.0,96.0,373.0,169.0,419.0,1948.0,JAN,2022
Cerklje na Gorenjskem,44.0,18.0,11.0,3.0,34.0,11.0,19.0,140.0,JAN,2022
Cerknica,65.0,45.0,15.0,15.0,56.0,19.0,45.0,260.0,JAN,2022
Cerkno,17.0,11.0,5.0,4.0,11.0,6.0,7.0,61.0,JAN,2022
Cerkvenjak,28.0,9.0,2.0,2.0,6.0,2.0,5.0,54.0,JAN,2022
Cirkulane,16.0,8.0,7.0,3.0,14.0,12.0,15.0,75.0,JAN,2022
Črenšovci,59.0,29.0,7.0,9.0,18.0,11.0,80.0,213.0,JAN,2022
Črna na Koroškem,23.0,9.0,8.0,3.0,11.0,7.0,15.0,76.0,JAN,2022
Črnomelj,102.0,60.0,34.0,30.0,109.0,61.0,264.0,660.0,JAN,2022
Destrnik,22.0,8.0,8.0,1.0,12.0,5.0,16.0,72.0,JAN,2022
Divača,42.0,11.0,9.0,3.0,33.0,7.0,26.0,131.0,JAN,2022
Dobje,7.0,0.0,0.0,2.0,2.0,2.0,9.0,22.0,JAN,2022
Dobrepolje,19.0,9.0,6.0,4.0,16.0,4.0,24.0,82.0,JAN,2022
Dobrna,8.0,10.0,1.0,1.0,13.0,7.0,10.0,50.0,JAN,2022
Dobrova - Polhov Gradec,35.0,15.0,10.0,3.0,31.0,15.0,30.0,139.0,JAN,2022
Dobrovnik,12.0,7.0,1.0,2.0,15.0,3.0,22.0,62.0,JAN,2022
Dol pri Ljubljani,32.0,26.0,11.0,8.0,31.0,21.0,39.0,168.0,JAN,2022
Dolenjske Toplice,17.0,15.0,11.0,1.0,15.0,5.0,17.0,81.0,JAN,2022
Domžale,189.0,120.0,65.0,46.0,233.0,113.0,267.0,1033.0,JAN,2022
Dornava,20.0,8.0,4.0,3.0,19.0,7.0,6.0,67.0,JAN,2022
Dravograd,97.0,49.0,11.0,9.0,35.0,13.0,43.0,257.0,JAN,2022
Duplek,52.0,32.0,18.0,8.0,46.0,27.0,68.0,251.0,JAN,2022
Gorenja vas - Poljane,24.0,16.0,12.0,8.0,26.0,5.0,11.0,102.0,JAN,2022
Gorišnica,27.0,18.0,8.0,4.0,26.0,8.0,13.0,104.0,JAN,2022
Gorje,23.0,14.0,6.0,2.0,10.0,11.0,6.0,72.0,JAN,2022
Gornja Radgona,84.0,26.0,18.0,9.0,41.0,15.0,86.0,279.0,JAN,2022
Gornji Grad,14.0,15.0,3.0,3.0,10.0,3.0,10.0,58.0,JAN,2022
Gornji Petrovci,33.0,7.0,3.0,3.0,14.0,5.0,17.0,82.0,JAN,2022
Grad,27.0,11.0,6.0,2.0,9.0,5.0,11.0,71.0,JAN,2022
Grosuplje,136.0,61.0,42.0,34.0,103.0,55.0,142.0,573.0,JAN,2022
Hajdina,22.0,15.0,6.0,5.0,26.0,14.0,12.0,100.0,JAN,2022
Hoče - Slivnica,95.0,53.0,27.0,17.0,93.0,36.0,116.0,437.0,JAN,2022
Hodoš,5.0,1.0,1.0,1.0,2.0,0.0,3.0,13.0,JAN,2022
Horjul,11.0,9.0,4.0,3.0,8.0,7.0,13.0,55.0,JAN,2022
Hrastnik,59.0,46.0,29.0,19.0,74.0,50.0,130.0,407.0,JAN,2022
Hrpelje - Kozina,25.0,14.0,9.0,5.0,24.0,9.0,32.0,118.0,JAN,2022
Idrija,42.0,34.0,15.0,11.0,51.0,10.0,29.0,192.0,JAN,2022
Ig,27.0,19.0,13.0,6.0,60.0,13.0,51.0,189.0,JAN,2022
Ilirska Bistrica,64.0,32.0,18.0,16.0,48.0,25.0,85.0,288.0,JAN,2022
Ivančna Gorica,71.0,42.0,26.0,13.0,78.0,45.0,62.0,337.0,JAN,2022
Izola,159.0,95.0,24.0,21.0,100.0,40.0,80.0,519.0,JAN,2022
Jesenice,184.0,76.0,32.0,24.0,120.0,64.0,47.0,547.0,JAN,2022
Jezersko,2.0,0.0,1.0,0.0,2.0,0.0,2.0,7.0,JAN,2022
Juršinci,28.0,6.0,4.0,4.0,9.0,5.0,11.0,67.0,JAN,2022
Kamnik,151.0,104.0,40.0,22.0,175.0,85.0,218.0,795.0,JAN,2022
Kanal,27.0,8.0,8.0,5.0,25.0,11.0,30.0,114.0,JAN,2022
Kidričevo,26.0,30.0,10.0,12.0,43.0,32.0,20.0,173.0,JAN,2022
Kobarid,28.0,7.0,0.0,6.0,16.0,5.0,9.0,71.0,JAN,2022
Kobilje,14.0,2.0,0.0,0.0,2.0,1.0,1.0,20.0,JAN,2022
Kočevje,145.0,82.0,44.0,24.0,151.0,86.0,327.0,859.0,JAN,2022
Komen,18.0,11.0,6.0,5.0,18.0,7.0,18.0,83.0,JAN,2022
Komenda,20.0,22.0,9.0,4.0,27.0,18.0,25.0,125.0,JAN,2022
Koper,382.0,240.0,113.0,88.0,366.0,218.0,359.0,1766.0,JAN,2022
Kostanjevica na Krki,14.0,2.0,3.0,4.0,7.0,13.0,31.0,74.0,JAN,2022
Kostel,8.0,2.0,0.0,1.0,5.0,5.0,7.0,28.0,JAN,2022
Kozje,22.0,11.0,5.0,3.0,20.0,15.0,63.0,139.0,JAN,2022
Kranj,425.0,195.0,94.0,56.0,334.0,153.0,225.0,1482.0,JAN,2022
Kranjska Gora,21.0,12.0,9.0,4.0,33.0,5.0,11.0,95.0,JAN,2022
Križevci,30.0,8.0,6.0,5.0,20.0,8.0,11.0,88.0,JAN,2022
Krško,192.0,119.0,50.0,37.0,178.0,112.0,508.0,1196.0,JAN,2022
Kungota,56.0,28.0,14.0,6.0,41.0,19.0,33.0,197.0,JAN,2022
Kuzma,23.0,6.0,2.0,0.0,8.0,6.0,18.0,63.0,JAN,2022
Laško,75.0,45.0,44.0,21.0,78.0,41.0,114.0,418.0,JAN,2022
Lenart,70.0,22.0,9.0,6.0,29.0,6.0,22.0,164.0,JAN,2022
Lendava,166.0,57.0,27.0,16.0,77.0,52.0,208.0,603.0,JAN,2022
Litija,92.0,50.0,28.0,25.0,92.0,42.0,77.0,406.0,JAN,2022
Ljubljana,1656.0,986.0,572.0,458.0,2398.0,1229.0,3264.0,10563.0,JAN,2022
Ljubno,15.0,10.0,5.0,1.0,11.0,6.0,14.0,62.0,JAN,2022
Ljutomer,136.0,45.0,27.0,22.0,55.0,22.0,72.0,379.0,JAN,2022
Log - Dragomer,17.0,14.0,4.0,6.0,18.0,17.0,20.0,96.0,JAN,2022
Logatec,67.0,35.0,22.0,12.0,55.0,30.0,61.0,282.0,JAN,2022
Loška dolina,19.0,9.0,7.0,5.0,13.0,7.0,8.0,68.0,JAN,2022
Loški Potok,8.0,7.0,3.0,2.0,3.0,1.0,11.0,35.0,JAN,2022
Lovrenc na Pohorju,25.0,10.0,8.0,8.0,18.0,7.0,13.0,89.0,JAN,2022
Luče,12.0,11.0,2.0,0.0,13.0,4.0,7.0,49.0,JAN,2022
Lukovica,35.0,12.0,8.0,7.0,34.0,20.0,41.0,157.0,JAN,2022
Majšperk,25.0,12.0,8.0,2.0,34.0,13.0,12.0,106.0,JAN,2022
Makole,13.0,8.0,10.0,2.0,16.0,4.0,15.0,68.0,JAN,2022
Maribor,1033.0,580.0,269.0,201.0,1012.0,571.0,1564.0,5230.0,JAN,2022
Markovci,26.0,12.0,8.0,4.0,27.0,9.0,14.0,100.0,JAN,2022
Medvode,75.0,55.0,31.0,28.0,108.0,45.0,125.0,467.0,JAN,2022
Mengeš,40.0,27.0,9.0,15.0,51.0,27.0,58.0,227.0,JAN,2022
Metlika,69.0,40.0,15.0,11.0,59.0,35.0,149.0,378.0,JAN,2022
Mežica,26.0,13.0,6.0,2.0,11.0,10.0,17.0,85.0,JAN,2022
Miklavž na Dravskem polju,53.0,20.0,11.0,11.0,43.0,27.0,57.0,222.0,JAN,2022
Miren - Kostanjevica,17.0,13.0,6.0,4.0,24.0,7.0,17.0,88.0,JAN,2022
Mirna,16.0,7.0,0.0,0.0,8.0,2.0,10.0,43.0,JAN,2022
Mirna Peč,16.0,6.0,3.0,6.0,9.0,7.0,16.0,63.0,JAN,2022
Mislinja,46.0,27.0,8.0,11.0,19.0,11.0,16.0,138.0,JAN,2022
Mokronog - Trebelno,10.0,7.0,6.0,1.0,16.0,6.0,12.0,58.0,JAN,2022
Moravče,25.0,15.0,9.0,4.0,29.0,9.0,19.0,110.0,JAN,2022
Moravske Toplice,85.0,25.0,6.0,10.0,31.0,14.0,46.0,217.0,JAN,2022
Mozirje,22.0,21.0,2.0,8.0,31.0,8.0,23.0,115.0,JAN,2022
Murska Sobota,246.0,103.0,44.0,31.0,118.0,80.0,219.0,841.0,JAN,2022
Muta,25.0,19.0,5.0,2.0,14.0,12.0,25.0,102.0,JAN,2022
Naklo,40.0,17.0,7.0,8.0,23.0,15.0,16.0,126.0,JAN,2022
Nazarje,21.0,14.0,10.0,4.0,9.0,2.0,12.0,72.0,JAN,2022
Nova Gorica,153.0,98.0,41.0,45.0,162.0,91.0,193.0,783.0,JAN,2022
Novo mesto,285.0,150.0,65.0,43.0,189.0,112.0,301.0,1145.0,JAN,2022
Odranci,18.0,6.0,2.0,1.0,4.0,3.0,16.0,50.0,JAN,2022
Oplotnica,22.0,13.0,6.0,6.0,24.0,9.0,16.0,96.0,JAN,2022
Ormož,132.0,67.0,107.0,19.0,65.0,40.0,57.0,487.0,JAN,2022
Osilnica,6.0,2.0,0.0,0.0,3.0,0.0,3.0,14.0,JAN,2022
Pesnica,81.0,31.0,16.0,9.0,49.0,10.0,45.0,241.0,JAN,2022
Piran,192.0,114.0,44.0,32.0,164.0,68.0,121.0,735.0,JAN,2022
Pivka,41.0,23.0,7.0,3.0,29.0,12.0,39.0,154.0,JAN,2022
Podčetrtek,29.0,11.0,9.0,4.0,20.0,11.0,35.0,119.0,JAN,2022
Podlehnik,9.0,11.0,4.0,0.0,16.0,8.0,16.0,64.0,JAN,2022
Podvelka,22.0,7.0,2.0,0.0,16.0,4.0,26.0,77.0,JAN,2022
Poljčane,36.0,15.0,7.0,6.0,23.0,6.0,20.0,113.0,JAN,2022
Polzela,40.0,28.0,9.0,12.0,43.0,19.0,42.0,193.0,JAN,2022
Postojna,112.0,54.0,18.0,18.0,85.0,35.0,117.0,439.0,JAN,2022
Prebold,38.0,22.0,9.0,4.0,31.0,20.0,49.0,173.0,JAN,2022
Preddvor,26.0,13.0,5.0,4.0,13.0,7.0,13.0,81.0,JAN,2022
Prevalje,60.0,28.0,9.0,6.0,23.0,14.0,43.0,183.0,JAN,2022
Ptuj,191.0,132.0,58.0,35.0,190.0,103.0,150.0,859.0,JAN,2022
Puconci,84.0,22.0,14.0,3.0,25.0,13.0,70.0,231.0,JAN,2022
Rače - Fram,48.0,37.0,17.0,9.0,54.0,30.0,53.0,248.0,JAN,2022
Radeče,26.0,19.0,10.0,11.0,30.0,16.0,31.0,143.0,JAN,2022
Radenci,55.0,25.0,16.0,4.0,21.0,11.0,31.0,163.0,JAN,2022
Radlje ob Dravi,74.0,23.0,10.0,12.0,35.0,21.0,56.0,231.0,JAN,2022
Radovljica,115.0,58.0,28.0,24.0,100.0,52.0,43.0,420.0,JAN,2022
Ravne na Koroškem,117.0,64.0,24.0,23.0,51.0,20.0,72.0,371.0,JAN,2022
Razkrižje,11.0,8.0,3.0,2.0,3.0,1.0,7.0,35.0,JAN,2022
Rečica ob Savinji,15.0,7.0,3.0,1.0,14.0,4.0,9.0,53.0,JAN,2022
Renče - Vogrsko,20.0,9.0,8.0,5.0,24.0,5.0,20.0,91.0,JAN,2022
Ribnica,47.0,20.0,7.0,12.0,46.0,24.0,63.0,219.0,JAN,2022
Ribnica na Pohorju,15.0,9.0,3.0,4.0,10.0,2.0,16.0,59.0,JAN,2022
Rogaška Slatina,109.0,62.0,34.0,14.0,109.0,47.0,165.0,540.0,JAN,2022
Rogašovci,48.0,19.0,5.0,4.0,27.0,14.0,72.0,189.0,JAN,2022
Rogatec,38.0,16.0,5.0,8.0,44.0,15.0,49.0,175.0,JAN,2022
Ruše,56.0,26.0,13.0,20.0,64.0,29.0,57.0,265.0,JAN,2022
Selnica ob Dravi,49.0,18.0,6.0,2.0,24.0,19.0,21.0,139.0,JAN,2022
Semič,20.0,14.0,2.0,10.0,23.0,15.0,52.0,136.0,JAN,2022
Sevnica,104.0,62.0,40.0,24.0,135.0,42.0,158.0,565.0,JAN,2022
Sežana,79.0,45.0,16.0,18.0,84.0,31.0,69.0,342.0,JAN,2022
Slovenj Gradec,184.0,85.0,43.0,28.0,83.0,40.0,112.0,575.0,JAN,2022
Slovenska Bistrica,213.0,116.0,48.0,53.0,168.0,81.0,99.0,778.0,JAN,2022
Slovenske Konjice,131.0,68.0,31.0,22.0,116.0,54.0,215.0,637.0,JAN,2022
Sodražica,11.0,2.0,1.0,2.0,12.0,7.0,7.0,42.0,JAN,2022
Solčava,3.0,1.0,0.0,1.0,3.0,0.0,0.0,8.0,JAN,2022
Središče ob Dravi,23.0,13.0,22.0,6.0,10.0,12.0,10.0,96.0,JAN,2022
Starše,43.0,24.0,9.0,6.0,25.0,12.0,31.0,150.0,JAN,2022
Straža,26.0,8.0,6.0,7.0,15.0,4.0,21.0,87.0,JAN,2022
Sveta Ana,31.0,14.0,3.0,5.0,5.0,2.0,4.0,64.0,JAN,2022
Sveta Trojica v Slovenskih goricah,18.0,3.0,5.0,1.0,6.0,3.0,3.0,39.0,JAN,2022
Sveti Andraž v Slovenskih goricah,5.0,4.0,1.0,3.0,9.0,1.0,3.0,26.0,JAN,2022
Sveti Jurij ob Ščavnici,27.0,13.0,9.0,4.0,14.0,7.0,25.0,99.0,JAN,2022
Sveti Jurij v Slovenskih goricah,30.0,8.0,2.0,2.0,7.0,0.0,0.0,49.0,JAN,2022
Sveti Tomaž,21.0,14.0,12.0,6.0,11.0,6.0,18.0,88.0,JAN,2022
Šalovci,24.0,8.0,4.0,1.0,7.0,2.0,10.0,56.0,JAN,2022
Šempeter - Vrtojba,31.0,18.0,15.0,8.0,24.0,8.0,35.0,139.0,JAN,2022
Šenčur,64.0,22.0,15.0,4.0,34.0,19.0,19.0,177.0,JAN,2022
Šentilj,84.0,44.0,25.0,20.0,48.0,36.0,42.0,299.0,JAN,2022
Šentjernej,32.0,22.0,14.0,12.0,37.0,17.0,71.0,205.0,JAN,2022
Šentjur,127.0,82.0,38.0,43.0,115.0,67.0,201.0,673.0,JAN,2022
Šentrupert,14.0,7.0,4.0,1.0,7.0,5.0,5.0,43.0,JAN,2022
Škocjan,30.0,15.0,11.0,4.0,32.0,9.0,45.0,146.0,JAN,2022
Škofja Loka,115.0,55.0,39.0,19.0,86.0,45.0,39.0,398.0,JAN,2022
Škofljica,72.0,32.0,17.0,17.0,70.0,34.0,66.0,308.0,JAN,2022
Šmarje pri Jelšah,82.0,53.0,16.0,13.0,85.0,42.0,130.0,421.0,JAN,2022
Šmarješke Toplice,27.0,3.0,4.0,1.0,8.0,5.0,12.0,60.0,JAN,2022
Šmartno ob Paki,32.0,16.0,5.0,9.0,24.0,6.0,14.0,106.0,JAN,2022
Šmartno pri Litiji,22.0,20.0,9.0,9.0,29.0,9.0,30.0,128.0,JAN,2022
Šoštanj,60.0,34.0,17.0,15.0,69.0,23.0,39.0,257.0,JAN,2022
Štore,44.0,17.0,9.0,6.0,25.0,8.0,23.0,132.0,JAN,2022
Tabor,6.0,10.0,1.0,2.0,11.0,6.0,11.0,47.0,JAN,2022
Tišina,75.0,24.0,5.0,6.0,30.0,14.0,31.0,185.0,JAN,2022
Tolmin,48.0,26.0,11.0,12.0,44.0,19.0,54.0,214.0,JAN,2022
Trbovlje,126.0,78.0,37.0,38.0,154.0,103.0,259.0,795.0,JAN,2022
Trebnje,69.0,23.0,17.0,27.0,49.0,32.0,97.0,314.0,JAN,2022
Trnovska vas,15.0,6.0,3.0,2.0,5.0,6.0,1.0,38.0,JAN,2022
Trzin,10.0,11.0,5.0,3.0,26.0,14.0,19.0,88.0,JAN,2022
Tržič,98.0,49.0,25.0,13.0,59.0,21.0,27.0,292.0,JAN,2022
Turnišče,29.0,16.0,5.0,6.0,21.0,9.0,46.0,132.0,JAN,2022
Velenje,320.0,143.0,84.0,80.0,264.0,107.0,208.0,1206.0,JAN,2022
Velika Polana,15.0,7.0,1.0,2.0,6.0,2.0,14.0,47.0,JAN,2022
Velike Lašče,13.0,12.0,8.0,8.0,28.0,10.0,21.0,100.0,JAN,2022
Veržej,19.0,2.0,2.0,3.0,2.0,2.0,4.0,34.0,JAN,2022
Videm,43.0,27.0,11.0,8.0,44.0,15.0,32.0,180.0,JAN,2022
Vipava,18.0,19.0,4.0,4.0,25.0,13.0,29.0,112.0,JAN,2022
Vitanje,9.0,8.0,3.0,5.0,15.0,4.0,28.0,72.0,JAN,2022
Vodice,25.0,15.0,8.0,8.0,22.0,8.0,32.0,118.0,JAN,2022
Vojnik,69.0,40.0,16.0,14.0,34.0,19.0,40.0,232.0,JAN,2022
Vransko,20.0,7.0,1.0,2.0,12.0,3.0,14.0,59.0,JAN,2022
Vrhnika,96.0,58.0,39.0,29.0,116.0,67.0,116.0,521.0,JAN,2022
Vuzenica,27.0,4.0,6.0,1.0,18.0,9.0,19.0,84.0,JAN,2022
Zagorje ob Savi,104.0,89.0,25.0,23.0,82.0,64.0,107.0,494.0,JAN,2022
Zavrč,9.0,7.0,3.0,1.0,22.0,8.0,11.0,61.0,JAN,2022
Zreče,41.0,23.0,21.0,10.0,57.0,28.0,73.0,253.0,JAN,2022
Žalec,237.0,93.0,48.0,39.0,163.0,84.0,206.0,870.0,JAN,2022
Železniki,16.0,13.0,3.0,8.0,17.0,2.0,7.0,66.0,JAN,2022
Žetale,7.0,4.0,2.0,3.0,7.0,1.0,7.0,31.0,JAN,2022
Žiri,27.0,14.0,8.0,6.0,20.0,6.0,5.0,86.0,JAN,2022
Žirovnica,23.0,9.0,4.0,7.0,12.0,4.0,8.0,67.0,JAN,2022
Žužemberk,19.0,11.0,7.0,3.0,25.0,9.0,28.0,102.0,JAN,2022
Občina izven RS,423.0,85.0,35.0,30.0,73.0,27.0,27.0,700.0,JAN,2022
Ajdovščina,83.0,71.0,21.0,16.0,91.0,36.0,130.0,448.0,FEB,2022
Ankaran,20.0,16.0,4.0,8.0,16.0,14.0,18.0,96.0,FEB,2022
Apače,26.0,15.0,7.0,8.0,10.0,8.0,31.0,105.0,FEB,2022
Beltinci,102.0,41.0,16.0,13.0,31.0,15.0,70.0,288.0,FEB,2022
Benedikt,21.0,9.0,4.0,5.0,8.0,3.0,3.0,53.0,FEB,2022
Bistrica ob Sotli,11.0,7.0,1.0,2.0,14.0,2.0,16.0,53.0,FEB,2022
Bled,43.0,31.0,19.0,9.0,38.0,18.0,15.0,173.0,FEB,2022
Bloke,8.0,4.0,2.0,2.0,9.0,3.0,4.0,32.0,FEB,2022
Bohinj,21.0,20.0,2.0,4.0,24.0,6.0,7.0,84.0,FEB,2022
Borovnica,22.0,13.0,7.0,4.0,20.0,11.0,38.0,115.0,FEB,2022
Bovec,25.0,16.0,1.0,4.0,10.0,6.0,6.0,68.0,FEB,2022
Braslovče,22.0,35.0,6.0,4.0,30.0,9.0,33.0,139.0,FEB,2022
Brda,20.0,16.0,10.0,7.0,12.0,12.0,18.0,95.0,FEB,2022
Brezovica,46.0,41.0,22.0,9.0,65.0,38.0,78.0,299.0,FEB,2022
Brežice,152.0,122.0,51.0,31.0,158.0,89.0,342.0,945.0,FEB,2022
Cankova,21.0,13.0,4.0,2.0,10.0,5.0,24.0,79.0,FEB,2022
Celje,425.0,270.0,142.0,91.0,353.0,162.0,410.0,1853.0,FEB,2022
Cerklje na Gorenjskem,37.0,22.0,14.0,4.0,33.0,11.0,19.0,140.0,FEB,2022
Cerknica,48.0,48.0,20.0,14.0,50.0,19.0,44.0,243.0,FEB,2022
Cerkno,13.0,10.0,7.0,3.0,10.0,5.0,7.0,55.0,FEB,2022
Cerkvenjak,23.0,12.0,2.0,2.0,6.0,2.0,4.0,51.0,FEB,2022
Cirkulane,21.0,7.0,4.0,5.0,15.0,9.0,16.0,77.0,FEB,2022
Črenšovci,48.0,35.0,11.0,8.0,16.0,12.0,76.0,206.0,FEB,2022
Črna na Koroškem,12.0,13.0,6.0,6.0,11.0,6.0,14.0,68.0,FEB,2022
